"DATE","RCONS10M1","RCONS10M2","RCONS10M3","RCONS10M4","RCONS10M5","RCONS10M6","RCONS10M7","RCONS10M8","RCONS10M9","RCONS10M10","RCONS10M11","RCONS10M12","RCONS11M1","RCONS11M2","RCONS11M3","RCONS11M4","RCONS11M5","RCONS11M6","RCONS11M7","RCONS11M8","RCONS11M9","RCONS11M10","RCONS11M11","RCONS11M12","RCONS12M1","RCONS12M2","RCONS12M3","RCONS12M4","RCONS12M5","RCONS12M6","RCONS12M7","RCONS12M8","RCONS12M9","RCONS12M10","RCONS12M11","RCONS12M12","RCONS13M1","RCONS13M2","RCONS13M3","RCONS13M4","RCONS13M5","RCONS13M6","RCONS13M7","RCONS13M8","RCONS13M9","RCONS13M10","RCONS13M11","RCONS13M12","RCONS14M1","RCONS14M2","RCONS14M3","RCONS14M4","RCONS14M5","RCONS14M6","RCONS14M7","RCONS14M8","RCONS14M9","RCONS14M10","RCONS14M11","RCONS14M12","RCONS15M1","RCONS15M2","RCONS15M3","RCONS15M4","RCONS15M5","RCONS15M6","RCONS15M7","RCONS15M8","RCONS15M9","RCONS15M10","RCONS15M11"
"1947:Q1","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","672.8","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","673.3","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0","724.0"
"1947:Q2","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","682.5","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","683.0","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5","734.5"
"1947:Q3","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.0","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","681.5","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.8","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9","732.9"
"1947:Q4","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","677.5","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","678.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0","729.0"
"1948:Q1","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","685.3","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9","736.9"
"1948:Q2","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","695.4","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","696.0","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4","748.4"
"1948:Q3","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.2","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","699.8","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.4","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3","752.3"
"1948:Q4","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.2","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","706.8","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9"
"1949:Q1","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","710.8","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","711.3","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7","764.7"
"1949:Q2","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.4","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","714.9","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6","768.6"
"1949:Q3","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","712.9","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","713.4","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0","767.0"
"1949:Q4","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.0","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","715.6","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2","769.2"
"1950:Q1","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","723.7","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","724.4","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.8","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7","778.7"
"1950:Q2","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.1","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","742.8","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5","798.5"
"1950:Q3","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","753.6","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","754.3","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8","810.8"
"1950:Q4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","758.4","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","759.0","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9","815.9"
"1951:Q1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.1","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","779.8","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2","838.2"
"1951:Q2","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","784.4","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.9","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8","843.8"
"1951:Q3","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","794.9","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4","854.4"
"1951:Q4","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.2","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","796.9","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5","856.5"
"1952:Q1","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.0","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","806.7","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1"
"1952:Q2","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","818.6","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","819.3","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7","880.7"
"1952:Q3","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","829.5","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","830.2","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.4","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3","892.3"
"1952:Q4","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","841.3","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","842.1","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0"
"1953:Q1","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.0","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","850.7","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3"
"1953:Q2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.2","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","860.9","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2","925.2"
"1953:Q3","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","865.5","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","866.1","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8","930.8"
"1953:Q4","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.1","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","859.7","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9","923.9"
"1954:Q1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.1","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","867.7","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5","932.5"
"1954:Q2","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.1","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","882.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7","948.7"
"1954:Q3","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","897.4","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","898.1","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2","965.2"
"1954:Q4","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","908.3","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","909.0","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8"
"1955:Q1","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","918.9","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","919.6","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3","988.3"
"1955:Q2","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","925.6","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","926.4","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5","995.5"
"1955:Q3","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","935.9","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7","1005.7"
"1955:Q4","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","953.7","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7","1025.7"
"1956:Q1","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","962.9","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","963.7","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6","1035.6"
"1956:Q2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.2","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","972.9","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5","1045.5"
"1956:Q3","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","982.4","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","983.2","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.5","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4","1056.4"
"1956:Q4","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","995.1","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","996.0","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2","1070.2"
"1957:Q1","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.0","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","999.8","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3","1074.3"
"1957:Q2","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1007.6","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1008.4","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.6","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5","1083.5"
"1957:Q3","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.1","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1015.8","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4","1091.4"
"1957:Q4","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1026.2","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1027.0","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2","1103.2"
