"DATE","RCONS10M1","RCONS10M2","RCONS10M3","RCONS10M4","RCONS10M5","RCONS10M6","RCONS10M7","RCONS10M8","RCONS10M9","RCONS10M10","RCONS10M11","RCONS10M12","RCONS11M1","RCONS11M2","RCONS11M3","RCONS11M4","RCONS11M5","RCONS11M6","RCONS11M7","RCONS11M8","RCONS11M9","RCONS11M10","RCONS11M11","RCONS11M12","RCONS12M1","RCONS12M2","RCONS12M3","RCONS12M4","RCONS12M5","RCONS12M6","RCONS12M7","RCONS12M8","RCONS12M9","RCONS12M10","RCONS12M11","RCONS12M12","RCONS13M1","RCONS13M2","RCONS13M3","RCONS13M4","RCONS13M5","RCONS13M6","RCONS13M7","RCONS13M8","RCONS13M9","RCONS13M10","RCONS13M11","RCONS13M12","RCONS14M1","RCONS14M2","RCONS14M3","RCONS14M4","RCONS14M5","RCONS14M6","RCONS14M7","RCONS14M8","RCONS14M9","RCONS14M10","RCONS14M11","RCONS14M12","RCONS15M1","RCONS15M2","RCONS15M3","RCONS15M4","RCONS15M5","RCONS15M6","RCONS15M7","RCONS15M8","RCONS15M9","RCONS15M10","RCONS15M11"
"1992:Q3","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.2","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","3877.8","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.5","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4","4240.4"
"1992:Q4","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.2","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","3922.8","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6","4287.6"
"1993:Q1","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3938.5","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","3939.1","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.7","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6","4303.6"
"1993:Q2","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3961.7","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","3962.3","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.7","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6","4324.6"
"1993:Q3","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4005.9","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4006.5","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.2","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1","4374.1"
"1993:Q4","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4032.7","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4033.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.2","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0","4403.0"
"1994:Q1","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.2","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4064.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.7","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6","4439.6"
"1994:Q2","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4090.8","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4091.3","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.2","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1","4471.1"
"1994:Q3","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4120.6","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4121.1","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.8","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7","4501.7"
"1994:Q4","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.2","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4139.7","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.4","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3","4528.3"
"1995:Q1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.1","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4159.4","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.7","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5","4560.5"
"1995:Q2","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4196.7","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4197.0","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.4","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3","4607.3"
"1995:Q3","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.6","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4226.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.9","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8","4641.8"
"1995:Q4","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.5","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4250.8","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0","4668.0"
"1996:Q1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.1","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4292.4","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7","4714.7"
"1996:Q2","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.6","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4320.9","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.7","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6","4742.6"
"1996:Q3","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4343.7","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4344.0","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.3","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2","4768.2"
"1996:Q4","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.3","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4369.6","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.2","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1","4794.1"
"1997:Q1","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4404.8","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4405.1","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.8","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7","4836.7"
"1997:Q2","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4434.7","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4435.0","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.3","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2","4873.2"
"1997:Q3","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.4","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4487.8","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.1","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0","4932.0"
"1997:Q4","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.1","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4533.4","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.6","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5","4985.5"
"1998:Q1","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.5","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","4583.9","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.6","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5","5044.5"
"1998:Q2","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.4","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","4639.8","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.6","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5","5110.5"
"1998:Q3","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4695.8","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","4696.1","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5","5172.5"
"1998:Q4","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.5","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","4728.8","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.9","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8","5203.8"
"1999:Q1","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.5","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","4768.8","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5253.0","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4","5245.4"
"1999:Q2","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.4","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","4822.7","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5311.0","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5","5297.5"
"1999:Q3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.3","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","4880.6","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5375.0","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2","5356.2"
"1999:Q4","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.1","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","4940.4","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5440.0","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4","5427.4"
"2000:Q1","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5014.8","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5015.2","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5523.9","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8","5510.8"
"2000:Q2","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.1","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5073.5","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5588.0","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3","5577.3"
"2000:Q3","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.1","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5120.5","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5641.9","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2","5629.2"
"2000:Q4","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.1","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5165.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5692.4","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9","5679.9"
"2001:Q1","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.3","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5189.7","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5716.3","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6","5709.6"
"2001:Q2","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.4","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5211.7","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5731.9","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7","5723.7"
