"DATE","NCPROFATW10M1","NCPROFATW10M2","NCPROFATW10M3","NCPROFATW10M4","NCPROFATW10M5","NCPROFATW10M6","NCPROFATW10M7","NCPROFATW10M8","NCPROFATW10M9","NCPROFATW10M10","NCPROFATW10M11","NCPROFATW10M12","NCPROFATW11M1","NCPROFATW11M2","NCPROFATW11M3","NCPROFATW11M4","NCPROFATW11M5","NCPROFATW11M6","NCPROFATW11M7","NCPROFATW11M8","NCPROFATW11M9","NCPROFATW11M10","NCPROFATW11M11","NCPROFATW11M12","NCPROFATW12M1","NCPROFATW12M2","NCPROFATW12M3","NCPROFATW12M4","NCPROFATW12M5","NCPROFATW12M6","NCPROFATW12M7","NCPROFATW12M8","NCPROFATW12M9","NCPROFATW12M10","NCPROFATW12M11","NCPROFATW12M12","NCPROFATW13M1","NCPROFATW13M2","NCPROFATW13M3","NCPROFATW13M4","NCPROFATW13M5","NCPROFATW13M6","NCPROFATW13M7","NCPROFATW13M8","NCPROFATW13M9","NCPROFATW13M10","NCPROFATW13M11","NCPROFATW13M12","NCPROFATW14M1","NCPROFATW14M2","NCPROFATW14M3","NCPROFATW14M4","NCPROFATW14M5","NCPROFATW14M6","NCPROFATW14M7","NCPROFATW14M8","NCPROFATW14M9","NCPROFATW14M10","NCPROFATW14M11","NCPROFATW14M12","NCPROFATW15M1","NCPROFATW15M2","NCPROFATW15M3","NCPROFATW15M4","NCPROFATW15M5","NCPROFATW15M6","NCPROFATW15M7","NCPROFATW15M8","NCPROFATW15M9","NCPROFATW15M10","NCPROFATW15M11"
"1990:Q4","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","283.5","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9","266.9"
"1991:Q1","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","320.7","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3","312.3"
"1991:Q2","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","319.0","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7","314.7"
"1991:Q3","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","315.8","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9","311.9"
"1991:Q4","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0","312.0"
"1992:Q1","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","342.8","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3","328.3"
"1992:Q2","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","348.9","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1","328.1"
"1992:Q3","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","336.5","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2","319.2"
"1992:Q4","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","361.9","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7"
"1993:Q1","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","351.2","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1","323.1"
"1993:Q2","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","363.6","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3","339.3"
"1993:Q3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5","361.5"
"1993:Q4","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","394.6","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9","379.9"
"1994:Q1","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","415.9","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0"
"1994:Q2","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","426.4","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9"
"1994:Q3","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","442.0","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4","437.4"
"1994:Q4","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","456.0","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8","449.8"
"1995:Q1","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","457.3","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1"
"1995:Q2","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","487.4","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5","474.5"
"1995:Q3","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5","501.5"
"1995:Q4","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","532.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7","517.7"
"1996:Q1","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4","547.4"
"1996:Q2","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","562.5","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0","548.0"
"1996:Q3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8","552.8"
"1996:Q4","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","587.7","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2","570.2"
"1997:Q1","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","617.5","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0","597.0"
"1997:Q2","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","635.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8","614.8"
"1997:Q3","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","656.9","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5","637.5"
"1997:Q4","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","647.5","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0"
"1998:Q1","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","569.2","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0"
"1998:Q2","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7","559.7"
"1998:Q3","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","567.9","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0","561.0"
"1998:Q4","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","553.1","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3","542.3"
"1999:Q1","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","603.5","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0","586.0"
"1999:Q2","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5","581.5"
"1999:Q3","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","589.2","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0"
"1999:Q4","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","591.9","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3"
"2000:Q1","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","566.2","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0","529.0"
"2000:Q2","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","558.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6","519.6"
"2000:Q3","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","560.0","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1","521.1"
"2000:Q4","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","531.8","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7"
"2001:Q1","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","558.3","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1","519.1"
"2001:Q2","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","595.6","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4","557.4"
"2001:Q3","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","569.9","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3","547.3"
"2001:Q4","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","599.6","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2","579.2"
