"DATE","IPT90M1","IPT90M2","IPT90M3","IPT90M4","IPT90M5","IPT90M6","IPT90M7","IPT90M8","IPT90M9","IPT90M10","IPT90M11","IPT90M12","IPT91M1","IPT91M2","IPT91M3","IPT91M4","IPT91M5","IPT91M6","IPT91M7","IPT91M8","IPT91M9","IPT91M10","IPT91M11","IPT91M12","IPT92M1","IPT92M2","IPT92M3","IPT92M4","IPT92M5","IPT92M6","IPT92M7","IPT92M8","IPT92M9","IPT92M10","IPT92M11","IPT92M12","IPT93M1","IPT93M2","IPT93M3","IPT93M4","IPT93M5","IPT93M6","IPT93M7","IPT93M8","IPT93M9","IPT93M10","IPT93M11","IPT93M12","IPT94M1","IPT94M2","IPT94M3","IPT94M4","IPT94M5","IPT94M6","IPT94M7","IPT94M8","IPT94M9","IPT94M10","IPT94M11","IPT94M12","IPT95M1","IPT95M2","IPT95M3","IPT95M4","IPT95M5","IPT95M6","IPT95M7","IPT95M8","IPT95M9","IPT95M10","IPT95M11","IPT95M12","IPT96M1","IPT96M2","IPT96M3","IPT96M4","IPT96M5","IPT96M6","IPT96M7","IPT96M8","IPT96M9","IPT96M10","IPT96M11","IPT96M12","IPT97M1","IPT97M2","IPT97M3","IPT97M4","IPT97M5","IPT97M6","IPT97M7","IPT97M8","IPT97M9","IPT97M10","IPT97M11","IPT97M12","IPT98M1","IPT98M2","IPT98M3","IPT98M4","IPT98M5","IPT98M6","IPT98M7","IPT98M8","IPT98M9","IPT98M10","IPT98M11","IPT98M12","IPT99M1","IPT99M2","IPT99M3","IPT99M4","IPT99M5","IPT99M6","IPT99M7","IPT99M8","IPT99M9","IPT99M10","IPT99M11","IPT99M12"
"1974:02","93.0","93.0","93.0","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","72.7","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.5","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6","69.6"
"1974:03","93.4","93.4","93.4","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","73.0","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9"
"1974:04","93.2","93.2","93.2","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8","69.8"
"1974:05","94.3","94.3","94.3","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","73.8","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6","70.6"
"1974:06","94.6","94.6","94.6","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","74.0","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8","70.8"
"1974:07","94.2","94.2","94.2","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","73.6","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.4","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5"
"1974:08","93.9","93.9","93.9","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","73.4","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2","70.2"
"1974:09","94.2","94.2","94.2","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","73.7","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5","70.5"
"1974:10","93.6","93.6","93.6","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","73.2","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0"
"1974:11","90.9","90.9","90.9","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0"
"1974:12","87.1","87.1","87.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2","65.2"
"1975:01","84.8","84.8","84.8","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","66.3","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.4","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5"
"1975:02","83.5","83.5","83.5","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.4","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5"
"1975:03","82.0","82.0","82.0","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","64.1","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3"
"1975:04","82.7","82.7","82.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9","61.9"
"1975:05","82.5","82.5","82.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7"
"1975:06","83.6","83.6","83.6","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","65.3","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5","62.5"
"1975:07","84.1","84.1","84.1","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9","62.9"
"1975:08","85.6","85.6","85.6","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","66.9","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0"
"1975:09","86.4","86.4","86.4","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","67.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.6","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7","64.7"
"1975:10","86.9","86.9","86.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0"
"1975:11","87.7","87.7","87.7","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","68.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6","65.6"
"1975:12","88.4","88.4","88.4","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","69.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1","66.1"
"1976:01","89.3","89.3","89.3","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","69.9","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8","66.8"
"1976:02","90.9","90.9","90.9","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","71.1","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0"
"1976:03","90.7","90.7","90.7","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","70.9","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.8","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9"
"1976:04","91.1","91.1","91.1","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","71.2","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1","68.1"
