"DATE","RCONNDM98M11","RCONNDM98M12","RCONNDM99M1","RCONNDM99M2","RCONNDM99M3","RCONNDM99M4","RCONNDM99M5","RCONNDM99M6","RCONNDM99M7","RCONNDM99M8","RCONNDM99M9","RCONNDM99M10","RCONNDM99M11","RCONNDM99M12","RCONNDM00M1","RCONNDM00M2","RCONNDM00M3","RCONNDM00M4","RCONNDM00M5","RCONNDM00M6","RCONNDM00M7","RCONNDM00M8","RCONNDM00M9","RCONNDM00M10","RCONNDM00M11","RCONNDM00M12","RCONNDM01M1","RCONNDM01M2","RCONNDM01M3","RCONNDM01M4","RCONNDM01M5","RCONNDM01M6","RCONNDM01M7","RCONNDM01M8","RCONNDM01M9","RCONNDM01M10","RCONNDM01M11","RCONNDM01M12","RCONNDM02M1","RCONNDM02M2","RCONNDM02M3","RCONNDM02M4","RCONNDM02M5","RCONNDM02M6","RCONNDM02M7","RCONNDM02M8","RCONNDM02M9","RCONNDM02M10","RCONNDM02M11","RCONNDM02M12","RCONNDM03M1","RCONNDM03M2","RCONNDM03M3","RCONNDM03M4","RCONNDM03M5","RCONNDM03M6","RCONNDM03M7","RCONNDM03M8","RCONNDM03M9","RCONNDM03M10","RCONNDM03M11","RCONNDM03M12","RCONNDM04M1","RCONNDM04M2","RCONNDM04M3","RCONNDM04M4","RCONNDM04M5","RCONNDM04M6","RCONNDM04M7","RCONNDM04M8","RCONNDM04M9","RCONNDM04M10","RCONNDM04M11","RCONNDM04M12","RCONNDM05M1","RCONNDM05M2","RCONNDM05M3","RCONNDM05M4","RCONNDM05M5","RCONNDM05M6","RCONNDM05M7","RCONNDM05M8","RCONNDM05M9","RCONNDM05M10","RCONNDM05M11","RCONNDM05M12","RCONNDM06M1","RCONNDM06M2","RCONNDM06M3","RCONNDM06M4","RCONNDM06M5","RCONNDM06M6","RCONNDM06M7","RCONNDM06M8","RCONNDM06M9","RCONNDM06M10","RCONNDM06M11","RCONNDM06M12","RCONNDM07M1","RCONNDM07M2","RCONNDM07M3","RCONNDM07M4","RCONNDM07M5","RCONNDM07M6","RCONNDM07M7","RCONNDM07M8","RCONNDM07M9","RCONNDM07M10","RCONNDM07M11","RCONNDM07M12","RCONNDM08M1","RCONNDM08M2","RCONNDM08M3","RCONNDM08M4","RCONNDM08M5","RCONNDM08M6","RCONNDM08M7","RCONNDM08M8","RCONNDM08M9","RCONNDM08M10","RCONNDM08M11","RCONNDM08M12","RCONNDM09M1","RCONNDM09M2","RCONNDM09M3","RCONNDM09M4","RCONNDM09M5","RCONNDM09M6","RCONNDM09M7","RCONNDM09M8","RCONNDM09M9","RCONNDM09M10","RCONNDM09M11","RCONNDM09M12","RCONNDM10M1","RCONNDM10M2","RCONNDM10M3","RCONNDM10M4","RCONNDM10M5","RCONNDM10M6","RCONNDM10M7","RCONNDM10M8","RCONNDM10M9","RCONNDM10M10","RCONNDM10M11","RCONNDM10M12","RCONNDM11M1","RCONNDM11M2","RCONNDM11M3","RCONNDM11M4","RCONNDM11M5","RCONNDM11M6","RCONNDM11M7","RCONNDM11M8","RCONNDM11M9","RCONNDM11M10","RCONNDM11M11","RCONNDM11M12","RCONNDM12M1","RCONNDM12M2","RCONNDM12M3","RCONNDM12M4","RCONNDM12M5","RCONNDM12M6","RCONNDM12M7","RCONNDM12M8","RCONNDM12M9","RCONNDM12M10","RCONNDM12M11","RCONNDM12M12","RCONNDM13M1","RCONNDM13M2","RCONNDM13M3","RCONNDM13M4","RCONNDM13M5","RCONNDM13M6","RCONNDM13M7","RCONNDM13M8","RCONNDM13M9","RCONNDM13M10","RCONNDM13M11","RCONNDM13M12","RCONNDM14M1","RCONNDM14M2","RCONNDM14M3","RCONNDM14M4","RCONNDM14M5","RCONNDM14M6","RCONNDM14M7","RCONNDM14M8","RCONNDM14M9","RCONNDM14M10","RCONNDM14M11","RCONNDM14M12","RCONNDM15M1","RCONNDM15M2","RCONNDM15M3","RCONNDM15M4","RCONNDM15M5","RCONNDM15M6","RCONNDM15M7","RCONNDM15M8","RCONNDM15M9","RCONNDM15M10","RCONNDM15M11"
"2006:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2357.2","2361.6","2364.0","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2338.6","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2308.9","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2306.5","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","2000.8","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","1982.867","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996","2178.996"
"2006:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2365.7","2373.3","2347.5","2347.6","2347.3","2347.3","2347.3","2347.3","2347.3","2347.3","2347.3","2347.3","2347.3","2347.3","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","2013.811","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","1999.418","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822","2190.822"
"2006:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2371.9","2351.3","2352.5","2352.1","2352.1","2352.1","2352.1","2352.1","2352.1","2352.1","2352.1","2352.1","2352.1","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2326.3","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2330.9","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","2012.788","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","1996.377","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256","2190.256"
"2006:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2358.4","2357.1","2353.9","2353.9","2353.9","2353.9","2353.9","2353.9","2353.9","2353.9","2353.9","2353.9","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2324.1","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","2008.077","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","1992.361","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833","2186.833"
"2006:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2366.8","2361.2","2361.0","2361.0","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2360.9","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2346.6","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2341.5","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2022.663","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2007.003","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369","2198.369"
"2006:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2357.4","2356.7","2356.6","2357.4","2357.4","2357.4","2357.4","2357.4","2357.4","2357.4","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2343.2","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2344.1","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2020.541","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2002.777","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018","2195.018"
"2006:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2363.8","2355.4","2362.1","2362.1","2362.1","2362.1","2362.1","2362.1","2362.1","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2340.4","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2030.411","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2007.981","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436","2207.436"
"2006:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2371.2","2379.7","2379.5","2377.3","2377.2","2377.2","2377.2","2377.2","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2355.3","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2352.6","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2049.899","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2026.942","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525","2226.525"
"2006:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2404.1","2402.5","2392.4","2392.3","2392.3","2392.3","2392.3","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2362.8","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2349.6","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2044.889","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2021.783","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499","2230.499"
"2006:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2417.6","2414.0","2412.6","2412.6","2412.6","2412.6","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2388.2","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2377.1","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2069.323","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2046.883","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993","2253.993"
"2007:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2416.4","2414.2","2412.4","2412.4","2412.2","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2386.1","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2375.4","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2070.252","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2063.172","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2041.964","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753","2243.753"
