"DATE","NPSAV65Q4","NPSAV66Q1","NPSAV66Q2","NPSAV66Q3","NPSAV66Q4","NPSAV67Q1","NPSAV67Q2","NPSAV67Q3","NPSAV67Q4","NPSAV68Q1","NPSAV68Q2","NPSAV68Q3","NPSAV68Q4","NPSAV69Q1","NPSAV69Q2","NPSAV69Q3","NPSAV69Q4","NPSAV70Q1","NPSAV70Q2","NPSAV70Q3","NPSAV70Q4","NPSAV71Q1","NPSAV71Q2","NPSAV71Q3","NPSAV71Q4","NPSAV72Q1","NPSAV72Q2","NPSAV72Q3","NPSAV72Q4","NPSAV73Q1","NPSAV73Q2","NPSAV73Q3","NPSAV73Q4","NPSAV74Q1","NPSAV74Q2","NPSAV74Q3","NPSAV74Q4","NPSAV75Q1","NPSAV75Q2","NPSAV75Q3","NPSAV75Q4","NPSAV76Q1","NPSAV76Q2","NPSAV76Q3","NPSAV76Q4","NPSAV77Q1","NPSAV77Q2","NPSAV77Q3","NPSAV77Q4","NPSAV78Q1","NPSAV78Q2","NPSAV78Q3","NPSAV78Q4","NPSAV79Q1","NPSAV79Q2","NPSAV79Q3","NPSAV79Q4","NPSAV80Q1","NPSAV80Q2","NPSAV80Q3","NPSAV80Q4","NPSAV81Q1","NPSAV81Q2","NPSAV81Q3","NPSAV81Q4","NPSAV82Q1","NPSAV82Q2","NPSAV82Q3","NPSAV82Q4","NPSAV83Q1","NPSAV83Q2","NPSAV83Q3","NPSAV83Q4","NPSAV84Q1","NPSAV84Q2","NPSAV84Q3","NPSAV84Q4","NPSAV85Q1","NPSAV85Q2","NPSAV85Q3","NPSAV85Q4","NPSAV86Q1","NPSAV86Q2","NPSAV86Q3","NPSAV86Q4","NPSAV87Q1","NPSAV87Q2","NPSAV87Q3","NPSAV87Q4","NPSAV88Q1","NPSAV88Q2","NPSAV88Q3","NPSAV88Q4","NPSAV89Q1","NPSAV89Q2","NPSAV89Q3","NPSAV89Q4","NPSAV90Q1","NPSAV90Q2","NPSAV90Q3","NPSAV90Q4","NPSAV91Q1","NPSAV91Q2","NPSAV91Q3","NPSAV91Q4","NPSAV92Q1","NPSAV92Q2","NPSAV92Q3","NPSAV92Q4","NPSAV93Q1","NPSAV93Q2","NPSAV93Q3","NPSAV93Q4","NPSAV94Q1","NPSAV94Q2","NPSAV94Q3","NPSAV94Q4","NPSAV95Q1","NPSAV95Q2","NPSAV95Q3","NPSAV95Q4","NPSAV96Q1","NPSAV96Q2","NPSAV96Q3","NPSAV96Q4","NPSAV97Q1","NPSAV97Q2","NPSAV97Q3","NPSAV97Q4","NPSAV98Q1","NPSAV98Q2","NPSAV98Q3","NPSAV98Q4","NPSAV99Q1","NPSAV99Q2","NPSAV99Q3","NPSAV99Q4","NPSAV00Q1","NPSAV00Q2","NPSAV00Q3","NPSAV00Q4","NPSAV01Q1","NPSAV01Q2","NPSAV01Q3","NPSAV01Q4","NPSAV02Q1","NPSAV02Q2","NPSAV02Q3","NPSAV02Q4","NPSAV03Q1","NPSAV03Q2","NPSAV03Q3","NPSAV03Q4","NPSAV04Q1","NPSAV04Q2","NPSAV04Q3","NPSAV04Q4","NPSAV05Q1","NPSAV05Q2","NPSAV05Q3","NPSAV05Q4","NPSAV06Q1","NPSAV06Q2","NPSAV06Q3","NPSAV06Q4","NPSAV07Q1","NPSAV07Q2","NPSAV07Q3","NPSAV07Q4","NPSAV08Q1","NPSAV08Q2","NPSAV08Q3","NPSAV08Q4","NPSAV09Q1","NPSAV09Q2","NPSAV09Q3","NPSAV09Q4","NPSAV10Q1","NPSAV10Q2","NPSAV10Q3","NPSAV10Q4","NPSAV11Q1","NPSAV11Q2","NPSAV11Q3","NPSAV11Q4","NPSAV12Q1","NPSAV12Q2","NPSAV12Q3","NPSAV12Q4","NPSAV13Q1","NPSAV13Q2","NPSAV13Q3","NPSAV13Q4","NPSAV14Q1","NPSAV14Q2","NPSAV14Q3","NPSAV14Q4","NPSAV15Q1","NPSAV15Q2"
"1960:Q3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","18.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","17.3","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","20.0","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.3","21.0","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","23.7","23.7","23.7","23.7","23.7","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","#N/A","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","#N/A","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","38.5","38.5","38.5","38.5","38.5","38.5","38.5","38.5"
"1960:Q4","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","15.6","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.7","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","22.8","22.8","22.8","22.8","22.8","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","23.6","#N/A","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","26.3","#N/A","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","38.0","38.0","38.0","38.0","38.0","38.0","38.0","38.0"
"1961:Q1","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","18.2","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","21.0","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","22.6","25.8","25.8","25.8","25.8","25.8","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","#N/A","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","29.8","#N/A","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","29.5","41.7","41.7","41.7","41.7","41.7","41.7","41.7","41.7"
"1961:Q2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","20.2","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","19.0","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.5","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","23.2","26.6","26.6","26.6","26.6","26.6","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","27.4","#N/A","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.0","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","30.4","#N/A","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","30.1","42.6","42.6","42.6","42.6","42.6","42.6","42.6","42.6"
"1961:Q3","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","21.7","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.5","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","30.1","30.1","30.1","30.1","30.1","30.9","30.9","30.9","30.9","30.9","30.9","30.9","30.9","30.9","30.9","#N/A","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","#N/A","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","46.2","46.2","46.2","46.2","46.2","46.2","46.2","46.2"
"1961:Q4","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","21.8","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","30.9","30.9","30.9","30.9","30.9","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","31.7","#N/A","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","#N/A","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","46.9","46.9","46.9","46.9","46.9","46.9","46.9","46.9"
"1962:Q1","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.3","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","22.1","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.2","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","27.1","30.6","30.6","30.6","30.6","30.6","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","#N/A","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","#N/A","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2"
"1962:Q2","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","27.0","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","26.6","30.2","30.2","30.2","30.2","30.2","31.1","31.1","31.1","31.1","31.1","31.1","31.1","31.1","31.1","31.1","#N/A","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.3","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","34.7","#N/A","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","34.4","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2"
"1962:Q3","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","20.4","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","26.0","29.7","29.7","29.7","29.7","29.7","30.6","30.6","30.6","30.6","30.6","30.6","30.6","30.6","30.6","30.6","#N/A","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","33.9","#N/A","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","33.5","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3"
"1962:Q4","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","18.9","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","17.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","20.5","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.4","23.8","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","23.7","27.5","27.5","27.5","27.5","27.5","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","#N/A","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","#N/A","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","31.6","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8"
"1963:Q1","18.5","18.5","18.5","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","19.3","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","18.4","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","21.2","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","27.9","27.9","27.9","27.9","27.9","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","28.8","#N/A","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","#N/A","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","32.4","45.8","45.8","45.8","45.8","45.8","45.8","45.8","45.8"
"1963:Q2","18.9","18.9","18.9","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","19.2","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","18.5","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","21.6","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","28.0","28.0","28.0","28.0","28.0","28.9","28.9","28.9","28.9","28.9","28.9","28.9","28.9","28.9","28.9","#N/A","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","32.7","#N/A","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","32.5","46.0","46.0","46.0","46.0","46.0","46.0","46.0","46.0"
"1963:Q3","19.8","19.8","19.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","18.8","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","17.6","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","20.9","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.3","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","23.1","27.3","27.3","27.3","27.3","27.3","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","28.2","#N/A","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","32.1","#N/A","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","31.9","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5"
"1963:Q4","24.4","24.4","24.4","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","22.5","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","20.7","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","26.8","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","31.3","31.3","31.3","31.3","31.3","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","32.2","#N/A","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","#N/A","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","35.7","49.4","49.4","49.4","49.4","49.4","49.4","49.4","49.4"
