"DATE","NPSAV65Q4","NPSAV66Q1","NPSAV66Q2","NPSAV66Q3","NPSAV66Q4","NPSAV67Q1","NPSAV67Q2","NPSAV67Q3","NPSAV67Q4","NPSAV68Q1","NPSAV68Q2","NPSAV68Q3","NPSAV68Q4","NPSAV69Q1","NPSAV69Q2","NPSAV69Q3","NPSAV69Q4","NPSAV70Q1","NPSAV70Q2","NPSAV70Q3","NPSAV70Q4","NPSAV71Q1","NPSAV71Q2","NPSAV71Q3","NPSAV71Q4","NPSAV72Q1","NPSAV72Q2","NPSAV72Q3","NPSAV72Q4","NPSAV73Q1","NPSAV73Q2","NPSAV73Q3","NPSAV73Q4","NPSAV74Q1","NPSAV74Q2","NPSAV74Q3","NPSAV74Q4","NPSAV75Q1","NPSAV75Q2","NPSAV75Q3","NPSAV75Q4","NPSAV76Q1","NPSAV76Q2","NPSAV76Q3","NPSAV76Q4","NPSAV77Q1","NPSAV77Q2","NPSAV77Q3","NPSAV77Q4","NPSAV78Q1","NPSAV78Q2","NPSAV78Q3","NPSAV78Q4","NPSAV79Q1","NPSAV79Q2","NPSAV79Q3","NPSAV79Q4","NPSAV80Q1","NPSAV80Q2","NPSAV80Q3","NPSAV80Q4","NPSAV81Q1","NPSAV81Q2","NPSAV81Q3","NPSAV81Q4","NPSAV82Q1","NPSAV82Q2","NPSAV82Q3","NPSAV82Q4","NPSAV83Q1","NPSAV83Q2","NPSAV83Q3","NPSAV83Q4","NPSAV84Q1","NPSAV84Q2","NPSAV84Q3","NPSAV84Q4","NPSAV85Q1","NPSAV85Q2","NPSAV85Q3","NPSAV85Q4","NPSAV86Q1","NPSAV86Q2","NPSAV86Q3","NPSAV86Q4","NPSAV87Q1","NPSAV87Q2","NPSAV87Q3","NPSAV87Q4","NPSAV88Q1","NPSAV88Q2","NPSAV88Q3","NPSAV88Q4","NPSAV89Q1","NPSAV89Q2","NPSAV89Q3","NPSAV89Q4","NPSAV90Q1","NPSAV90Q2","NPSAV90Q3","NPSAV90Q4","NPSAV91Q1","NPSAV91Q2","NPSAV91Q3","NPSAV91Q4","NPSAV92Q1","NPSAV92Q2","NPSAV92Q3","NPSAV92Q4","NPSAV93Q1","NPSAV93Q2","NPSAV93Q3","NPSAV93Q4","NPSAV94Q1","NPSAV94Q2","NPSAV94Q3","NPSAV94Q4","NPSAV95Q1","NPSAV95Q2","NPSAV95Q3","NPSAV95Q4","NPSAV96Q1","NPSAV96Q2","NPSAV96Q3","NPSAV96Q4","NPSAV97Q1","NPSAV97Q2","NPSAV97Q3","NPSAV97Q4","NPSAV98Q1","NPSAV98Q2","NPSAV98Q3","NPSAV98Q4","NPSAV99Q1","NPSAV99Q2","NPSAV99Q3","NPSAV99Q4","NPSAV00Q1","NPSAV00Q2","NPSAV00Q3","NPSAV00Q4","NPSAV01Q1","NPSAV01Q2","NPSAV01Q3","NPSAV01Q4","NPSAV02Q1","NPSAV02Q2","NPSAV02Q3","NPSAV02Q4","NPSAV03Q1","NPSAV03Q2","NPSAV03Q3","NPSAV03Q4","NPSAV04Q1","NPSAV04Q2","NPSAV04Q3","NPSAV04Q4","NPSAV05Q1","NPSAV05Q2","NPSAV05Q3","NPSAV05Q4","NPSAV06Q1","NPSAV06Q2","NPSAV06Q3","NPSAV06Q4","NPSAV07Q1","NPSAV07Q2","NPSAV07Q3","NPSAV07Q4","NPSAV08Q1","NPSAV08Q2","NPSAV08Q3","NPSAV08Q4","NPSAV09Q1","NPSAV09Q2","NPSAV09Q3","NPSAV09Q4","NPSAV10Q1","NPSAV10Q2","NPSAV10Q3","NPSAV10Q4","NPSAV11Q1","NPSAV11Q2","NPSAV11Q3","NPSAV11Q4","NPSAV12Q1","NPSAV12Q2","NPSAV12Q3","NPSAV12Q4","NPSAV13Q1","NPSAV13Q2","NPSAV13Q3","NPSAV13Q4","NPSAV14Q1","NPSAV14Q2","NPSAV14Q3","NPSAV14Q4","NPSAV15Q1","NPSAV15Q2"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","87.2","85.9","85.9","85.9","85.9","85.9","90.9","90.9","90.9","90.9","90.9","90.9","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","102.8","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","120.3","122.9","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","122.5","130.1","130.1","130.1","130.1","130.1","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","#N/A","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","#N/A","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","153.4","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","66.9","70.3","70.3","70.3","70.3","89.3","89.3","89.3","89.3","89.3","89.3","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","117.6","124.2","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","123.9","127.6","127.6","127.6","127.6","127.6","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","#N/A","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","152.6","#N/A","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","171.8","171.8","171.8","171.8","171.8","171.8","171.8","171.8"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","55.9","59.7","59.7","59.7","80.7","80.7","80.7","80.7","80.7","80.7","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","87.3","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","127.6","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","127.2","132.6","132.6","132.6","132.6","132.6","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","139.3","#N/A","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","#N/A","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","164.6","178.9","178.9","178.9","178.9","178.9","178.9","178.9","178.9"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","58.9","64.4","64.4","86.4","86.4","86.4","86.4","86.4","86.4","97.9","97.9","97.9","97.9","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","142.2","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","149.6","149.6","149.6","149.6","149.6","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","155.9","#N/A","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","184.9","#N/A","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","82.9","86.3","110.0","110.0","110.0","110.0","110.0","110.0","108.6","108.6","108.6","108.6","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","113.2","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","132.9","146.3","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","145.8","156.0","156.0","156.0","156.0","156.0","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","#N/A","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","202.2","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","194.0","#N/A","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","83.3","111.4","111.4","111.4","111.4","111.4","111.4","113.1","113.1","113.1","113.1","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","136.5","153.3","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","152.8","160.6","160.6","160.6","160.6","160.6","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3","#N/A","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","203.8","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","201.6","#N/A","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","218.1","218.1","218.1","218.1","218.1","218.1","218.1","218.1"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.6","97.6","97.6","97.6","97.6","97.6","105.3","105.3","105.3","105.3","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","175.5","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","175.0","181.1","181.1","181.1","181.1","181.1","188.8","188.8","188.8","188.8","188.8","188.8","188.8","188.8","188.8","188.8","#N/A","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","224.2","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","225.4","#N/A","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","221.3","239.0","239.0","239.0","239.0","239.0","239.0","239.0","239.0"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","91.3","88.9","88.9","88.9","88.9","105.9","105.9","105.9","105.9","112.2","112.2","112.2","112.2","121.8","121.8","121.8","121.8","121.8","121.8","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","152.2","180.3","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","179.7","187.2","187.2","187.2","187.2","187.2","192.0","192.0","192.0","192.0","192.0","192.0","192.0","192.0","192.0","192.0","#N/A","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","224.1","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","211.6","#N/A","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","208.3","225.8","225.8","225.8","225.8","225.8","225.8","225.8","225.8"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.0","106.6","106.6","106.6","122.0","122.0","122.0","122.0","120.2","120.2","120.2","120.2","122.1","122.1","122.1","122.1","122.1","122.1","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","147.0","176.7","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","176.1","177.7","177.7","177.7","177.7","177.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","182.7","#N/A","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","215.5","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","218.3","#N/A","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5","227.8","227.8","227.8","227.8","227.8","227.8","227.8","227.8"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","100.2","106.9","106.9","134.4","134.4","134.4","134.4","149.7","149.7","149.7","149.7","145.0","145.0","145.0","145.0","145.0","145.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","167.0","199.6","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","199.1","208.3","208.3","208.3","208.3","208.3","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","220.9","#N/A","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","258.1","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","#N/A","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","253.2","267.3","267.3","267.3","267.3","267.3","267.3","267.3","267.3"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","124.1","128.0","158.6","158.6","158.6","158.6","159.0","159.0","159.0","159.0","160.6","160.6","160.6","160.6","160.6","160.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","171.6","212.9","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","212.3","223.4","223.4","223.4","223.4","223.4","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","#N/A","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","277.2","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","#N/A","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","275.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0","289.0"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","112.1","139.1","139.1","139.1","139.1","130.8","130.8","130.8","130.8","142.6","142.6","142.6","142.6","142.6","142.6","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","191.9","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","191.3","200.8","200.8","200.8","200.8","200.8","208.4","208.4","208.4","208.4","208.4","205.4","205.4","205.4","205.4","205.4","#N/A","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","263.8","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","#N/A","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","265.6","279.5","279.5","279.5","279.5","279.5","279.5","279.5","279.5"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","142.0","144.3","144.3","144.3","127.1","127.1","127.1","127.1","136.7","136.7","136.7","136.7","136.7","136.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","161.7","214.0","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","213.5","227.8","227.8","227.8","227.8","227.8","233.1","233.1","233.1","233.1","233.1","230.5","230.5","230.5","230.5","230.5","#N/A","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","274.2","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","#N/A","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","274.6","285.7","285.7","285.7","285.7","285.7","285.7","285.7","285.7"
