"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1991:10","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","2343.371","#N/A","2654.942","2654.942","2654.942","2654.942","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2656.2","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","2913.1","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.395","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","3739.943","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.54","4073.484","4073.484","4073.484","4073.484","4073.484","4073.484","4073.484","4073.484","4073.484","4073.484"
"1991:11","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","2354.551","#N/A","2674.992","2674.992","2674.992","2674.992","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","2931.6","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.054","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","3764.625","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.447","4101.408","4101.408","4101.408","4101.408","4101.408","4101.408","4101.408","4101.408","4101.408","4101.408"
"1991:12","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","2358.069","#N/A","2677.094","2677.094","2677.094","2677.094","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2674.3","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","2932.8","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.295","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","3769.894","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4110.018","4109.918","4109.918","4109.918","4109.918","4109.918","4109.918","4109.918","4109.918","4109.918","4109.918"
"1992:01","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","2375.465","#N/A","2697.295","2697.295","2697.295","2697.295","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2690.7","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","2951.4","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3798.989","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","3799.616","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.094","4147.017","4147.017","4147.017","4147.017","4147.017","4147.017","4147.017","4147.017","4147.017","4147.017"
"1992:02","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","2375.826","#N/A","2698.423","2698.423","2698.423","2698.423","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2689.8","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","2951.3","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3799.548","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","3800.189","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.281","4151.205","4151.205","4151.205","4151.205","4151.205","4151.205","4151.205","4151.205","4151.205","4151.205"
"1992:03","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","2398.475","#N/A","2726.363","2726.363","2726.363","2726.363","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2716.3","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","2979.1","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3831.733","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","3832.373","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.287","4189.235","4189.235","4189.235","4189.235","4189.235","4189.235","4189.235","4189.235","4189.235","4189.235"
"1992:04","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","2399.318","#N/A","2725.205","2725.205","2725.205","2725.205","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2714.7","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","2980.5","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.33","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","3826.99","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.633","4185.578","4185.578","4185.578","4185.578","4185.578","4185.578","4185.578","4185.578","4185.578","4185.578"
"1992:05","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","2401.294","#N/A","2730.416","2730.416","2730.416","2730.416","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2719.4","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","2986.1","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.333","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","3835.981","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.53","4196.482","4196.482","4196.482","4196.482","4196.482","4196.482","4196.482","4196.482","4196.482","4196.482"
"1992:06","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","2409.125","#N/A","2739.953","2739.953","2739.953","2739.953","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2728.5","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","2997.1","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3841.881","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","3842.567","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.905","4203.862","4203.862","4203.862","4203.862","4203.862","4203.862","4203.862","4203.862","4203.862","4203.862"
"1992:07","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","2418.184","#N/A","2751.013","2751.013","2751.013","2751.013","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","2739.5","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3010.6","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3864.362","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","3865.073","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.36","4227.331","4227.331","4227.331","4227.331","4227.331","4227.331","4227.331","4227.331","4227.331","4227.331"
"1992:08","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","2390.909","#N/A","2718.837","2718.837","2718.837","2718.837","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","2708.0","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3007.9","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.047","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","3870.743","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.742","4232.65","4232.65","4232.65","4232.65","4232.65","4232.65","4232.65","4232.65","4232.65","4232.65"
"1992:09","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","2431.749","#N/A","2765.304","2765.304","2765.304","2765.304","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","2754.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3029.8","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3896.957","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","3897.659","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.446","4261.371","4261.371","4261.371","4261.371","4261.371","4261.371","4261.371","4261.371","4261.371","4261.371"
