"DATE","RCONSM98M11","RCONSM98M12","RCONSM99M1","RCONSM99M2","RCONSM99M3","RCONSM99M4","RCONSM99M5","RCONSM99M6","RCONSM99M7","RCONSM99M8","RCONSM99M9","RCONSM99M10","RCONSM99M11","RCONSM99M12","RCONSM00M1","RCONSM00M2","RCONSM00M3","RCONSM00M4","RCONSM00M5","RCONSM00M6","RCONSM00M7","RCONSM00M8","RCONSM00M9","RCONSM00M10","RCONSM00M11","RCONSM00M12","RCONSM01M1","RCONSM01M2","RCONSM01M3","RCONSM01M4","RCONSM01M5","RCONSM01M6","RCONSM01M7","RCONSM01M8","RCONSM01M9","RCONSM01M10","RCONSM01M11","RCONSM01M12","RCONSM02M1","RCONSM02M2","RCONSM02M3","RCONSM02M4","RCONSM02M5","RCONSM02M6","RCONSM02M7","RCONSM02M8","RCONSM02M9","RCONSM02M10","RCONSM02M11","RCONSM02M12","RCONSM03M1","RCONSM03M2","RCONSM03M3","RCONSM03M4","RCONSM03M5","RCONSM03M6","RCONSM03M7","RCONSM03M8","RCONSM03M9","RCONSM03M10","RCONSM03M11","RCONSM03M12","RCONSM04M1","RCONSM04M2","RCONSM04M3","RCONSM04M4","RCONSM04M5","RCONSM04M6","RCONSM04M7","RCONSM04M8","RCONSM04M9","RCONSM04M10","RCONSM04M11","RCONSM04M12","RCONSM05M1","RCONSM05M2","RCONSM05M3","RCONSM05M4","RCONSM05M5","RCONSM05M6","RCONSM05M7","RCONSM05M8","RCONSM05M9","RCONSM05M10","RCONSM05M11","RCONSM05M12","RCONSM06M1","RCONSM06M2","RCONSM06M3","RCONSM06M4","RCONSM06M5","RCONSM06M6","RCONSM06M7","RCONSM06M8","RCONSM06M9","RCONSM06M10","RCONSM06M11","RCONSM06M12","RCONSM07M1","RCONSM07M2","RCONSM07M3","RCONSM07M4","RCONSM07M5","RCONSM07M6","RCONSM07M7","RCONSM07M8","RCONSM07M9","RCONSM07M10","RCONSM07M11","RCONSM07M12","RCONSM08M1","RCONSM08M2","RCONSM08M3","RCONSM08M4","RCONSM08M5","RCONSM08M6","RCONSM08M7","RCONSM08M8","RCONSM08M9","RCONSM08M10","RCONSM08M11","RCONSM08M12","RCONSM09M1","RCONSM09M2","RCONSM09M3","RCONSM09M4","RCONSM09M5","RCONSM09M6","RCONSM09M7","RCONSM09M8","RCONSM09M9","RCONSM09M10","RCONSM09M11","RCONSM09M12","RCONSM10M1","RCONSM10M2","RCONSM10M3","RCONSM10M4","RCONSM10M5","RCONSM10M6","RCONSM10M7","RCONSM10M8","RCONSM10M9","RCONSM10M10","RCONSM10M11","RCONSM10M12","RCONSM11M1","RCONSM11M2","RCONSM11M3","RCONSM11M4","RCONSM11M5","RCONSM11M6","RCONSM11M7","RCONSM11M8","RCONSM11M9","RCONSM11M10","RCONSM11M11","RCONSM11M12","RCONSM12M1","RCONSM12M2","RCONSM12M3","RCONSM12M4","RCONSM12M5","RCONSM12M6","RCONSM12M7","RCONSM12M8","RCONSM12M9","RCONSM12M10","RCONSM12M11","RCONSM12M12","RCONSM13M1","RCONSM13M2","RCONSM13M3","RCONSM13M4","RCONSM13M5","RCONSM13M6","RCONSM13M7","RCONSM13M8","RCONSM13M9","RCONSM13M10","RCONSM13M11","RCONSM13M12","RCONSM14M1","RCONSM14M2","RCONSM14M3","RCONSM14M4","RCONSM14M5","RCONSM14M6","RCONSM14M7","RCONSM14M8","RCONSM14M9","RCONSM14M10","RCONSM14M11","RCONSM14M12","RCONSM15M1","RCONSM15M2","RCONSM15M3","RCONSM15M4","RCONSM15M5"
"1992:10","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","2427.244","#N/A","2762.744","2762.744","2762.744","2762.744","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","2752.5","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3025.2","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.118","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","3901.782","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.234","4265.161","4265.161","4265.161","4265.161","4265.161","4265.161","4265.161","4265.161","4265.161","4265.161"
"1992:11","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","2441.941","#N/A","2778.314","2778.314","2778.314","2778.314","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","2769.7","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3043.4","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.114","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","3930.76","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.33","4296.276","4296.276","4296.276","4296.276","4296.276","4296.276","4296.276","4296.276","4296.276","4296.276"
"1992:12","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","2443.724","#N/A","2778.984","2778.984","2778.984","2778.984","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","2772.8","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3047.4","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.117","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","3935.799","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.38","4301.329","4301.329","4301.329","4301.329","4301.329","4301.329","4301.329","4301.329","4301.329","4301.329"
"1993:01","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","2435.002","#N/A","2760.855","2760.855","2760.855","2760.855","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","2759.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3036.6","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.062","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","3920.68","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.569","4284.508","4284.508","4284.508","4284.508","4284.508","4284.508","4284.508","4284.508","4284.508","4284.508"
"1993:02","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","2454.326","#N/A","2781.818","2781.818","2781.818","2781.818","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","2783.2","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3065.6","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3951.512","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","3952.121","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.257","4318.15","4318.15","4318.15","4318.15","4318.15","4318.15","4318.15","4318.15","4318.15","4318.15"
"1993:03","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","2446.688","#N/A","2771.641","2771.641","2771.641","2771.641","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","2775.2","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3059.5","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3943.841","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","3944.447","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.423","4308.31","4308.31","4308.31","4308.31","4308.31","4308.31","4308.31","4308.31","4308.31","4308.31"
"1993:04","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","2451.844","#N/A","2775.419","2775.419","2775.419","2775.419","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","2779.9","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3060.5","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.343","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","3953.953","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.396","4316.355","4316.355","4316.355","4316.355","4316.355","4316.355","4316.355","4316.355","4316.355","4316.355"
"1993:05","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","2449.218","#N/A","2769.386","2769.386","2769.386","2769.386","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","2775.4","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3054.8","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3949.528","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","3950.059","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4311.081","4310.969","4310.969","4310.969","4310.969","4310.969","4310.969","4310.969","4310.969","4310.969","4310.969"
"1993:06","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","2466.542","#N/A","2791.964","2791.964","2791.964","2791.964","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","2799.3","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3081.1","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.115","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","3982.702","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.695","4346.672","4346.672","4346.672","4346.672","4346.672","4346.672","4346.672","4346.672","4346.672","4346.672"
"1993:07","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","2471.047","#N/A","2795.621","2795.621","2795.621","2795.621","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","2804.2","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3088.1","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3987.962","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","3988.543","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.403","4354.384","4354.384","4354.384","4354.384","4354.384","4354.384","4354.384","4354.384","4354.384","4354.384"
"1993:08","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","2481.673","#N/A","2808.631","2808.631","2808.631","2808.631","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","2818.3","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","3102.4","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.212","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4008.759","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.928","4376.923","4376.923","4376.923","4376.923","4376.923","4376.923","4376.923","4376.923","4376.923","4376.923"
