"DATE","RG10M1","RG10M2","RG10M3","RG10M4","RG10M5","RG10M6","RG10M7","RG10M8","RG10M9","RG10M10","RG10M11","RG10M12","RG11M1","RG11M2","RG11M3","RG11M4","RG11M5","RG11M6","RG11M7","RG11M8","RG11M9","RG11M10","RG11M11","RG11M12","RG12M1","RG12M2","RG12M3","RG12M4","RG12M5","RG12M6","RG12M7","RG12M8","RG12M9","RG12M10","RG12M11","RG12M12","RG13M1","RG13M2","RG13M3","RG13M4","RG13M5","RG13M6","RG13M7","RG13M8","RG13M9","RG13M10","RG13M11","RG13M12","RG14M1","RG14M2","RG14M3","RG14M4","RG14M5","RG14M6","RG14M7","RG14M8","RG14M9","RG14M10","RG14M11","RG14M12","RG15M1","RG15M2","RG15M3","RG15M4","RG15M5","RG15M6","RG15M7","RG15M8","RG15M9","RG15M10","RG15M11"
"1985:Q4","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1635.5","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8","1941.8"
"1986:Q1","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1653.2","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0","1958.0"
"1986:Q2","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8","1997.8"
"1986:Q3","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4"
"1986:Q4","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5"
"1987:Q1","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3"
"1987:Q2","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9"
"1987:Q3","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7"
"1987:Q4","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8"
"1988:Q1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6"
"1988:Q2","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1"
"1988:Q3","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5"
"1988:Q4","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8"
"1989:Q1","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2"
"1989:Q2","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8"
"1989:Q3","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","1819.7","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8","2169.8"
"1989:Q4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","1829.4","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5","2181.5"
"1990:Q1","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","1857.6","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8","2215.8"
"1990:Q2","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","1860.4","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2","2221.2"
"1990:Q3","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","1859.8","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9","2219.9"
"1990:Q4","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","1878.3","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2"
"1991:Q1","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","1885.9","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2","2251.2"
"1991:Q2","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2","2259.2"
"1991:Q3","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","1883.5","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8","2250.8"
"1991:Q4","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","1875.6","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3","2242.3"
"1992:Q1","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","1889.9","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7"
"1992:Q2","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","1887.6","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8","2256.8"
"1992:Q3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","1897.3","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4","2268.4"
"1992:Q4","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","1897.9","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5","2263.5"
"1993:Q1","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","1877.9","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8","2237.8"
"1993:Q2","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","1876.5","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3","2240.3"
"1993:Q3","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","1874.6","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1","2245.1"
"1993:Q4","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","1883.9","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0"
"1994:Q1","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","1859.9","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1","2222.1"
"1994:Q2","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","1867.7","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1","2235.1"
"1994:Q3","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","1900.5","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7","2272.7"
"1994:Q4","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","1884.1","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2","2252.2"
