"DATE","ROUTPUT10M1","ROUTPUT10M2","ROUTPUT10M3","ROUTPUT10M4","ROUTPUT10M5","ROUTPUT10M6","ROUTPUT10M7","ROUTPUT10M8","ROUTPUT10M9","ROUTPUT10M10","ROUTPUT10M11","ROUTPUT10M12","ROUTPUT11M1","ROUTPUT11M2","ROUTPUT11M3","ROUTPUT11M4","ROUTPUT11M5","ROUTPUT11M6","ROUTPUT11M7","ROUTPUT11M8","ROUTPUT11M9","ROUTPUT11M10","ROUTPUT11M11","ROUTPUT11M12","ROUTPUT12M1","ROUTPUT12M2","ROUTPUT12M3","ROUTPUT12M4","ROUTPUT12M5","ROUTPUT12M6","ROUTPUT12M7","ROUTPUT12M8","ROUTPUT12M9","ROUTPUT12M10","ROUTPUT12M11","ROUTPUT12M12","ROUTPUT13M1","ROUTPUT13M2","ROUTPUT13M3","ROUTPUT13M4","ROUTPUT13M5","ROUTPUT13M6","ROUTPUT13M7","ROUTPUT13M8","ROUTPUT13M9","ROUTPUT13M10","ROUTPUT13M11","ROUTPUT13M12","ROUTPUT14M1","ROUTPUT14M2","ROUTPUT14M3","ROUTPUT14M4","ROUTPUT14M5","ROUTPUT14M6","ROUTPUT14M7","ROUTPUT14M8","ROUTPUT14M9","ROUTPUT14M10","ROUTPUT14M11","ROUTPUT14M12","ROUTPUT15M1","ROUTPUT15M2","ROUTPUT15M3","ROUTPUT15M4","ROUTPUT15M5","ROUTPUT15M6","ROUTPUT15M7","ROUTPUT15M8","ROUTPUT15M9","ROUTPUT15M10","ROUTPUT15M11"
"1982:Q1","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5857.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","5852.3","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6468.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0","6475.0"
"1982:Q2","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5889.1","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","5884.0","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6503.3","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2","6510.2"
"1982:Q3","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5866.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","5861.4","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6479.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8","6486.8"
"1982:Q4","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5871.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","5866.0","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6486.2","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1","6493.1"
"1983:Q1","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5944.0","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","5938.9","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6571.1","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2","6578.2"
"1983:Q2","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6077.6","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6072.4","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6721.1","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3","6728.3"
"1983:Q3","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6197.5","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6192.2","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6852.7","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0","6860.0"
"1983:Q4","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6325.6","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6320.2","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","6994.0","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5","7001.5"
"1984:Q1","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6448.3","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","6442.8","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7132.9","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6","7140.6"
"1984:Q2","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6559.6","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","6554.0","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7258.2","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0","7266.0"
"1984:Q3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6623.3","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","6617.7","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7329.6","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5","7337.5"
"1984:Q4","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6677.3","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","6671.6","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7388.1","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0","7396.0"
"1985:Q1","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6740.3","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","6734.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7461.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5","7469.5"
"1985:Q2","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6797.3","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","6791.5","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7529.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9","7537.9"
"1985:Q3","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6903.5","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","6897.6","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7647.0","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2","7655.2"
"1985:Q4","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6955.9","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","6950.0","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7704.4","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6","7712.6"
"1986:Q1","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7022.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7016.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7775.8","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1","7784.1"
"1986:Q2","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7051.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7045.0","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7811.5","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8","7819.8"
"1986:Q3","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7119.0","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7112.9","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7890.1","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6","7898.6"
"1986:Q4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7153.4","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7147.3","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7931.0","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5","7939.5"
"1987:Q1","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7193.0","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7186.9","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7986.4","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0","7995.0"
"1987:Q2","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7269.5","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","7263.3","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8076.1","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7","8084.7"
"1987:Q3","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7332.6","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","7326.3","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8149.4","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0","8158.0"
"1987:Q4","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7458.0","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","7451.7","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8283.8","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7","8292.7"
"1988:Q1","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7496.6","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","7490.2","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8330.4","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3","8339.3"
"1988:Q2","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7592.9","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","7586.4","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8440.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5","8449.5"
"1988:Q3","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7632.1","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","7625.6","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8489.2","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3","8498.3"
"1988:Q4","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7734.0","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","7727.4","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8601.6","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9","8610.9"
"1989:Q1","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7806.6","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","7799.9","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8688.4","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7","8697.7"
"1989:Q2","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7865.0","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","7858.3","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8756.7","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1","8766.1"
"1989:Q3","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7927.4","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","7920.6","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8822.1","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5","8831.5"
"1989:Q4","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7944.7","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","7937.9","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8840.7","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2","8850.2"
"1990:Q1","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8027.7","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8020.8","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8937.5","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1","8947.1"
"1990:Q2","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8059.6","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8052.7","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8972.1","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7","8981.7"
"1990:Q3","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8059.5","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8052.6","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8974.3","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9","8983.9"
"1990:Q4","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7988.9","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","7982.0","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8897.8","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4","8907.4"
