"DATE","ROUTPUT10M1","ROUTPUT10M2","ROUTPUT10M3","ROUTPUT10M4","ROUTPUT10M5","ROUTPUT10M6","ROUTPUT10M7","ROUTPUT10M8","ROUTPUT10M9","ROUTPUT10M10","ROUTPUT10M11","ROUTPUT10M12","ROUTPUT11M1","ROUTPUT11M2","ROUTPUT11M3","ROUTPUT11M4","ROUTPUT11M5","ROUTPUT11M6","ROUTPUT11M7","ROUTPUT11M8","ROUTPUT11M9","ROUTPUT11M10","ROUTPUT11M11","ROUTPUT11M12","ROUTPUT12M1","ROUTPUT12M2","ROUTPUT12M3","ROUTPUT12M4","ROUTPUT12M5","ROUTPUT12M6","ROUTPUT12M7","ROUTPUT12M8","ROUTPUT12M9","ROUTPUT12M10","ROUTPUT12M11","ROUTPUT12M12","ROUTPUT13M1","ROUTPUT13M2","ROUTPUT13M3","ROUTPUT13M4","ROUTPUT13M5","ROUTPUT13M6","ROUTPUT13M7","ROUTPUT13M8","ROUTPUT13M9","ROUTPUT13M10","ROUTPUT13M11","ROUTPUT13M12","ROUTPUT14M1","ROUTPUT14M2","ROUTPUT14M3","ROUTPUT14M4","ROUTPUT14M5","ROUTPUT14M6","ROUTPUT14M7","ROUTPUT14M8","ROUTPUT14M9","ROUTPUT14M10","ROUTPUT14M11","ROUTPUT14M12","ROUTPUT15M1","ROUTPUT15M2","ROUTPUT15M3","ROUTPUT15M4","ROUTPUT15M5","ROUTPUT15M6","ROUTPUT15M7","ROUTPUT15M8","ROUTPUT15M9","ROUTPUT15M10","ROUTPUT15M11"
"1991:Q1","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7950.2","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","7943.4","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8856.1","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6"
"1991:Q2","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","8003.8","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","7997.0","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8924.9","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4","8934.4"
"1991:Q3","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8037.5","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8030.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8967.7","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3","8977.3"
"1991:Q4","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8069.0","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","8062.2","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9006.8","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4","9016.4"
"1992:Q1","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8157.6","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","8150.7","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9113.2","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0","9123.0"
"1992:Q2","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8244.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","8237.3","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9213.7","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5","9223.5"
"1992:Q3","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8329.4","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","8322.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9303.3","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2","9313.2"
"1992:Q4","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8417.0","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","8409.8","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9396.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5","9406.5"
"1993:Q1","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8432.5","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","8425.3","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9414.0","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1","9424.1"
"1993:Q2","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8486.4","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","8479.2","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9469.9","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1","9480.1"
"1993:Q3","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8531.1","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","8523.8","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9516.1","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3","9526.3"
"1993:Q4","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8643.8","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","8636.4","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9643.1","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5","9653.5"
"1994:Q1","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8727.9","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","8720.5","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9737.6","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2","9748.2"
"1994:Q2","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8847.3","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","8839.8","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9870.7","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4","9881.4"
"1994:Q3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8904.3","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","8896.7","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9928.9","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7","9939.7"
"1994:Q4","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","9003.2","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","8995.5","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10041.6","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5","10052.5"
"1995:Q1","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9025.3","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","9017.6","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10075.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9","10086.9"
"1995:Q2","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9044.7","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","9037.0","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10111.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1","10122.1"
"1995:Q3","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9120.7","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","9112.9","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10197.7","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8","10208.8"
"1995:Q4","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9184.3","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","9176.4","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10270.1","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2","10281.2"
"1996:Q1","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9247.2","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","9239.3","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10337.4","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7","10348.7"
"1996:Q2","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9407.1","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","9399.0","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10517.9","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4","10529.4"
"1996:Q3","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9488.9","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","9480.8","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10615.2","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8","10626.8"
"1996:Q4","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9592.5","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","9584.3","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10727.4","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1","10739.1"
"1997:Q1","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9666.2","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","9658.0","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10809.1","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9","10820.9"
"1997:Q2","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9809.6","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","9801.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10972.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2","10984.2"
"1997:Q3","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9932.7","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","9924.2","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11112.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0","11124.0"
"1997:Q4","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10008.9","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","10000.3","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11198.2","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3","11210.3"
"1998:Q1","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10103.4","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","10094.8","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11309.0","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2","11321.2"
"1998:Q2","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10194.3","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","10185.6","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11418.7","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0","11431.0"
"1998:Q3","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10328.8","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","10320.0","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11568.1","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6","11580.6"
"1998:Q4","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10507.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","10498.6","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11757.9","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7","11770.7"
