"DATE","PCONG09M8","PCONG09M9","PCONG09M10","PCONG09M11","PCONG09M12","PCONG10M1","PCONG10M2","PCONG10M3","PCONG10M4","PCONG10M5","PCONG10M6","PCONG10M7","PCONG10M8","PCONG10M9","PCONG10M10","PCONG10M11","PCONG10M12","PCONG11M1","PCONG11M2","PCONG11M3","PCONG11M4","PCONG11M5","PCONG11M6","PCONG11M7","PCONG11M8","PCONG11M9","PCONG11M10","PCONG11M11","PCONG11M12","PCONG12M1","PCONG12M2","PCONG12M3","PCONG12M4","PCONG12M5","PCONG12M6","PCONG12M7","PCONG12M8","PCONG12M9","PCONG12M10","PCONG12M11","PCONG12M12","PCONG13M1","PCONG13M2","PCONG13M3","PCONG13M4","PCONG13M5","PCONG13M6","PCONG13M7","PCONG13M8","PCONG13M9","PCONG13M10","PCONG13M11","PCONG13M12","PCONG14M1","PCONG14M2","PCONG14M3","PCONG14M4","PCONG14M5","PCONG14M6","PCONG14M7","PCONG14M8","PCONG14M9","PCONG14M10","PCONG14M11","PCONG14M12","PCONG15M1","PCONG15M2","PCONG15M3","PCONG15M4","PCONG15M5"
"2006:Q4","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.822","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","100.727","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481","97.481"
"2007:Q1","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.612","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.626","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","101.51","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173","98.173"
"2007:Q2","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.548","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.798","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","102.642","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253","99.253"
"2007:Q3","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.627","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.997","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","102.787","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479","99.479"
"2007:Q4","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.37","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.362","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","104.119","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708","100.708"
"2008:Q1","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.689","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.67","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","105.356","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735","101.735"
"2008:Q2","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.678","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.929","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","106.609","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949","102.949"
"2008:Q3","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.451","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.807","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","108.437","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684","104.684"
"2008:Q4","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.784","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.643","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","103.248","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081","100.081"
"2009:Q1","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.186","102.039","102.039","102.039","102.039","102.039","102.039","102.039","102.039","102.039","102.039","102.039","102.039","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.575","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","101.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386","98.386"
"2009:Q2","102.853","102.86","102.864","102.864","102.864","102.864","102.864","102.864","102.864","102.864","102.864","102.864","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.974","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.597","102.455","102.455","102.455","102.455","102.455","102.455","102.455","102.455","102.455","102.455","102.455","102.455","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422","99.422"
"2009:Q3","#N/A","#N/A","#N/A","104.227","104.223","104.216","104.216","104.216","104.216","104.216","104.216","104.216","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.403","104.007","104.007","104.007","104.007","104.007","104.007","104.007","104.007","104.007","104.007","104.007","104.007","103.89","103.89","103.89","103.89","103.89","103.89","103.89","103.89","103.89","103.89","103.89","103.89","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687","100.687"
"2009:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.264","104.894","104.895","104.895","104.895","104.895","105.12","105.12","105.12","105.12","105.12","105.12","105.12","105.12","105.12","105.12","105.12","105.12","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.657","104.687","104.687","104.687","104.687","104.687","104.687","104.687","104.687","104.687","104.687","104.687","104.687","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505","101.505"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.41","105.409","105.409","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.784","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.196","105.025","105.025","105.025","105.025","105.025","105.025","105.025","105.025","105.025","105.025","105.025","105.025","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786","101.786"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.814","104.809","104.812","104.812","104.812","104.812","104.812","104.812","104.812","104.812","104.812","104.812","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.286","104.283","104.283","104.283","104.283","104.283","104.283","104.283","104.283","104.283","104.283","104.283","104.283","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147","101.147"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.064","105.055","105.058","105.058","105.058","105.058","105.058","105.058","105.058","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.497","104.54","104.54","104.54","104.54","104.54","104.54","104.54","104.54","104.54","104.54","104.54","104.54","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307","101.307"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.982","105.939","105.932","105.932","105.932","105.932","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.367","105.561","105.561","105.561","105.561","105.561","105.561","105.561","105.561","105.561","105.561","105.561","105.561","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308","102.308"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.0","107.991","107.993","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.412","107.266","107.266","107.266","107.266","107.266","107.266","107.266","107.266","107.266","107.266","107.266","107.266","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.804","103.795","103.795","103.795","103.795","103.795","103.795","103.795","103.795","103.795","103.795"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.751","108.751","108.752","108.752","108.752","108.752","108.752","108.752","108.752","108.752","108.752","108.752","108.82","108.82","108.82","108.82","108.82","108.82","108.82","108.82","108.82","108.82","108.82","108.82","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.395","105.584","105.584","105.584","105.584","105.584","105.584","105.584","105.584","105.584","105.584"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.533","109.531","109.53","109.53","109.53","109.53","109.53","109.53","109.53","109.633","109.633","109.633","109.633","109.633","109.633","109.633","109.633","109.633","109.633","109.633","109.633","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.068","106.095","106.095","106.095","106.095","106.095","106.095","106.095","106.095","106.095","106.095"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.304","109.536","109.535","109.535","109.535","109.535","109.569","109.569","109.569","109.569","109.569","109.569","109.569","109.569","109.569","109.569","109.569","109.569","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.112","106.178","106.178","106.178","106.178","106.178","106.178","106.178","106.178","106.178","106.178"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.208","110.212","110.211","110.256","110.256","110.256","110.256","110.256","110.256","110.256","110.256","110.256","110.256","110.256","110.256","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.681","106.661","106.661","106.661","106.661","106.661","106.661","106.661","106.661","106.661","106.661"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","109.738","109.749","109.743","109.743","109.743","109.743","109.743","109.743","109.743","109.743","109.743","109.743","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.366","106.543","106.543","106.543","106.543","106.543","106.543","106.543","106.543","106.543","106.543"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.265","110.258","110.261","110.261","110.261","110.261","110.261","110.261","110.261","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.718","106.683","106.683","106.683","106.683","106.683","106.683","106.683","106.683","106.683","106.683"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.318","110.546","110.55","110.55","110.55","110.55","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.9","106.96","106.96","106.96","106.96","106.96","106.96","106.96","106.96","106.96","106.96"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","110.297","110.299","110.298","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.641","106.638","106.638","106.638","106.638","106.638","106.638","106.638","106.638","106.638","106.638"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.737","105.74","105.74","105.74","105.74","105.74","105.74","105.74","105.74","105.74","105.74","105.74","105.986","105.986","105.986","105.986","105.986","105.986","105.986","105.986","105.986","105.986"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.325","106.323","106.326","106.326","106.326","106.326","106.326","106.326","106.326","106.301","106.301","106.301","106.301","106.301","106.301","106.301","106.301","106.301","106.301"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.853","106.05","106.049","106.049","106.049","106.049","105.917","105.917","105.917","105.917","105.917","105.917","105.917","105.917","105.917","105.917"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","105.93","105.929","105.928","105.769","105.769","105.769","105.769","105.769","105.769","105.769","105.769","105.769","105.769"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.31","106.243","106.24","106.24","106.24","106.24","106.24","106.24","106.24","106.24"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","106.299","106.287","106.278","106.278","106.278","106.278","106.278"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","104.836","104.964","104.946","104.946"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","102.581"
