"DATE","PCONG09M8","PCONG09M9","PCONG09M10","PCONG09M11","PCONG09M12","PCONG10M1","PCONG10M2","PCONG10M3","PCONG10M4","PCONG10M5","PCONG10M6","PCONG10M7","PCONG10M8","PCONG10M9","PCONG10M10","PCONG10M11","PCONG10M12","PCONG11M1","PCONG11M2","PCONG11M3","PCONG11M4","PCONG11M5","PCONG11M6","PCONG11M7","PCONG11M8","PCONG11M9","PCONG11M10","PCONG11M11","PCONG11M12","PCONG12M1","PCONG12M2","PCONG12M3","PCONG12M4","PCONG12M5","PCONG12M6","PCONG12M7","PCONG12M8","PCONG12M9","PCONG12M10","PCONG12M11","PCONG12M12","PCONG13M1","PCONG13M2","PCONG13M3","PCONG13M4","PCONG13M5","PCONG13M6","PCONG13M7","PCONG13M8","PCONG13M9","PCONG13M10","PCONG13M11","PCONG13M12","PCONG14M1","PCONG14M2","PCONG14M3","PCONG14M4","PCONG14M5","PCONG14M6","PCONG14M7","PCONG14M8","PCONG14M9","PCONG14M10","PCONG14M11","PCONG14M12","PCONG15M1","PCONG15M2","PCONG15M3","PCONG15M4","PCONG15M5"
"1958:Q3","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.77","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","28.81","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962","27.962"
"1958:Q4","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.635","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","28.674","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83","27.83"
"1959:Q1","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.826","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.866","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016","28.016"
"1959:Q2","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.861","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.901","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05","28.05"
"1959:Q3","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.952","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.992","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138","28.138"
"1959:Q4","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.028","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","29.068","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212","28.212"
"1960:Q1","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","28.987","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","29.027","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172","28.172"
"1960:Q2","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.132","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","29.172","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313","28.313"
"1960:Q3","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.173","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","29.213","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353","28.353"
"1960:Q4","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.283","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","29.323","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46","28.46"
"1961:Q1","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.319","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","29.359","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495","28.495"
"1961:Q2","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.198","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","29.238","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377","28.377"
"1961:Q3","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.273","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","29.313","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45","28.45"
"1961:Q4","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.223","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","29.263","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402","28.402"
"1962:Q1","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.31","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","29.35","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486","28.486"
"1962:Q2","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.377","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","29.417","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551","28.551"
"1962:Q3","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.424","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","29.464","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596","28.596"
"1962:Q4","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.505","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","29.546","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676","28.676"
"1963:Q1","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.539","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","29.579","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708","28.708"
"1963:Q2","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.542","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","29.582","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711","28.711"
"1963:Q3","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.722","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","29.763","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886","28.886"
"1963:Q4","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.792","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","29.833","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954","28.954"
"1964:Q1","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.932","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.974","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091","29.091"
"1964:Q2","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.923","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.965","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082","29.082"
"1964:Q3","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","29.979","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","30.02","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136","29.136"
"1964:Q4","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.051","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","30.092","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206","29.206"
"1965:Q1","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.118","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","30.159","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271","29.271"
"1965:Q2","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.292","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","30.334","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441","29.441"
"1965:Q3","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.367","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","30.409","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513","29.513"
"1965:Q4","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.368","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514","29.514"
"1966:Q1","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.644","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","30.687","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783","29.783"
"1966:Q2","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.867","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","30.91","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999","29.999"
"1966:Q3","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.061","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","31.104","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188","30.188"
"1966:Q4","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.24","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","31.283","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362","30.362"
"1967:Q1","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.216","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","31.259","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338","30.338"
"1967:Q2","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.29","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","31.333","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41","30.41"
"1967:Q3","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.623","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","31.667","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734","30.734"
"1967:Q4","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.866","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","31.91","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97","30.97"
"1968:Q1","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.161","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","32.205","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257","31.257"
"1968:Q2","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.434","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","32.479","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522","31.522"
"1968:Q3","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.733","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","32.778","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812","31.812"
"1968:Q4","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.062","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","33.107","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132"
"1969:Q1","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.292","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","33.338","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356","32.356"
"1969:Q2","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.692","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","33.738","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744","32.744"
"1969:Q3","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.07","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","34.117","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112","33.112"
"1969:Q4","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.387","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","34.435","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421","33.421"
