"DATE","P00M1","P00M2","P00M3","P00M4","P00M5","P00M6","P00M7","P00M8","P00M9","P00M10","P00M11","P00M12","P01M1","P01M2","P01M3","P01M4","P01M5","P01M6","P01M7","P01M8","P01M9","P01M10","P01M11","P01M12","P02M1","P02M2","P02M3","P02M4","P02M5","P02M6","P02M7","P02M8","P02M9","P02M10","P02M11","P02M12","P03M1","P03M2","P03M3","P03M4","P03M5","P03M6","P03M7","P03M8","P03M9","P03M10","P03M11","P03M12","P04M1","P04M2","P04M3","P04M4","P04M5","P04M6","P04M7","P04M8","P04M9","P04M10","P04M11","P04M12","P05M1","P05M2","P05M3","P05M4","P05M5","P05M6","P05M7","P05M8","P05M9","P05M10","P05M11","P05M12","P06M1","P06M2","P06M3","P06M4","P06M5","P06M6","P06M7","P06M8","P06M9","P06M10","P06M11","P06M12","P07M1","P07M2","P07M3","P07M4","P07M5","P07M6","P07M7","P07M8","P07M9","P07M10","P07M11","P07M12","P08M1","P08M2","P08M3","P08M4","P08M5","P08M6","P08M7","P08M8","P08M9","P08M10","P08M11","P08M12","P09M1","P09M2","P09M3","P09M4","P09M5","P09M6","P09M7","P09M8","P09M9","P09M10","P09M11","P09M12"
"1950:Q1","#N/A","#N/A","#N/A","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","17.11","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","16.206","14.362","14.362","14.362","14.362","14.362"
"1950:Q2","#N/A","#N/A","#N/A","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","17.19","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","16.279","14.421","14.421","14.421","14.421","14.421"
"1950:Q3","#N/A","#N/A","#N/A","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","17.53","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","16.608","14.714","14.714","14.714","14.714","14.714"
"1950:Q4","#N/A","#N/A","#N/A","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","17.82","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","16.881","14.964","14.964","14.964","14.964","14.964"
"1951:Q1","#N/A","#N/A","#N/A","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","18.44","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","17.47","15.48","15.48","15.48","15.48","15.48"
"1951:Q2","#N/A","#N/A","#N/A","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","18.53","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","17.564","15.568","15.568","15.568","15.568","15.568"
"1951:Q3","#N/A","#N/A","#N/A","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","18.59","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","17.621","15.619","15.619","15.619","15.619","15.619"
"1951:Q4","#N/A","#N/A","#N/A","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","18.83","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","17.848","15.821","15.821","15.821","15.821","15.821"
"1952:Q1","#N/A","#N/A","#N/A","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","18.82","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","17.862","15.838","15.838","15.838","15.838","15.838"
"1952:Q2","#N/A","#N/A","#N/A","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","18.91","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","17.944","15.905","15.905","15.905","15.905","15.905"
"1952:Q3","#N/A","#N/A","#N/A","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","19.06","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","18.083","16.025","16.025","16.025","16.025","16.025"
"1952:Q4","#N/A","#N/A","#N/A","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","19.14","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","18.149","16.081","16.081","16.081","16.081","16.081"
"1953:Q1","#N/A","#N/A","#N/A","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","19.16","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","18.163","16.096","16.096","16.096","16.096","16.096"
