"DATE","RGF10M1","RGF10M2","RGF10M3","RGF10M4","RGF10M5","RGF10M6","RGF10M7","RGF10M8","RGF10M9","RGF10M10","RGF10M11","RGF10M12","RGF11M1","RGF11M2","RGF11M3","RGF11M4","RGF11M5","RGF11M6","RGF11M7","RGF11M8","RGF11M9","RGF11M10","RGF11M11","RGF11M12","RGF12M1","RGF12M2","RGF12M3","RGF12M4","RGF12M5","RGF12M6","RGF12M7","RGF12M8","RGF12M9","RGF12M10","RGF12M11","RGF12M12","RGF13M1","RGF13M2","RGF13M3","RGF13M4","RGF13M5","RGF13M6","RGF13M7","RGF13M8","RGF13M9","RGF13M10","RGF13M11","RGF13M12","RGF14M1","RGF14M2","RGF14M3","RGF14M4","RGF14M5","RGF14M6","RGF14M7","RGF14M8","RGF14M9","RGF14M10","RGF14M11","RGF14M12","RGF15M1","RGF15M2","RGF15M3","RGF15M4","RGF15M5"
"1970:Q4","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.7","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","564.8","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5","630.5"
"1971:Q1","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.7","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","542.8","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2"
"1971:Q2","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","534.9","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","535.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0","603.0"
"1971:Q3","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","532.8","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6","600.6"
"1971:Q4","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.1","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8","584.8"
"1972:Q1","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.2","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8","588.8"
"1972:Q2","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.5","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","526.7","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9"
"1972:Q3","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.1","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","498.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3","568.3"
"1972:Q4","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.5","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1"
"1973:Q1","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","504.8","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9","575.9"
"1973:Q2","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","497.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0","569.0"
"1973:Q3","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","475.9","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5","547.5"
"1973:Q4","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.2","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","476.3","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6","547.6"
"1974:Q1","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","491.3","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6","561.6"
"1974:Q2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.2","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","490.5","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3","561.3"
"1974:Q3","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","492.6","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","493.0","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8"
"1974:Q4","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.2","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","496.6","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8"
"1975:Q1","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","490.6","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","491.0","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1","563.1"
"1975:Q2","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","486.7","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","487.1","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8","559.8"
"1975:Q3","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","499.2","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0","571.0"
"1975:Q4","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.1","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","500.5","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7"
"1976:Q1","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.6","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","495.9","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7","568.7"
"1976:Q2","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.5","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1"
"1976:Q3","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.1","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","493.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4","566.4"
"1976:Q4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.4","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","494.7","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8","568.8"
"1977:Q1","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.5","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","498.8","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3","573.3"
"1977:Q2","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","507.0","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6"
"1977:Q3","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.6","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","509.9","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2","585.2"
"1977:Q4","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.6","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","504.9","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3","581.3"
"1978:Q1","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.3","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","506.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7","582.7"
"1978:Q2","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","518.8","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9","595.9"
"1978:Q3","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.2","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","520.6","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1","598.1"
"1978:Q4","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","524.8","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","525.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2","603.2"
"1979:Q1","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.5","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","525.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9","603.9"
"1979:Q2","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.0","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8","610.8"
"1979:Q3","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.2","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","531.6","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2","610.2"
"1979:Q4","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.1","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6","610.6"
"1980:Q1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.1","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","548.5","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1","628.1"
"1980:Q2","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","561.9","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","562.3","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8","642.8"
"1980:Q3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.3","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","554.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7","633.7"
"1980:Q4","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.1","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","556.5","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2","637.2"
"1981:Q1","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","567.6","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","568.1","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3","649.3"
"1981:Q2","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","584.5","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","585.0","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8","667.8"
"1981:Q3","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","583.9","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","584.4","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5","664.5"
"1981:Q4","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.1","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4","674.4"
"1982:Q1","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.0","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","591.6","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0","675.0"
"1982:Q2","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.4","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","596.9","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6","681.6"
"1982:Q3","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.4","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","605.9","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5","690.5"
"1982:Q4","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.3","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","623.8","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7","707.7"
"1983:Q1","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","630.9","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9","718.9"
