"DATE","RGF10M1","RGF10M2","RGF10M3","RGF10M4","RGF10M5","RGF10M6","RGF10M7","RGF10M8","RGF10M9","RGF10M10","RGF10M11","RGF10M12","RGF11M1","RGF11M2","RGF11M3","RGF11M4","RGF11M5","RGF11M6","RGF11M7","RGF11M8","RGF11M9","RGF11M10","RGF11M11","RGF11M12","RGF12M1","RGF12M2","RGF12M3","RGF12M4","RGF12M5","RGF12M6","RGF12M7","RGF12M8","RGF12M9","RGF12M10","RGF12M11","RGF12M12","RGF13M1","RGF13M2","RGF13M3","RGF13M4","RGF13M5","RGF13M6","RGF13M7","RGF13M8","RGF13M9","RGF13M10","RGF13M11","RGF13M12","RGF14M1","RGF14M2","RGF14M3","RGF14M4","RGF14M5","RGF14M6","RGF14M7","RGF14M8","RGF14M9","RGF14M10","RGF14M11","RGF14M12","RGF15M1","RGF15M2","RGF15M3","RGF15M4","RGF15M5"
"2008:Q1","943.4","943.4","943.4","943.4","943.4","943.4","943.4","937.6","937.6","937.6","937.6","937.6","937.6","937.6","937.6","937.6","937.6","937.6","937.6","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","943.8","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2","1115.2"
"2008:Q2","961.3","961.3","961.3","961.3","961.3","961.3","961.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.3","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","955.1","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7","1135.7"
"2008:Q3","991.6","991.6","991.6","991.6","991.6","991.6","991.6","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5","987.5","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","982.0","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1","1169.1"
"2008:Q4","1007.3","1007.3","1007.3","1007.3","1007.3","1007.3","1007.3","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1006.9","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1003.5","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3","1189.3"
"2009:Q1","996.3","996.3","996.3","996.3","996.3","996.3","996.3","994.1","994.1","994.1","994.1","994.1","994.1","994.1","994.1","994.1","994.1","994.1","994.1","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.2","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8","995.8","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1","1180.1"
"2009:Q2","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1029.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1028.2","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9","1218.9"
"2009:Q3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.3","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.5","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1043.9","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6","1235.6"
"2009:Q4","#N/A","1043.5","1043.7","1043.4","1043.4","1043.4","1043.4","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1043.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1049.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1054.6","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2","1236.2"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1046.9","1046.5","1046.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1048.4","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.9","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1056.2","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8","1247.8"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1071.6","1071.3","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1071.5","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1081.0","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4","1273.4"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1094.4","1094.5","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1094.3","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1087.8","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1090.7","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0","1285.0"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1093.9","1093.7","1093.4","1093.4","1093.4","1093.4","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.6","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1079.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4","1276.4"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1071.1","1071.1","1070.7","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1053.3","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1050.4","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.6","1241.2","1241.2","1241.2","1241.2","1241.2","1241.2","1241.2","1241.2","1241.2","1241.2"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1059.0","1058.5","1058.3","1058.3","1058.3","1058.3","1058.3","1058.3","1058.3","1058.3","1058.3","1058.3","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1057.5","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0","1246.0"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1063.5","1063.2","1063.7","1063.7","1063.7","1063.7","1063.7","1063.7","1063.7","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1236.4","1233.3","1233.3","1233.3","1233.3","1233.3","1233.3","1233.3","1233.3","1233.3","1233.3"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1043.7","1044.7","1044.7","1044.7","1044.7","1044.7","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1034.2","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1226.7","1225.2","1225.2","1225.2","1225.2","1225.2","1225.2","1225.2","1225.2","1225.2","1225.2"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1029.7","1029.0","1029.0","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1023.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1219.1","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0","1216.0"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1022.2","1022.7","1022.5","1022.5","1022.5","1022.5","1022.5","1022.5","1022.5","1022.5","1022.5","1022.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1218.5","1213.1","1213.1","1213.1","1213.1","1213.1","1213.1","1213.1","1213.1","1213.1","1213.1"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1046.2","1046.0","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1045.9","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1244.6","1235.4","1235.4","1235.4","1235.4","1235.4","1235.4","1235.4","1235.4","1235.4","1235.4"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1004.4","1005.0","1004.9","1004.9","1004.9","1004.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1198.9","1193.0","1193.0","1193.0","1193.0","1193.0","1193.0","1193.0","1193.0","1193.0","1193.0"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","983.2","982.2","982.2","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1172.8","1162.5","1162.5","1162.5","1162.5","1162.5","1162.5","1162.5","1162.5","1162.5","1162.5"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1168.3","1168.0","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1168.2","1152.2","1152.2","1152.2","1152.2","1152.2","1152.2","1152.2","1152.2","1152.2","1152.2"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1163.2","1164.1","1163.9","1163.9","1163.9","1163.9","1163.9","1163.9","1163.9","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7","1148.7"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1125.2","1124.7","1124.8","1124.8","1124.8","1124.8","1117.8","1117.8","1117.8","1117.8","1117.8","1117.8","1117.8","1117.8","1117.8","1117.8"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1126.9","1126.8","1126.6","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4","1117.4"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1115.3","1114.9","1114.9","1114.9","1114.9","1114.9","1114.9","1114.9","1114.9","1114.9"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1141.6","1141.5","1141.6","1141.6","1141.6","1141.6","1141.6"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1119.7","1119.5","1120.1","1120.1"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1120.9"
