"DATE","RGF65Q4","RGF66Q1","RGF66Q2","RGF66Q3","RGF66Q4","RGF67Q1","RGF67Q2","RGF67Q3","RGF67Q4","RGF68Q1","RGF68Q2","RGF68Q3","RGF68Q4","RGF69Q1","RGF69Q2","RGF69Q3","RGF69Q4","RGF70Q1","RGF70Q2","RGF70Q3","RGF70Q4","RGF71Q1","RGF71Q2","RGF71Q3","RGF71Q4","RGF72Q1","RGF72Q2","RGF72Q3","RGF72Q4","RGF73Q1","RGF73Q2","RGF73Q3","RGF73Q4","RGF74Q1","RGF74Q2","RGF74Q3","RGF74Q4","RGF75Q1","RGF75Q2","RGF75Q3","RGF75Q4","RGF76Q1","RGF76Q2","RGF76Q3","RGF76Q4","RGF77Q1","RGF77Q2","RGF77Q3","RGF77Q4","RGF78Q1","RGF78Q2","RGF78Q3","RGF78Q4","RGF79Q1","RGF79Q2","RGF79Q3","RGF79Q4","RGF80Q1","RGF80Q2","RGF80Q3","RGF80Q4","RGF81Q1","RGF81Q2","RGF81Q3","RGF81Q4","RGF82Q1","RGF82Q2","RGF82Q3","RGF82Q4","RGF83Q1","RGF83Q2","RGF83Q3","RGF83Q4","RGF84Q1","RGF84Q2","RGF84Q3","RGF84Q4","RGF85Q1","RGF85Q2","RGF85Q3","RGF85Q4","RGF86Q1","RGF86Q2","RGF86Q3","RGF86Q4","RGF87Q1","RGF87Q2","RGF87Q3","RGF87Q4","RGF88Q1","RGF88Q2","RGF88Q3","RGF88Q4","RGF89Q1","RGF89Q2","RGF89Q3","RGF89Q4","RGF90Q1","RGF90Q2","RGF90Q3","RGF90Q4","RGF91Q1","RGF91Q2","RGF91Q3","RGF91Q4","RGF92Q1","RGF92Q2","RGF92Q3","RGF92Q4","RGF93Q1","RGF93Q2","RGF93Q3","RGF93Q4","RGF94Q1","RGF94Q2","RGF94Q3","RGF94Q4","RGF95Q1","RGF95Q2","RGF95Q3","RGF95Q4","RGF96Q1","RGF96Q2","RGF96Q3","RGF96Q4","RGF97Q1","RGF97Q2","RGF97Q3","RGF97Q4","RGF98Q1","RGF98Q2","RGF98Q3","RGF98Q4","RGF99Q1","RGF99Q2","RGF99Q3","RGF99Q4","RGF00Q1","RGF00Q2","RGF00Q3","RGF00Q4","RGF01Q1","RGF01Q2","RGF01Q3","RGF01Q4","RGF02Q1","RGF02Q2","RGF02Q3","RGF02Q4","RGF03Q1","RGF03Q2","RGF03Q3","RGF03Q4","RGF04Q1","RGF04Q2","RGF04Q3","RGF04Q4","RGF05Q1","RGF05Q2","RGF05Q3","RGF05Q4","RGF06Q1","RGF06Q2","RGF06Q3","RGF06Q4","RGF07Q1","RGF07Q2","RGF07Q3","RGF07Q4","RGF08Q1","RGF08Q2","RGF08Q3","RGF08Q4","RGF09Q1","RGF09Q2","RGF09Q3","RGF09Q4","RGF10Q1","RGF10Q2","RGF10Q3","RGF10Q4","RGF11Q1","RGF11Q2","RGF11Q3","RGF11Q4","RGF12Q1","RGF12Q2","RGF12Q3","RGF12Q4","RGF13Q1","RGF13Q2","RGF13Q3","RGF13Q4","RGF14Q1","RGF14Q2","RGF14Q3","RGF14Q4","RGF15Q1","RGF15Q2"
"1962:Q4","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","60.6","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.5","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","249.4","286.9","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","398.0","#N/A","414.9517","#N/A","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","415.3","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","442.1","535.9","535.9","535.9","535.9","535.9","535.9","535.9","535.9","536.3","536.3","536.3","536.3","536.3","536.3","536.3","536.3","572.4","572.4","572.4","572.4","572.4","572.4","572.4","572.4"
"1963:Q1","61.3","61.3","61.3","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","60.8","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","285.9","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","388.3","#N/A","405.2251","#N/A","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","405.6","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","431.4","522.9","522.9","522.9","522.9","522.9","522.9","522.9","522.9","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","552.9","552.9","552.9","552.9","552.9","552.9","552.9","552.9"
"1963:Q2","59.2","59.2","59.2","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","245.5","289.5","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","388.8","#N/A","406.5538","#N/A","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","406.9","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","427.4","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.1","518.4","518.4","518.4","518.4","518.4","518.4","518.4","518.4","550.4","550.4","550.4","550.4","550.4","550.4","550.4","550.4"
"1963:Q3","59.7","59.7","59.7","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.6","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","291.5","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","399.5","#N/A","419.0975","#N/A","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","419.5","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","451.0","546.9","546.9","546.9","546.9","546.9","546.9","546.9","546.9","547.2","547.2","547.2","547.2","547.2","547.2","547.2","547.2","581.6","581.6","581.6","581.6","581.6","581.6","581.6","581.6"
"1963:Q4","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","58.7","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.3","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","285.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","283.4","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","390.5","#N/A","408.2547","#N/A","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","408.6","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","439.0","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.4","532.6","532.6","532.6","532.6","532.6","532.6","532.6","532.6","566.6","566.6","566.6","566.6","566.6","566.6","566.6","566.6"
"1964:Q1","58.2","58.2","58.2","58.2","58.2","58.2","58.2","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","102.2","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","101.8","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","248.3","289.2","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","389.5","#N/A","407.298","#N/A","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","436.7","529.7","529.7","529.7","529.7","529.7","529.7","529.7","529.7","529.9","529.9","529.9","529.9","529.9","529.9","529.9","529.9","563.8","563.8","563.8","563.8","563.8","563.8","563.8","563.8"
"1964:Q2","59.9","59.9","59.9","59.7","59.7","59.7","59.7","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","288.4","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","285.1","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","#N/A","409.2114","#N/A","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","409.6","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.2","526.4","526.4","526.4","526.4","526.4","526.4","526.4","526.4","563.5","563.5","563.5","563.5","563.5","563.5","563.5","563.5"
"1964:Q3","57.1","57.1","57.1","57.4","57.4","57.4","57.4","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","99.1","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","241.8","282.9","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","381.7","#N/A","399.3253","#N/A","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","430.5","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.3","522.3","522.3","522.3","522.3","522.3","522.3","522.3","560.4","560.4","560.4","560.4","560.4","560.4","560.4","560.4"
"1964:Q4","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","56.7","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","277.4","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","276.2","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","#N/A","395.5515","#N/A","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","395.9","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","424.4","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.9","514.9","514.9","514.9","514.9","514.9","514.9","514.9","555.7","555.7","555.7","555.7","555.7","555.7","555.7","555.7"
"1965:Q1","56.4","56.4","56.4","56.2","56.2","56.2","56.2","56.3","56.3","56.3","56.3","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","56.4","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","236.3","272.6","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","272.3","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","374.2","#N/A","391.8309","#N/A","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","392.3","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","419.2","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.0","508.4","508.4","508.4","508.4","508.4","508.4","508.4","508.4","550.9","550.9","550.9","550.9","550.9","550.9","550.9","550.9"
"1965:Q2","56.8","56.8","56.8","57.3","57.3","57.3","57.3","57.1","57.1","57.1","57.1","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","57.2","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","241.3","278.9","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","277.8","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","380.2","#N/A","398.3154","#N/A","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","398.8","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","419.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","508.9","509.4","509.4","509.4","509.4","509.4","509.4","509.4","509.4","552.0","552.0","552.0","552.0","552.0","552.0","552.0","552.0"
"1965:Q3","#N/A","57.0","57.0","58.3","58.3","58.3","58.3","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","100.5","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","285.2","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","282.7","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","388.2","#N/A","406.607","#N/A","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","407.0","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","436.8","529.4","529.4","529.4","529.4","529.4","529.4","529.4","529.4","530.0","530.0","530.0","530.0","530.0","530.0","530.0","530.0","572.4","572.4","572.4","572.4","572.4","572.4","572.4","572.4"
"1965:Q4","#N/A","58.6","58.2","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.3","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","59.6","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.8","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","104.7","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","255.2","303.4","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","295.8","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","#N/A","417.5561","#N/A","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","418.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","449.1","544.1","544.1","544.1","544.1","544.1","544.1","544.1","544.1","544.7","544.7","544.7","544.7","544.7","544.7","544.7","544.7","585.3","585.3","585.3","585.3","585.3","585.3","585.3","585.3"
"1966:Q1","#N/A","#N/A","#N/A","60.4","60.4","60.4","60.4","61.2","61.2","61.2","61.2","61.8","61.8","61.8","61.8","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","106.5","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","306.2","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","301.1","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","407.7","#N/A","427.4423","#N/A","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","427.9","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","459.2","556.6","556.6","556.6","556.6","556.6","556.6","556.6","556.6","557.1","557.1","557.1","557.1","557.1","557.1","557.1","557.1","599.2","599.2","599.2","599.2","599.2","599.2","599.2","599.2"
"1966:Q2","#N/A","#N/A","#N/A","#N/A","61.9","61.9","61.9","63.4","63.4","63.4","63.4","64.0","64.0","64.0","64.0","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","108.8","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","267.1","320.5","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","428.1","#N/A","448.9685","#N/A","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","449.5","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","471.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.4","571.9","571.9","571.9","571.9","571.9","571.9","571.9","571.9","615.6","615.6","615.6","615.6","615.6","615.6","615.6","615.6"
