"DATE","RCOND65Q4","RCOND66Q1","RCOND66Q2","RCOND66Q3","RCOND66Q4","RCOND67Q1","RCOND67Q2","RCOND67Q3","RCOND67Q4","RCOND68Q1","RCOND68Q2","RCOND68Q3","RCOND68Q4","RCOND69Q1","RCOND69Q2","RCOND69Q3","RCOND69Q4","RCOND70Q1","RCOND70Q2","RCOND70Q3","RCOND70Q4","RCOND71Q1","RCOND71Q2","RCOND71Q3","RCOND71Q4","RCOND72Q1","RCOND72Q2","RCOND72Q3","RCOND72Q4","RCOND73Q1","RCOND73Q2","RCOND73Q3","RCOND73Q4","RCOND74Q1","RCOND74Q2","RCOND74Q3","RCOND74Q4","RCOND75Q1","RCOND75Q2","RCOND75Q3","RCOND75Q4","RCOND76Q1","RCOND76Q2","RCOND76Q3","RCOND76Q4","RCOND77Q1","RCOND77Q2","RCOND77Q3","RCOND77Q4","RCOND78Q1","RCOND78Q2","RCOND78Q3","RCOND78Q4","RCOND79Q1","RCOND79Q2","RCOND79Q3","RCOND79Q4","RCOND80Q1","RCOND80Q2","RCOND80Q3","RCOND80Q4","RCOND81Q1","RCOND81Q2","RCOND81Q3","RCOND81Q4","RCOND82Q1","RCOND82Q2","RCOND82Q3","RCOND82Q4","RCOND83Q1","RCOND83Q2","RCOND83Q3","RCOND83Q4","RCOND84Q1","RCOND84Q2","RCOND84Q3","RCOND84Q4","RCOND85Q1","RCOND85Q2","RCOND85Q3","RCOND85Q4","RCOND86Q1","RCOND86Q2","RCOND86Q3","RCOND86Q4","RCOND87Q1","RCOND87Q2","RCOND87Q3","RCOND87Q4","RCOND88Q1","RCOND88Q2","RCOND88Q3","RCOND88Q4","RCOND89Q1","RCOND89Q2","RCOND89Q3","RCOND89Q4","RCOND90Q1","RCOND90Q2","RCOND90Q3","RCOND90Q4","RCOND91Q1","RCOND91Q2","RCOND91Q3","RCOND91Q4","RCOND92Q1","RCOND92Q2","RCOND92Q3","RCOND92Q4","RCOND93Q1","RCOND93Q2","RCOND93Q3","RCOND93Q4","RCOND94Q1","RCOND94Q2","RCOND94Q3","RCOND94Q4","RCOND95Q1","RCOND95Q2","RCOND95Q3","RCOND95Q4","RCOND96Q1","RCOND96Q2","RCOND96Q3","RCOND96Q4","RCOND97Q1","RCOND97Q2","RCOND97Q3","RCOND97Q4","RCOND98Q1","RCOND98Q2","RCOND98Q3","RCOND98Q4","RCOND99Q1","RCOND99Q2","RCOND99Q3","RCOND99Q4","RCOND00Q1","RCOND00Q2","RCOND00Q3","RCOND00Q4","RCOND01Q1","RCOND01Q2","RCOND01Q3","RCOND01Q4","RCOND02Q1","RCOND02Q2","RCOND02Q3","RCOND02Q4","RCOND03Q1","RCOND03Q2","RCOND03Q3","RCOND03Q4","RCOND04Q1","RCOND04Q2","RCOND04Q3","RCOND04Q4","RCOND05Q1","RCOND05Q2","RCOND05Q3","RCOND05Q4","RCOND06Q1","RCOND06Q2","RCOND06Q3","RCOND06Q4","RCOND07Q1","RCOND07Q2","RCOND07Q3","RCOND07Q4","RCOND08Q1","RCOND08Q2","RCOND08Q3","RCOND08Q4","RCOND09Q1","RCOND09Q2","RCOND09Q3","RCOND09Q4","RCOND10Q1","RCOND10Q2","RCOND10Q3","RCOND10Q4","RCOND11Q1","RCOND11Q2","RCOND11Q3","RCOND11Q4","RCOND12Q1","RCOND12Q2","RCOND12Q3","RCOND12Q4","RCOND13Q1","RCOND13Q2","RCOND13Q3","RCOND13Q4","RCOND14Q1","RCOND14Q2","RCOND14Q3","RCOND14Q4","RCOND15Q1","RCOND15Q2"
"1985:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","190.6","190.1","340.3","340.3","338.8","338.8","338.8","338.8","346.6","346.6","346.6","346.6","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","350.3","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","364.4","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","404.0","#N/A","402.2","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","402.3","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","368.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.8","345.0","345.0","345.0","345.0","345.0","345.0","345.0","345.0","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1"
"1985:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","199.2","359.3","359.3","357.4","357.4","357.4","357.4","366.8","366.8","366.8","366.8","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","386.4","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","429.6","#N/A","428.1","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","428.2","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","393.0","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.9","367.1","367.1","367.1","367.1","367.1","367.1","367.1","367.1","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6"
"1985:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","344.3","346.7","347.0","347.0","347.0","347.0","355.1","355.1","355.1","355.1","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","356.4","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","369.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","412.6","#N/A","411.8","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.4","378.3","355.2","355.2","355.2","355.2","355.2","355.2","355.2","355.2","354.4","354.4","354.4","354.4","354.4","354.4","354.4","354.4","329.8","329.8","329.8","329.8","329.8","329.8","329.8","329.8"
"1986:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","345.4","345.4","345.4","345.4","345.4","359.8","359.8","359.8","359.8","363.3","363.3","363.3","363.3","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","363.7","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","378.9","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","420.3","#N/A","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","419.8","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.3","386.2","362.4","362.4","362.4","362.4","362.4","362.4","362.4","362.4","361.7","361.7","361.7","361.7","361.7","361.7","361.7","361.7","336.6","336.6","336.6","336.6","336.6","336.6","336.6","336.6"
"1986:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","357.5","357.1","357.1","357.1","369.6","369.6","369.6","369.6","374.2","374.2","374.2","374.2","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","374.5","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","390.2","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","#N/A","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.8","399.7","375.2","375.2","375.2","375.2","375.2","375.2","375.2","375.2","374.4","374.4","374.4","374.4","374.4","374.4","374.4","374.4","348.5","348.5","348.5","348.5","348.5","348.5","348.5","348.5"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","387.3","391.6","391.6","405.5","405.5","405.5","405.5","405.1","405.1","405.1","405.1","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","423.1","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","472.6","#N/A","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.4","435.2","407.2","407.2","407.2","407.2","407.2","407.2","407.2","407.2","406.4","406.4","406.4","406.4","406.4","406.4","406.4","406.4","378.2","378.2","378.2","378.2","378.2","378.2","378.2","378.2"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","381.3","380.4","399.0","399.0","399.0","399.0","397.3","397.3","397.3","397.3","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","397.5","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","465.4","#N/A","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","464.5","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.6","428.5","400.7","400.7","400.7","400.7","400.7","400.7","400.7","400.7","399.9","399.9","399.9","399.9","399.9","399.9","399.9","399.9","372.2","372.2","372.2","372.2","372.2","372.2","372.2","372.2"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","362.5","375.9","375.9","375.9","375.9","378.3","378.3","378.3","378.3","376.1","376.1","376.1","376.1","377.6","377.6","377.6","377.6","377.6","377.6","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","389.4","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.8","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","435.2","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.3","401.2","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","376.2","376.2","376.2","376.2","376.2","376.2","376.2","376.2","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","386.2","385.4","385.4","385.4","391.3","391.3","391.3","391.3","389.3","389.3","389.3","389.3","390.4","390.4","390.4","390.4","390.4","390.4","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","403.1","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.5","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","453.8","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.4","418.3","392.4","392.4","392.4","392.4","392.4","392.4","392.4","392.4","391.6","391.6","391.6","391.6","391.6","391.6","391.6","391.6","364.5","364.5","364.5","364.5","364.5","364.5","364.5","364.5"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","403.3","406.9","406.9","406.5","406.5","406.5","406.5","403.8","403.8","403.8","403.8","405.1","405.1","405.1","405.1","405.1","405.1","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","417.7","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.1","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","472.8","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.8","408.7","408.7","408.7","408.7","408.7","408.7","408.7","408.7","407.8","407.8","407.8","407.8","407.8","407.8","407.8","407.8","379.5","379.5","379.5","379.5","379.5","379.5","379.5","379.5"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","384.4","384.5","387.6","387.6","387.6","387.6","389.4","389.4","389.4","389.4","392.6","392.6","392.6","392.6","392.6","392.6","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","404.7","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.3","423.2","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","396.8","396.8","396.8","396.8","396.8","396.8","396.8","396.8","369.3","369.3","369.3","369.3","369.3","369.3","369.3","369.3"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","396.2","401.1","401.1","401.1","401.1","408.4","408.4","408.4","408.4","412.4","412.4","412.4","412.4","412.4","412.4","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","425.1","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","480.9","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","481.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","415.6","415.6","415.6","415.6","415.6","415.6","415.6","415.6","386.8","386.8","386.8","386.8","386.8","386.8","386.8","386.8"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","408.1","410.6","410.6","410.6","414.8","414.8","414.8","414.8","416.2","416.2","416.2","416.2","416.2","416.2","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","426.9","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","482.6","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","481.5","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","415.7","386.9","386.9","386.9","386.9","386.9","386.9","386.9","386.9"
