"DATE","RG80M1","RG80M2","RG80M3","RG80M4","RG80M5","RG80M6","RG80M7","RG80M8","RG80M9","RG80M10","RG80M11","RG80M12","RG81M1","RG81M2","RG81M3","RG81M4","RG81M5","RG81M6","RG81M7","RG81M8","RG81M9","RG81M10","RG81M11","RG81M12","RG82M1","RG82M2","RG82M3","RG82M4","RG82M5","RG82M6","RG82M7","RG82M8","RG82M9","RG82M10","RG82M11","RG82M12","RG83M1","RG83M2","RG83M3","RG83M4","RG83M5","RG83M6","RG83M7","RG83M8","RG83M9","RG83M10","RG83M11","RG83M12","RG84M1","RG84M2","RG84M3","RG84M4","RG84M5","RG84M6","RG84M7","RG84M8","RG84M9","RG84M10","RG84M11","RG84M12","RG85M1","RG85M2","RG85M3","RG85M4","RG85M5","RG85M6","RG85M7","RG85M8","RG85M9","RG85M10","RG85M11","RG85M12","RG86M1","RG86M2","RG86M3","RG86M4","RG86M5","RG86M6","RG86M7","RG86M8","RG86M9","RG86M10","RG86M11","RG86M12","RG87M1","RG87M2","RG87M3","RG87M4","RG87M5","RG87M6","RG87M7","RG87M8","RG87M9","RG87M10","RG87M11","RG87M12","RG88M1","RG88M2","RG88M3","RG88M4","RG88M5","RG88M6","RG88M7","RG88M8","RG88M9","RG88M10","RG88M11","RG88M12","RG89M1","RG89M2","RG89M3","RG89M4","RG89M5","RG89M6","RG89M7","RG89M8","RG89M9","RG89M10","RG89M11","RG89M12"
"1949:Q3","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","98.4","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4","231.4"
"1949:Q4","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4","228.4"
"1950:Q1","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","98.6","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9","225.9"
"1950:Q2","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4"
"1950:Q3","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6","229.6"
"1950:Q4","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","102.0","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4","246.4"
"1951:Q1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.1","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","115.7","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9","285.9"
"1951:Q2","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","128.5","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3","318.3"
"1951:Q3","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","140.0","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","141.2","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0","348.0"
"1951:Q4","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","147.7","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","149.2","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8","366.8"
"1952:Q1","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.4","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1"
"1952:Q2","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","159.4","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6","387.6"
"1952:Q3","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.4","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","163.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7","396.7"
"1952:Q4","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.1","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","163.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3","398.3"
"1953:Q1","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","168.6","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","167.7","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9","411.9"
