"DATE","NCONSHHM09M8","NCONSHHM09M9","NCONSHHM09M10","NCONSHHM09M11","NCONSHHM09M12","NCONSHHM10M1","NCONSHHM10M2","NCONSHHM10M3","NCONSHHM10M4","NCONSHHM10M5","NCONSHHM10M6","NCONSHHM10M7","NCONSHHM10M8","NCONSHHM10M9","NCONSHHM10M10","NCONSHHM10M11","NCONSHHM10M12","NCONSHHM11M1","NCONSHHM11M2","NCONSHHM11M3","NCONSHHM11M4","NCONSHHM11M5","NCONSHHM11M6","NCONSHHM11M7","NCONSHHM11M8","NCONSHHM11M9","NCONSHHM11M10","NCONSHHM11M11","NCONSHHM11M12","NCONSHHM12M1","NCONSHHM12M2","NCONSHHM12M3","NCONSHHM12M4","NCONSHHM12M5","NCONSHHM12M6","NCONSHHM12M7","NCONSHHM12M8","NCONSHHM12M9","NCONSHHM12M10","NCONSHHM12M11","NCONSHHM12M12","NCONSHHM13M1","NCONSHHM13M2","NCONSHHM13M3","NCONSHHM13M4","NCONSHHM13M5","NCONSHHM13M6","NCONSHHM13M7","NCONSHHM13M8","NCONSHHM13M9","NCONSHHM13M10","NCONSHHM13M11","NCONSHHM13M12","NCONSHHM14M1","NCONSHHM14M2","NCONSHHM14M3","NCONSHHM14M4","NCONSHHM14M5","NCONSHHM14M6","NCONSHHM14M7","NCONSHHM14M8","NCONSHHM14M9","NCONSHHM14M10","NCONSHHM14M11","NCONSHHM14M12","NCONSHHM15M1","NCONSHHM15M2","NCONSHHM15M3","NCONSHHM15M4","NCONSHHM15M5","NCONSHHM15M6","NCONSHHM15M7","NCONSHHM15M8","NCONSHHM15M9","NCONSHHM15M10","NCONSHHM15M11"
"2008:08","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6462.986","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6458.168","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6377.477","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6365.922","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344","6378.344"
"2008:09","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6481.402","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6477.228","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6394.402","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6381.119","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03","6393.03"
"2008:10","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6490.191","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6484.302","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6393.179","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6379.335","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881","6387.881"
"2008:11","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6493.737","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6487.85","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6383.652","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6372.051","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938","6380.938"
"2008:12","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6498.416","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6487.425","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6378.503","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6355.479","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84","6362.84"
"2009:01","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6515.458","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6496.587","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6381.078","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6377.572","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6359.288","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037","6366.037"
"2009:02","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6525.301","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6488.514","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6363.06","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6358.672","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6337.417","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46","6344.46"
"2009:03","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6525.115","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6483.612","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6356.543","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6345.393","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6339.175","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282","6346.282"
"2009:04","6539.85","6538.161","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6494.934","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6361.523","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6347.791","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6344.079","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901","6351.901"
"2009:05","6536.566","6537.733","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6540.581","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6489.605","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6358.11","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6339.634","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6338.104","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419","6342.419"
"2009:06","6543.314","6550.696","6556.544","6556.544","6556.544","6556.544","6556.544","6556.544","6556.544","6556.544","6556.544","6556.544","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6496.867","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6364.152","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6349.079","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6347.381","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84","6349.84"
"2009:07","#N/A","6568.037","6574.998","6569.291","6567.527","6560.501","6560.501","6560.501","6560.501","6560.501","6560.501","6560.501","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6496.573","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6371.912","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.645","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6353.374","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744","6355.744"
"2009:08","#N/A","#N/A","6599.337","6596.677","6588.953","6578.533","6578.533","6578.533","6578.533","6578.533","6578.533","6578.533","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6508.242","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6391.47","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6372.672","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6375.46","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454","6378.454"
"2009:09","#N/A","#N/A","#N/A","6610.293","6606.509","6588.02","6588.02","6588.02","6588.02","6588.02","6588.02","6588.02","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6517.631","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6396.75","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6373.501","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6378.563","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362","6383.362"
"2009:10","#N/A","#N/A","#N/A","#N/A","6642.304","6615.984","6621.022","6615.152","6615.231","6615.231","6615.231","6615.231","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6546.334","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6431.438","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6404.735","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6408.422","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055","6410.055"
"2009:11","#N/A","#N/A","#N/A","#N/A","#N/A","6618.236","6624.812","6620.587","6617.063","6617.063","6617.063","6617.063","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6542.832","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6422.708","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6400.083","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6401.39","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565","6402.565"
"2009:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6659.967","6652.528","6658.612","6658.612","6658.612","6658.612","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6579.349","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6461.972","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6441.521","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6439.083","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983","6438.983"
"2010:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6663.306","6672.772","6664.55","6662.861","6660.847","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6574.953","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6461.66","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6448.817","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.368","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853","6442.853"
"2010:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6694.06","6697.735","6687.871","6680.491","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6593.597","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6484.715","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6474.557","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6465.064","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039","6468.039"
"2010:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6709.651","6699.694","6692.678","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6600.113","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6505.695","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6494.1","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6477.246","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465","6480.465"
"2010:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6715.552","6708.7","6609.857","6612.012","6615.681","6615.681","6615.681","6615.681","6615.681","6615.681","6615.681","6615.681","6615.681","6615.681","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6532.35","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6518.442","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6501.884","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35","6504.35"
"2010:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6743.178","6640.546","6645.714","6652.608","6652.608","6652.608","6652.608","6652.608","6652.608","6652.608","6652.608","6652.608","6652.608","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6573.242","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6553.137","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6536.926","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864","6540.864"
"2010:06","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6645.199","6651.812","6661.356","6661.356","6661.356","6661.356","6661.356","6661.356","6661.356","6661.356","6661.356","6661.356","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6581.249","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6567.386","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6556.393","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871","6558.871"
"2010:07","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6676.494","6682.066","6683.896","6685.719","6671.605","6671.605","6671.605","6671.605","6671.605","6671.605","6671.605","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6598.515","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6584.362","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6577.246","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501","6576.501"
"2010:08","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6691.289","6701.814","6702.313","6683.512","6683.512","6683.512","6683.512","6683.512","6683.512","6683.512","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6614.57","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6609.414","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6602.635","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566","6601.566"
"2010:09","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6709.133","6710.547","6682.512","6682.512","6682.512","6682.512","6682.512","6682.512","6682.512","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6619.545","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6616.972","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6611.555","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864","6610.864"
"2010:10","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6713.577","6690.553","6696.28","6695.674","6697.604","6697.604","6697.604","6697.604","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6634.307","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6635.438","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6636.824","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708","6633.708"
"2010:11","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6715.734","6720.211","6720.846","6723.44","6723.44","6723.44","6723.44","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6658.802","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6666.474","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6671.562","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182","6667.182"
"2010:12","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6745.491","6740.489","6741.975","6741.975","6741.975","6741.975","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6675.001","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6685.29","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6684.952","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117","6683.117"
"2011:01","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6738.357","6743.515","6748.104","6749.479","6747.165","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6672.113","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6690.553","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6693.22","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495","6690.495"
"2011:02","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6761.27","6778.998","6771.112","6772.294","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6695.74","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6716.979","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6718.976","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931","6712.931"
"2011:03","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6816.769","6809.871","6814.256","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6732.1","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6758.855","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6755.956","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772","6749.772"
"2011:04","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6826.187","6817.471","6732.658","6734.994","6741.689","6741.689","6741.689","6741.689","6741.689","6741.689","6741.689","6741.689","6741.689","6741.689","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6769.38","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6770.902","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839","6763.839"
"2011:05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","6846.417","6760.885","6770.303","6782.644","6782.644","6782.644","6782.644","6782.644","6782.644","6782.644","6782.644","6782.644","6782.644","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6796.614","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6805.73","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631","6796.631"
