"DATE","HS10M1","HS10M2","HS10M3","HS10M4","HS10M5","HS10M6","HS10M7","HS10M8","HS10M9","HS10M10","HS10M11","HS10M12","HS11M1","HS11M2","HS11M3","HS11M4","HS11M5","HS11M6","HS11M7","HS11M8","HS11M9","HS11M10","HS11M11","HS11M12","HS12M1","HS12M2","HS12M3","HS12M4","HS12M5","HS12M6","HS12M7","HS12M8","HS12M9","HS12M10","HS12M11","HS12M12","HS13M1","HS13M2","HS13M3","HS13M4","HS13M5","HS13M6","HS13M7","HS13M8","HS13M9","HS13M10","HS13M11","HS13M12","HS14M1","HS14M2","HS14M3","HS14M4","HS14M5","HS14M6","HS14M7","HS14M8","HS14M9","HS14M10","HS14M11","HS14M12","HS15M1","HS15M2","HS15M3","HS15M4","HS15M5","HS15M6","HS15M7","HS15M8","HS15M9","HS15M10","HS15M11"
"1997:12","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.5","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4","94.4"
"1998:01","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8"
"1998:02","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7","94.7"
"1998:03","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.9","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8"
"1998:04","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.1","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0"
"1998:05","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.5","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.8","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7"
"1998:06","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.7","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6","95.6"
"1998:07","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","96.2","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9","95.9"
"1998:08","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.1","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0"
"1998:09","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0","96.0"
"1998:10","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.6","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5","96.5"
"1998:11","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7","96.7"
"1998:12","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.1","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0"
"1999:01","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.3","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2","97.2"
"1999:02","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.7","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6","97.6"
"1999:03","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5"
"1999:04","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","97.8","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.1","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0"
"1999:05","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0"
"1999:06","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.3","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2","98.2"
"1999:07","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7","98.7"
"1999:08","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","99.0","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9","98.9"
"1999:09","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5","98.5"
"1999:10","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.2","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.3","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5"
"1999:11","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4","99.4"
"1999:12","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.8","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7"
"2000:01","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2","100.2"
"2000:02","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.1","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"2000:03","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3"
"2000:04","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6"
"2000:05","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6"
"2000:06","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8"
"2000:07","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9"
"2000:08","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7","100.7"
"2000:09","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3"
"2000:10","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0"
"2000:11","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2"
"2000:12","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3"
"2001:01","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.7","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6","101.6"
"2001:02","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4"
"2001:03","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3","101.3"
"2001:04","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9"
"2001:05","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","101.0","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9"
"2001:06","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.2","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1","101.1"
"2001:07","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8"
"2001:08","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.6","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.9","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8","100.8"
"2001:09","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.4","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3","100.3"
