"DATE","PCONHHM09M8","PCONHHM09M9","PCONHHM09M10","PCONHHM09M11","PCONHHM09M12","PCONHHM10M1","PCONHHM10M2","PCONHHM10M3","PCONHHM10M4","PCONHHM10M5","PCONHHM10M6","PCONHHM10M7","PCONHHM10M8","PCONHHM10M9","PCONHHM10M10","PCONHHM10M11","PCONHHM10M12","PCONHHM11M1","PCONHHM11M2","PCONHHM11M3","PCONHHM11M4","PCONHHM11M5","PCONHHM11M6","PCONHHM11M7","PCONHHM11M8","PCONHHM11M9","PCONHHM11M10","PCONHHM11M11","PCONHHM11M12","PCONHHM12M1","PCONHHM12M2","PCONHHM12M3","PCONHHM12M4","PCONHHM12M5","PCONHHM12M6","PCONHHM12M7","PCONHHM12M8","PCONHHM12M9","PCONHHM12M10","PCONHHM12M11","PCONHHM12M12","PCONHHM13M1","PCONHHM13M2","PCONHHM13M3","PCONHHM13M4","PCONHHM13M5","PCONHHM13M6","PCONHHM13M7","PCONHHM13M8","PCONHHM13M9","PCONHHM13M10","PCONHHM13M11","PCONHHM13M12","PCONHHM14M1","PCONHHM14M2","PCONHHM14M3","PCONHHM14M4","PCONHHM14M5","PCONHHM14M6","PCONHHM14M7","PCONHHM14M8","PCONHHM14M9","PCONHHM14M10","PCONHHM14M11","PCONHHM14M12","PCONHHM15M1","PCONHHM15M2","PCONHHM15M3","PCONHHM15M4","PCONHHM15M5"
"1998:02","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.86","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","85.899","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.412","79.414","79.414","79.414","79.414","79.414","79.414","79.414","79.414","79.414","79.414"
"1998:03","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.88","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","85.919","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.415","79.417","79.417","79.417","79.417","79.417","79.417","79.417","79.417","79.417","79.417"
"1998:04","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","85.988","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","86.028","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.497","79.499","79.499","79.499","79.499","79.499","79.499","79.499","79.499","79.499","79.499"
"1998:05","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.113","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","86.153","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.601","79.602","79.602","79.602","79.602","79.602","79.602","79.602","79.602","79.602","79.602"
"1998:06","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.052","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","86.091","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.534","79.536","79.536","79.536","79.536","79.536","79.536","79.536","79.536","79.536","79.536"
"1998:07","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.263","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","86.302","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.724","79.726","79.726","79.726","79.726","79.726","79.726","79.726","79.726","79.726","79.726"
"1998:08","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.38","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","86.42","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.824","79.826","79.826","79.826","79.826","79.826","79.826","79.826","79.826","79.826","79.826"
"1998:09","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.339","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","86.379","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.773","79.775","79.775","79.775","79.775","79.775","79.775","79.775","79.775","79.775","79.775"
"1998:10","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.545","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","86.585","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.948","79.949","79.949","79.949","79.949","79.949","79.949","79.949","79.949","79.949","79.949"
"1998:11","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.571","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","86.61","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.952","79.954","79.954","79.954","79.954","79.954","79.954","79.954","79.954","79.954","79.954"
"1998:12","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.685","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","86.725","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.04","80.041","80.041","80.041","80.041","80.041","80.041","80.041","80.041","80.041","80.041"
"1999:01","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.857","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","86.897","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.186","80.187","80.187","80.187","80.187","80.187","80.187","80.187","80.187","80.187","80.187"
"1999:02","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.849","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","86.889","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166","80.166"
"1999:03","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","86.959","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.217","80.218","80.218","80.218","80.218","80.218","80.218","80.218","80.218","80.218","80.218"
"1999:04","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.322","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","87.362","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.579","80.58","80.58","80.58","80.58","80.58","80.58","80.58","80.58","80.58","80.58"
"1999:05","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","87.404","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.611","80.612","80.612","80.612","80.612","80.612","80.612","80.612","80.612","80.612","80.612"
"1999:06","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.38","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","87.421","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.622","80.623","80.623","80.623","80.623","80.623","80.623","80.623","80.623","80.623","80.623"
"1999:07","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.606","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","87.647","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.828","80.83","80.83","80.83","80.83","80.83","80.83","80.83","80.83","80.83","80.83"
"1999:08","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.745","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","87.785","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.963","80.964","80.964","80.964","80.964","80.964","80.964","80.964","80.964","80.964","80.964"
"1999:09","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.019","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","88.06","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.233","81.234","81.234","81.234","81.234","81.234","81.234","81.234","81.234","81.234","81.234"
"1999:10","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.119","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","88.16","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348","81.348"
"1999:11","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.2","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","88.24","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.429","81.43","81.43","81.43","81.43","81.43","81.43","81.43","81.43","81.43","81.43"
"1999:12","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.424","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","88.464","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625","81.625"
"2000:01","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.724","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","88.765","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.876","81.877","81.877","81.877","81.877","81.877","81.877","81.877","81.877","81.877","81.877"
"2000:02","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.018","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","89.059","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.128","82.129","82.129","82.129","82.129","82.129","82.129","82.129","82.129","82.129","82.129"
"2000:03","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.391","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","89.432","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.464","82.465","82.465","82.465","82.465","82.465","82.465","82.465","82.465","82.465","82.465"
"2000:04","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.272","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","89.313","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.365","82.368","82.368","82.368","82.368","82.368","82.368","82.368","82.368","82.368","82.368"
"2000:05","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.317","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","89.358","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.421","82.424","82.424","82.424","82.424","82.424","82.424","82.424","82.424","82.424","82.424"
"2000:06","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.58","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","89.621","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.674","82.677","82.677","82.677","82.677","82.677","82.677","82.677","82.677","82.677","82.677"
"2000:07","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.813","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","89.854","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.902","82.906","82.906","82.906","82.906","82.906","82.906","82.906","82.906","82.906","82.906"
"2000:08","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.78","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","89.821","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.885","82.889","82.889","82.889","82.889","82.889","82.889","82.889","82.889","82.889","82.889"
"2000:09","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.154","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","90.196","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.233","83.238","83.238","83.238","83.238","83.238","83.238","83.238","83.238","83.238","83.238"
"2000:10","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.28","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","90.322","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.349","83.354","83.354","83.354","83.354","83.354","83.354","83.354","83.354","83.354","83.354"
"2000:11","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.387","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","90.429","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.443","83.448","83.448","83.448","83.448","83.448","83.448","83.448","83.448","83.448","83.448"
"2000:12","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.5","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","90.542","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.539","83.545","83.545","83.545","83.545","83.545","83.545","83.545","83.545","83.545","83.545"
"2001:01","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.899","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","90.941","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.894","83.899","83.899","83.899","83.899","83.899","83.899","83.899","83.899","83.899","83.899"
"2001:02","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.035","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","91.076","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.01","84.015","84.015","84.015","84.015","84.015","84.015","84.015","84.015","84.015","84.015"
"2001:03","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.043","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","91.085","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.012","84.017","84.017","84.017","84.017","84.017","84.017","84.017","84.017","84.017","84.017"
"2001:04","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.214","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","91.256","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.171","84.177","84.177","84.177","84.177","84.177","84.177","84.177","84.177","84.177","84.177"
"2001:05","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.449","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","91.491","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.387","84.393","84.393","84.393","84.393","84.393","84.393","84.393","84.393","84.393","84.393"
"2001:06","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.594","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","91.636","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.538","84.544","84.544","84.544","84.544","84.544","84.544","84.544","84.544","84.544","84.544"
"2001:07","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.533","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","91.575","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.516","84.516","84.516","84.516","84.516","84.516","84.516","84.516","84.516","84.516"
"2001:08","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.518","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","91.56","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.513","84.517","84.517","84.517","84.517","84.517","84.517","84.517","84.517","84.517","84.517"
"2001:09","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.218","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","91.26","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.241","84.245","84.245","84.245","84.245","84.245","84.245","84.245","84.245","84.245","84.245"
"2001:10","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.563","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","91.605","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.566","84.569","84.569","84.569","84.569","84.569","84.569","84.569","84.569","84.569","84.569"
"2001:11","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.499","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","91.541","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.508","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511","84.511"
