"DATE","RINVBF10M1","RINVBF10M2","RINVBF10M3","RINVBF10M4","RINVBF10M5","RINVBF10M6","RINVBF10M7","RINVBF10M8","RINVBF10M9","RINVBF10M10","RINVBF10M11","RINVBF10M12","RINVBF11M1","RINVBF11M2","RINVBF11M3","RINVBF11M4","RINVBF11M5","RINVBF11M6","RINVBF11M7","RINVBF11M8","RINVBF11M9","RINVBF11M10","RINVBF11M11","RINVBF11M12","RINVBF12M1","RINVBF12M2","RINVBF12M3","RINVBF12M4","RINVBF12M5","RINVBF12M6","RINVBF12M7","RINVBF12M8","RINVBF12M9","RINVBF12M10","RINVBF12M11","RINVBF12M12","RINVBF13M1","RINVBF13M2","RINVBF13M3","RINVBF13M4","RINVBF13M5","RINVBF13M6","RINVBF13M7","RINVBF13M8","RINVBF13M9","RINVBF13M10","RINVBF13M11","RINVBF13M12","RINVBF14M1","RINVBF14M2","RINVBF14M3","RINVBF14M4","RINVBF14M5","RINVBF14M6","RINVBF14M7","RINVBF14M8","RINVBF14M9","RINVBF14M10","RINVBF14M11","RINVBF14M12","RINVBF15M1","RINVBF15M2","RINVBF15M3","RINVBF15M4","RINVBF15M5"
"2005:Q2","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.8","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1","1706.1"
"2005:Q3","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1359.7","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4","1737.4"
"2005:Q4","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.3","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3","1744.3"
"2006:Q1","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1424.9","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1426.6","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7","1808.7"
"2006:Q2","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1450.3","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1452.4","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3","1831.3"
"2006:Q3","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1466.0","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1467.7","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1","1853.1"
"2006:Q4","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1474.5","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1475.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2","1865.2"
"2007:Q1","1489.6","1489.6","1489.6","1489.6","1489.6","1489.6","1489.6","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1499.0","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1498.5","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2","1897.2"
"2007:Q2","1530.3","1530.3","1530.3","1530.3","1530.3","1530.3","1530.3","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1537.5","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4","1934.4"
"2007:Q3","1565.8","1565.8","1565.8","1565.8","1565.8","1565.8","1565.8","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1574.1","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1571.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4","1964.4"
"2007:Q4","1591.3","1591.3","1591.3","1591.3","1591.3","1591.3","1591.3","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1595.9","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1592.3","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6","1997.6"
"2008:Q1","1598.9","1598.9","1598.9","1598.9","1598.9","1598.9","1598.9","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1603.7","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1589.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1","1998.1"
"2008:Q2","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1604.4","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1597.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1580.0","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6"
"2008:Q3","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1579.2","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1561.5","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1539.2","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0","1933.0"
"2008:Q4","1496.1","1496.1","1496.1","1496.1","1496.1","1496.1","1496.1","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1464.2","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1442.3","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1","1820.1"
"2009:Q1","1321.2","1321.2","1321.2","1321.2","1321.2","1321.2","1321.2","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1313.7","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1312.9","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1324.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3","1688.3"
"2009:Q2","1288.4","1288.4","1288.4","1288.4","1288.4","1288.4","1288.4","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1288.3","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1257.6","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1262.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0"
"2009:Q3","1269.0","1269.0","1269.0","1269.0","1269.0","1269.0","1269.0","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1282.9","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1247.0","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1236.7","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1","1613.1"
"2009:Q4","#N/A","1278.1","1289.1","1285.5","1285.5","1285.5","1285.5","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1278.3","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1235.2","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1216.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4","1598.4"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","1298.3","1295.4","1292.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1302.6","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1253.3","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1222.7","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0","1615.0"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1354.7","1356.5","1355.3","1355.3","1355.3","1355.3","1355.3","1355.3","1355.3","1355.3","1355.3","1355.3","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1308.0","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1258.6","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3","1659.3"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1387.2","1388.9","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1388.0","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1343.6","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1282.1","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8","1692.8"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1403.1","1405.9","1413.9","1413.9","1413.9","1413.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1371.9","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1310.5","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1","1728.1"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1420.2","1425.7","1421.0","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1378.9","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1306.3","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1","1724.1"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1400.2","1411.7","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1351.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1765.3","1761.0","1761.0","1761.0","1761.0","1761.0","1761.0","1761.0","1761.0","1761.0","1761.0"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1467.5","1462.8","1465.6","1465.6","1465.6","1465.6","1465.6","1465.6","1465.6","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1411.3","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1835.0","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8","1840.8"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1471.9","1475.7","1484.2","1484.2","1484.2","1484.2","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1476.2","1491.3","1495.6","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1470.0","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1903.8","1910.1","1910.1","1910.1","1910.1","1910.1","1910.1","1910.1","1910.1","1910.1","1910.1"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1489.3","1485.2","1482.9","1482.9","1482.9","1482.9","1482.9","1482.9","1482.9","1482.9","1482.9","1482.9","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1925.0","1930.6","1930.6","1930.6","1930.6","1930.6","1930.6","1930.6","1930.6","1930.6","1930.6"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1478.2","1474.6","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1476.1","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1926.4","1934.5","1934.5","1934.5","1934.5","1934.5","1934.5","1934.5","1934.5","1934.5","1934.5"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1506.2","1510.7","1522.4","1522.4","1522.4","1522.4","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1971.9","1951.9","1951.9","1951.9","1951.9","1951.9","1951.9","1951.9","1951.9","1951.9","1951.9"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1530.3","1530.8","1524.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1949.0","1959.0","1959.0","1959.0","1959.0","1959.0","1959.0","1959.0","1959.0","1959.0","1959.0"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1971.0","1970.1","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1971.3","1966.8","1966.8","1966.8","1966.8","1966.8","1966.8","1966.8","1966.8","1966.8","1966.8"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1979.2","1988.3","1994.7","1994.7","1994.7","1994.7","1994.7","1994.7","1994.7","1993.3","1993.3","1993.3","1993.3","1993.3","1993.3","1993.3","1993.3","1993.3","1993.3"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2013.5","2030.1","2022.5","2022.5","2022.5","2022.5","2043.3","2043.3","2043.3","2043.3","2043.3","2043.3","2043.3","2043.3","2043.3","2043.3"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2012.1","2014.5","2016.6","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2079.1","2093.3","2099.6","2099.6","2099.6","2099.6","2099.6","2099.6","2099.6","2099.6"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2127.7","2135.9","2144.8","2144.8","2144.8","2144.8","2144.8"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2154.8","2170.2","2169.8","2169.8"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2151.1"
