"DATE","RINVBF10M1","RINVBF10M2","RINVBF10M3","RINVBF10M4","RINVBF10M5","RINVBF10M6","RINVBF10M7","RINVBF10M8","RINVBF10M9","RINVBF10M10","RINVBF10M11","RINVBF10M12","RINVBF11M1","RINVBF11M2","RINVBF11M3","RINVBF11M4","RINVBF11M5","RINVBF11M6","RINVBF11M7","RINVBF11M8","RINVBF11M9","RINVBF11M10","RINVBF11M11","RINVBF11M12","RINVBF12M1","RINVBF12M2","RINVBF12M3","RINVBF12M4","RINVBF12M5","RINVBF12M6","RINVBF12M7","RINVBF12M8","RINVBF12M9","RINVBF12M10","RINVBF12M11","RINVBF12M12","RINVBF13M1","RINVBF13M2","RINVBF13M3","RINVBF13M4","RINVBF13M5","RINVBF13M6","RINVBF13M7","RINVBF13M8","RINVBF13M9","RINVBF13M10","RINVBF13M11","RINVBF13M12","RINVBF14M1","RINVBF14M2","RINVBF14M3","RINVBF14M4","RINVBF14M5","RINVBF14M6","RINVBF14M7","RINVBF14M8","RINVBF14M9","RINVBF14M10","RINVBF14M11","RINVBF14M12","RINVBF15M1","RINVBF15M2","RINVBF15M3","RINVBF15M4","RINVBF15M5"
"1970:Q3","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","273.1","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","271.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8","356.8"
"1970:Q4","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","262.9","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","261.7","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5"
"1971:Q1","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4","347.4"
"1971:Q2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","268.0","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1","352.1"
"1971:Q3","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","270.2","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","269.1","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6","353.6"
"1971:Q4","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","274.8","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9","360.9"
"1972:Q1","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","284.1","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4","372.4"
"1972:Q2","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","290.0","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","288.8","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5","378.5"
"1972:Q3","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","294.5","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","293.3","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0","384.0"
"1972:Q4","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","309.9","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","308.6","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4"
"1973:Q1","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","324.3","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","323.0","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3","419.3"
"1973:Q2","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","337.6","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","336.2","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9","434.9"
"1973:Q3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","341.9","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6","441.6"
"1973:Q4","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","346.1","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","344.5","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9","444.9"
"1974:Q1","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","345.9","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","344.2","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4","444.4"
"1974:Q2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","343.4","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6"
"1974:Q3","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","341.2","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","339.4","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1","439.1"
"1974:Q4","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6","427.6"
"1975:Q1","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","311.2","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","309.7","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2","403.2"
"1975:Q2","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","303.0","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","301.6","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5"
"1975:Q3","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","305.7","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","304.3","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7","397.7"
"1975:Q4","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","307.2","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4","402.4"
"1976:Q1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","314.1","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","312.7","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1"
"1976:Q2","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","317.9","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","316.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5","416.5"
"1976:Q3","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","324.8","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","323.5","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6","425.6"
"1976:Q4","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","331.3","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8","433.8"
"1977:Q1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","342.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7","449.7"
"1977:Q2","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","354.1","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","352.6","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1","462.1"
"1977:Q3","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","361.4","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","360.0","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3"
"1977:Q4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","373.4","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","372.1","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7","485.7"
"1978:Q1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","377.1","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","375.7","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9","489.9"
"1978:Q2","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","408.8","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","407.4","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8"
"1978:Q3","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","423.5","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","422.0","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8","545.8"
"1978:Q4","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","437.5","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","435.9","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4","563.4"
"1979:Q1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","447.1","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","445.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4"
"1979:Q2","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","444.0","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8","575.8"
"1979:Q3","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","459.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","457.9","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8","592.8"
"1979:Q4","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","461.1","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","459.0","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4","594.4"
"1980:Q1","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","466.3","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","464.1","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9","600.9"
"1980:Q2","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","442.7","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","440.5","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1","573.1"
"1980:Q3","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","445.9","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","443.8","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9","576.9"
"1980:Q4","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","455.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","453.2","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1","589.1"
"1981:Q1","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","462.3","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","460.5","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2","601.2"
"1981:Q2","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","471.6","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","469.7","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4"
"1981:Q3","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","483.0","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","481.2","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4","627.4"
"1981:Q4","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","494.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","492.8","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6","641.6"
"1982:Q1","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","483.3","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","481.1","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9","624.9"
"1982:Q2","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","466.1","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","463.9","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0","605.0"
"1982:Q3","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","448.2","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4","587.4"
