"DATE","RCONSHHM09M8","RCONSHHM09M9","RCONSHHM09M10","RCONSHHM09M11","RCONSHHM09M12","RCONSHHM10M1","RCONSHHM10M2","RCONSHHM10M3","RCONSHHM10M4","RCONSHHM10M5","RCONSHHM10M6","RCONSHHM10M7","RCONSHHM10M8","RCONSHHM10M9","RCONSHHM10M10","RCONSHHM10M11","RCONSHHM10M12","RCONSHHM11M1","RCONSHHM11M2","RCONSHHM11M3","RCONSHHM11M4","RCONSHHM11M5","RCONSHHM11M6","RCONSHHM11M7","RCONSHHM11M8","RCONSHHM11M9","RCONSHHM11M10","RCONSHHM11M11","RCONSHHM11M12","RCONSHHM12M1","RCONSHHM12M2","RCONSHHM12M3","RCONSHHM12M4","RCONSHHM12M5","RCONSHHM12M6","RCONSHHM12M7","RCONSHHM12M8","RCONSHHM12M9","RCONSHHM12M10","RCONSHHM12M11","RCONSHHM12M12","RCONSHHM13M1","RCONSHHM13M2","RCONSHHM13M3","RCONSHHM13M4","RCONSHHM13M5","RCONSHHM13M6","RCONSHHM13M7","RCONSHHM13M8","RCONSHHM13M9","RCONSHHM13M10","RCONSHHM13M11","RCONSHHM13M12","RCONSHHM14M1","RCONSHHM14M2","RCONSHHM14M3","RCONSHHM14M4","RCONSHHM14M5","RCONSHHM14M6","RCONSHHM14M7","RCONSHHM14M8","RCONSHHM14M9","RCONSHHM14M10","RCONSHHM14M11","RCONSHHM14M12","RCONSHHM15M1","RCONSHHM15M2","RCONSHHM15M3","RCONSHHM15M4","RCONSHHM15M5"
"1995:08","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.391","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4097.732","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.464","4533.338","4533.338","4533.338","4533.338","4533.338","4533.338","4533.338","4533.338","4533.338","4533.338"
"1995:09","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4087.861","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4088.201","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.829","4522.696","4522.696","4522.696","4522.696","4522.696","4522.696","4522.696","4522.696","4522.696","4522.696"
"1995:10","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.412","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4092.753","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.605","4527.475","4527.475","4527.475","4527.475","4527.475","4527.475","4527.475","4527.475","4527.475","4527.475"
"1995:11","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.242","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4111.585","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.557","4548.441","4548.441","4548.441","4548.441","4548.441","4548.441","4548.441","4548.441","4548.441","4548.441"
"1995:12","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.635","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4120.978","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.638","4559.529","4559.529","4559.529","4559.529","4559.529","4559.529","4559.529","4559.529","4559.529","4559.529"
"1996:01","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.19","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4129.534","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4570.083","4569.98","4569.98","4569.98","4569.98","4569.98","4569.98","4569.98","4569.98","4569.98","4569.98"
"1996:02","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4144.806","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4145.151","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.532","4587.44","4587.44","4587.44","4587.44","4587.44","4587.44","4587.44","4587.44","4587.44","4587.44"
"1996:03","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.638","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4160.985","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.963","4603.881","4603.881","4603.881","4603.881","4603.881","4603.881","4603.881","4603.881","4603.881","4603.881"
"1996:04","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.136","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4166.482","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.421","4608.278","4608.278","4608.278","4608.278","4608.278","4608.278","4608.278","4608.278","4608.278","4608.278"
"1996:05","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.47","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4171.817","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4613.07","4612.93","4612.93","4612.93","4612.93","4612.93","4612.93","4612.93","4612.93","4612.93","4612.93"
"1996:06","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.257","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4177.605","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.375","4619.239","4619.239","4619.239","4619.239","4619.239","4619.239","4619.239","4619.239","4619.239","4619.239"
"1996:07","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.031","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4186.379","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.138","4630.009","4630.009","4630.009","4630.009","4630.009","4630.009","4630.009","4630.009","4630.009","4630.009"
"1996:08","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4192.668","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4193.017","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.652","4637.528","4637.528","4637.528","4637.528","4637.528","4637.528","4637.528","4637.528","4637.528","4637.528"
"1996:09","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.011","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4202.361","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.396","4647.278","4647.278","4647.278","4647.278","4647.278","4647.278","4647.278","4647.278","4647.278","4647.278"
"1996:10","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.53","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4205.88","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.752","4649.636","4649.636","4649.636","4649.636","4649.636","4649.636","4649.636","4649.636","4649.636","4649.636"
"1996:11","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.626","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4219.977","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.909","4664.803","4664.803","4664.803","4664.803","4664.803","4664.803","4664.803","4664.803","4664.803","4664.803"
"1996:12","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4243.753","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4244.106","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.294","4692.204","4692.204","4692.204","4692.204","4692.204","4692.204","4692.204","4692.204","4692.204","4692.204"
"1997:01","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4263.932","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4264.287","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.494","4716.356","4716.356","4716.356","4716.356","4716.356","4716.356","4716.356","4716.356","4716.356","4716.356"
"1997:02","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.07","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4271.426","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4726.047","4725.979","4725.979","4725.979","4725.979","4725.979","4725.979","4725.979","4725.979","4725.979","4725.979"
"1997:03","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4264.976","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4265.331","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.825","4720.753","4720.753","4720.753","4720.753","4720.753","4720.753","4720.753","4720.753","4720.753","4720.753"
"1997:04","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4288.967","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4289.324","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.164","4749.047","4749.047","4749.047","4749.047","4749.047","4749.047","4749.047","4749.047","4749.047","4749.047"
"1997:05","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.447","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4301.805","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.876","4763.768","4763.768","4763.768","4763.768","4763.768","4763.768","4763.768","4763.768","4763.768","4763.768"
"1997:06","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.321","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4302.679","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4765.086","4764.978","4764.978","4764.978","4764.978","4764.978","4764.978","4764.978","4764.978","4764.978","4764.978"
"1997:07","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.379","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4338.74","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.952","4804.87","4804.87","4804.87","4804.87","4804.87","4804.87","4804.87","4804.87","4804.87","4804.87"
"1997:08","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4350.874","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4351.236","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.154","4819.081","4819.081","4819.081","4819.081","4819.081","4819.081","4819.081","4819.081","4819.081","4819.081"
"1997:09","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.219","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4362.582","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.782","4832.654","4832.654","4832.654","4832.654","4832.654","4832.654","4832.654","4832.654","4832.654","4832.654"
"1997:10","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.221","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4391.587","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4866.09","4865.983","4865.983","4865.983","4865.983","4865.983","4865.983","4865.983","4865.983","4865.983","4865.983"
"1997:11","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.098","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4379.463","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.181","4854.066","4854.066","4854.066","4854.066","4854.066","4854.066","4854.066","4854.066","4854.066","4854.066"
"1997:12","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.29","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4412.658","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.137","4892.046","4892.046","4892.046","4892.046","4892.046","4892.046","4892.046","4892.046","4892.046","4892.046"
"1998:01","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.278","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4413.645","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.175","4894.022","4894.022","4894.022","4894.022","4894.022","4894.022","4894.022","4894.022","4894.022","4894.022"
"1998:02","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4443.656","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4444.026","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.138","4929.007","4929.007","4929.007","4929.007","4929.007","4929.007","4929.007","4929.007","4929.007","4929.007"
"1998:03","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.129","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4463.501","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.319","4952.203","4952.203","4952.203","4952.203","4952.203","4952.203","4952.203","4952.203","4952.203","4952.203"
"1998:04","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.235","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4466.607","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.541","4957.428","4957.428","4957.428","4957.428","4957.428","4957.428","4957.428","4957.428","4957.428","4957.428"
"1998:05","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.365","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4485.738","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4980.085","4979.923","4979.923","4979.923","4979.923","4979.923","4979.923","4979.923","4979.923","4979.923","4979.923"
"1998:06","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.08","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","4522.456","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.608","5021.472","5021.472","5021.472","5021.472","5021.472","5021.472","5021.472","5021.472","5021.472","5021.472"
"1998:07","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4524.662","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","4525.039","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.537","5024.403","5024.403","5024.403","5024.403","5024.403","5024.403","5024.403","5024.403","5024.403","5024.403"
"1998:08","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4538.871","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","4539.249","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.312","5039.187","5039.187","5039.187","5039.187","5039.187","5039.187","5039.187","5039.187","5039.187","5039.187"
