"DATE","PINTI65Q4","PINTI66Q1","PINTI66Q2","PINTI66Q3","PINTI66Q4","PINTI67Q1","PINTI67Q2","PINTI67Q3","PINTI67Q4","PINTI68Q1","PINTI68Q2","PINTI68Q3","PINTI68Q4","PINTI69Q1","PINTI69Q2","PINTI69Q3","PINTI69Q4","PINTI70Q1","PINTI70Q2","PINTI70Q3","PINTI70Q4","PINTI71Q1","PINTI71Q2","PINTI71Q3","PINTI71Q4","PINTI72Q1","PINTI72Q2","PINTI72Q3","PINTI72Q4","PINTI73Q1","PINTI73Q2","PINTI73Q3","PINTI73Q4","PINTI74Q1","PINTI74Q2","PINTI74Q3","PINTI74Q4","PINTI75Q1","PINTI75Q2","PINTI75Q3","PINTI75Q4","PINTI76Q1","PINTI76Q2","PINTI76Q3","PINTI76Q4","PINTI77Q1","PINTI77Q2","PINTI77Q3","PINTI77Q4","PINTI78Q1","PINTI78Q2","PINTI78Q3","PINTI78Q4","PINTI79Q1","PINTI79Q2","PINTI79Q3","PINTI79Q4","PINTI80Q1","PINTI80Q2","PINTI80Q3","PINTI80Q4","PINTI81Q1","PINTI81Q2","PINTI81Q3","PINTI81Q4","PINTI82Q1","PINTI82Q2","PINTI82Q3","PINTI82Q4","PINTI83Q1","PINTI83Q2","PINTI83Q3","PINTI83Q4","PINTI84Q1","PINTI84Q2","PINTI84Q3","PINTI84Q4","PINTI85Q1","PINTI85Q2","PINTI85Q3","PINTI85Q4","PINTI86Q1","PINTI86Q2","PINTI86Q3","PINTI86Q4","PINTI87Q1","PINTI87Q2","PINTI87Q3","PINTI87Q4","PINTI88Q1","PINTI88Q2","PINTI88Q3","PINTI88Q4","PINTI89Q1","PINTI89Q2","PINTI89Q3","PINTI89Q4","PINTI90Q1","PINTI90Q2","PINTI90Q3","PINTI90Q4","PINTI91Q1","PINTI91Q2","PINTI91Q3","PINTI91Q4","PINTI92Q1","PINTI92Q2","PINTI92Q3","PINTI92Q4","PINTI93Q1","PINTI93Q2","PINTI93Q3","PINTI93Q4","PINTI94Q1","PINTI94Q2","PINTI94Q3","PINTI94Q4","PINTI95Q1","PINTI95Q2","PINTI95Q3","PINTI95Q4","PINTI96Q1","PINTI96Q2","PINTI96Q3","PINTI96Q4","PINTI97Q1","PINTI97Q2","PINTI97Q3","PINTI97Q4","PINTI98Q1","PINTI98Q2","PINTI98Q3","PINTI98Q4","PINTI99Q1","PINTI99Q2","PINTI99Q3","PINTI99Q4","PINTI00Q1","PINTI00Q2","PINTI00Q3","PINTI00Q4","PINTI01Q1","PINTI01Q2","PINTI01Q3","PINTI01Q4","PINTI02Q1","PINTI02Q2","PINTI02Q3","PINTI02Q4","PINTI03Q1","PINTI03Q2","PINTI03Q3","PINTI03Q4","PINTI04Q1","PINTI04Q2","PINTI04Q3","PINTI04Q4","PINTI05Q1","PINTI05Q2","PINTI05Q3","PINTI05Q4","PINTI06Q1","PINTI06Q2","PINTI06Q3","PINTI06Q4","PINTI07Q1","PINTI07Q2","PINTI07Q3","PINTI07Q4","PINTI08Q1","PINTI08Q2","PINTI08Q3","PINT08Q4","PINTI09Q1","PINTI09Q2","PINTI09Q3","PINTI09Q4","PINTI10Q1","PINTI10Q2","PINTI10Q3","PINTI10Q4","PINTI11Q1","PINTI11Q2","PINTI11Q3","PINTI11Q4","PINTI12Q1","PINTI12Q2","PINTI12Q3","PINTI12Q4","PINTI13Q1","PINTI13Q2","PINTI13Q3","PINTI13Q4","PINTI14Q1","PINTI14Q2","PINTI14Q3","PINTI14Q4","PINTI15Q1","PINTI15Q2"
"1967:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.0","45.2","45.2","45.2","45.2","45.6","45.6","45.6","45.6","46.8","46.8","46.8","46.8","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","46.6","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","44.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.2","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","48.1","#N/A","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","48.3","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","#N/A","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","46.4","56.9","56.9","56.9","56.9","56.9","56.9","56.9","56.9"
"1967:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.0","46.0","46.0","46.0","46.1","46.1","46.1","46.1","47.3","47.3","47.3","47.3","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","44.5","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","#N/A","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","#N/A","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","47.0","57.7","57.7","57.7","57.7","57.7","57.7","57.7","57.7"
"1967:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","46.8","46.9","46.9","47.2","47.2","47.2","47.2","48.7","48.7","48.7","48.7","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","45.1","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.5","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","48.4","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","#N/A","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","49.6","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","#N/A","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","47.7","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6"
"1967:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","48.0","48.0","48.5","48.5","48.5","48.5","50.2","50.2","50.2","50.2","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","46.5","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.9","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","49.8","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","#N/A","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","50.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","#N/A","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","48.9","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1"
"1968:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","49.4","49.8","49.8","49.8","49.8","51.7","51.7","51.7","51.7","51.5","51.5","51.5","51.5","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","51.0","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","47.6","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.2","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","51.1","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","52.7","#N/A","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","52.1","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","#N/A","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","49.7","61.3","61.3","61.3","61.3","61.3","61.3","61.3","61.3"
"1968:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","51.3","51.4","51.4","51.4","53.2","53.2","53.2","53.2","53.2","53.2","53.2","53.2","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","52.3","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","49.1","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","53.0","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","52.8","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","#N/A","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","#N/A","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","51.3","63.2","63.2","63.2","63.2","63.2","63.2","63.2","63.2"
"1968:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","52.9","52.9","52.9","54.8","54.8","54.8","54.8","54.8","54.8","54.8","54.8","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","53.6","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","50.2","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.9","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","53.8","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","#N/A","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","54.6","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","#N/A","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","64.4","64.4","64.4","64.4","64.4","64.4","64.4","64.4"
"1968:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","54.3","54.3","56.7","56.7","56.7","56.7","56.6","56.6","56.6","56.6","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","51.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.4","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","55.2","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","56.1","#N/A","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","56.0","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","#N/A","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","53.4","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2"
"1969:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","55.7","57.6","57.6","57.6","57.6","57.7","57.7","57.7","57.7","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","56.5","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","53.1","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","58.0","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","57.8","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","58.3","#N/A","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","59.0","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","#N/A","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","69.7","69.7","69.7","69.7","69.7","69.7","69.7","69.7"
"1969:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","58.9","58.8","58.8","58.8","59.0","59.0","59.0","59.0","58.1","58.1","58.1","58.1","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","58.5","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","55.1","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.2","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","#N/A","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","61.4","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","#N/A","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","72.8","72.8","72.8","72.8","72.8","72.8","72.8","72.8"
"1969:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","59.8","59.8","59.8","60.1","60.1","60.1","60.1","59.6","59.6","59.6","59.6","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","60.1","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","56.6","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.3","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","62.1","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","61.7","#N/A","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","63.5","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","#N/A","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","61.1","76.0","76.0","76.0","76.0","76.0","76.0","76.0","76.0"
"1969:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","61.1","61.3","61.9","61.9","61.9","61.9","61.1","61.1","61.1","61.1","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","62.0","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","64.0","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.8","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","63.3","#N/A","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","#N/A","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","79.3","79.3","79.3","79.3","79.3","79.3","79.3","79.3"
"1970:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","62.4","63.4","63.4","63.4","63.4","62.7","62.7","62.7","62.7","63.5","63.5","63.5","63.5","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","64.2","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","60.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.7","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","65.4","#N/A","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","67.5","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","#N/A","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","65.1","82.9","82.9","82.9","82.9","82.9","82.9","82.9","82.9"
"1970:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","64.6","64.5","64.5","64.5","63.7","63.7","63.7","63.7","64.9","64.9","64.9","64.9","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","66.2","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","63.1","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.2","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","68.0","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","#N/A","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","#N/A","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","67.7","86.6","86.6","86.6","86.6","86.6","86.6","86.6","86.6"
