"DATE","PCONX00M1","PCONX00M2","PCONX00M3","PCONX00M4","PCONX00M5","PCONX00M6","PCONX00M7","PCONX00M8","PCONX00M9","PCONX00M10","PCONX00M11","PCONX00M12","PCONX01M1","PCONX01M2","PCONX01M3","PCONX01M4","PCONX01M5","PCONX01M6","PCONX01M7","PCONX01M8","PCONX01M9","PCONX01M10","PCONX01M11","PCONX01M12","PCONX02M1","PCONX02M2","PCONX02M3","PCONX02M4","PCONX02M5","PCONX02M6","PCONX02M7","PCONX02M8","PCONX02M9","PCONX02M10","PCONX02M11","PCONX02M12","PCONX03M1","PCONX03M2","PCONX03M3","PCONX03M4","PCONX03M5","PCONX03M6","PCONX03M7","PCONX03M8","PCONX03M9","PCONX03M10","PCONX03M11","PCONX03M12","PCONX04M1","PCONX04M2","PCONX04M3","PCONX04M4","PCONX04M5","PCONX04M6","PCONX04M7","PCONX04M8","PCONX04M9","PCONX04M10","PCONX04M11","PCONX04M12","PCONX05M1","PCONX05M2","PCONX05M3","PCONX05M4","PCONX05M5","PCONX05M6","PCONX05M7","PCONX05M8","PCONX05M9","PCONX05M10","PCONX05M11","PCONX05M12","PCONX06M1","PCONX06M2","PCONX06M3","PCONX06M4","PCONX06M5","PCONX06M6","PCONX06M7","PCONX06M8","PCONX06M9","PCONX06M10","PCONX06M11","PCONX06M12","PCONX07M1","PCONX07M2","PCONX07M3","PCONX07M4","PCONX07M5","PCONX07M6","PCONX07M7","PCONX07M8","PCONX07M9","PCONX07M10","PCONX07M11","PCONX07M12","PCONX08M1","PCONX08M2","PCONX08M3","PCONX08M4","PCONX08M5","PCONX08M6","PCONX08M7","PCONX08M8","PCONX08M9","PCONX08M10","PCONX08M11","PCONX08M12","PCONX09M1","PCONX09M2","PCONX09M3","PCONX09M4","PCONX09M5","PCONX09M6","PCONX09M7","PCONX09M8","PCONX09M9","PCONX09M10","PCONX09M11","PCONX09M12"
"1980:Q2","52.38","52.38","52.38","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","51.86","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","49.275","44.825","44.825","44.825","44.825","44.825"
"1980:Q3","53.5","53.5","53.5","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","53.01","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","50.371","45.82","45.82","45.82","45.82","45.82"
"1980:Q4","54.64","54.64","54.64","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","54.16","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","51.611","46.934","46.934","46.934","46.934","46.934"
"1981:Q1","55.8","55.8","55.8","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","55.27","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","52.732","47.975","47.975","47.975","47.975","47.975"
"1981:Q2","56.85","56.85","56.85","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","56.33","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","53.713","48.876","48.876","48.876","48.876","48.876"
"1981:Q3","58.0","58.0","58.0","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","57.49","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","54.714","49.772","49.772","49.772","49.772","49.772"
"1981:Q4","59.07","59.07","59.07","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","58.6","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","55.7","50.65","50.65","50.65","50.65","50.65"
"1982:Q1","59.83","59.83","59.83","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","59.45","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","56.529","51.382","51.382","51.382","51.382","51.382"
"1982:Q2","60.65","60.65","60.65","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","60.3","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","57.302","52.072","52.072","52.072","52.072","52.072"
"1982:Q3","61.59","61.59","61.59","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","61.23","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","58.218","52.904","52.904","52.904","52.904","52.904"
"1982:Q4","62.46","62.46","62.46","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","62.08","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","59.056","53.645","53.645","53.645","53.645","53.645"
"1983:Q1","63.36","63.36","63.36","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","62.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","59.88","54.375","54.375","54.375","54.375","54.375"
"1983:Q2","64.1","64.1","64.1","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","63.56","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","60.333","54.797","54.797","54.797","54.797","54.797"
"1983:Q3","64.89","64.89","64.89","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","64.32","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","61.299","55.631","55.631","55.631","55.631","55.631"
"1983:Q4","65.58","65.58","65.58","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","64.99","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","61.778","56.078","56.078","56.078","56.078","56.078"
"1984:Q1","66.12","66.12","66.12","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","65.56","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","62.386","56.642","56.642","56.642","56.642","56.642"
"1984:Q2","66.8","66.8","66.8","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","66.25","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","63.126","57.305","57.305","57.305","57.305","57.305"
"1984:Q3","67.38","67.38","67.38","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","66.83","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","63.719","57.845","57.845","57.845","57.845","57.845"
"1984:Q4","67.93","67.93","67.93","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","67.4","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","64.177","58.261","58.261","58.261","58.261","58.261"
"1985:Q1","68.72","68.72","68.72","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","68.18","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","64.984","58.972","58.972","58.972","58.972","58.972"
"1985:Q2","69.41","69.41","69.41","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","68.87","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","65.491","59.436","59.436","59.436","59.436","59.436"
"1985:Q3","70.03","70.03","70.03","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","69.49","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","66.049","59.937","59.937","59.937","59.937","59.937"
"1985:Q4","70.75","70.75","70.75","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","70.22","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","66.589","60.436","60.436","60.436","60.436","60.436"
"1986:Q1","71.36","71.36","71.36","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","70.82","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","67.32","61.099","61.099","61.099","61.099","61.099"
"1986:Q2","71.95","71.95","71.95","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","71.42","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","67.9","61.641","61.641","61.641","61.641","61.641"
"1986:Q3","72.61","72.61","72.61","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","72.09","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","68.551","62.22","62.22","62.22","62.22","62.22"
