"DATE","NCONHHM09M8","NCONHHM09M9","NCONHHM09M10","NCONHHM09M11","NCONHHM09M12","NCONHHM10M1","NCONHHM10M2","NCONHHM10M3","NCONHHM10M4","NCONHHM10M5","NCONHHM10M6","NCONHHM10M7","NCONHHM10M8","NCONHHM10M9","NCONHHM10M10","NCONHHM10M11","NCONHHM10M12","NCONHHM11M1","NCONHHM11M2","NCONHHM11M3","NCONHHM11M4","NCONHHM11M5","NCONHHM11M6","NCONHHM11M7","NCONHHM11M8","NCONHHM11M9","NCONHHM11M10","NCONHHM11M11","NCONHHM11M12","NCONHHM12M1","NCONHHM12M2","NCONHHM12M3","NCONHHM12M4","NCONHHM12M5","NCONHHM12M6","NCONHHM12M7","NCONHHM12M8","NCONHHM12M9","NCONHHM12M10","NCONHHM12M11","NCONHHM12M12","NCONHHM13M1","NCONHHM13M2","NCONHHM13M3","NCONHHM13M4","NCONHHM13M5","NCONHHM13M6","NCONHHM13M7","NCONHHM13M8","NCONHHM13M9","NCONHHM13M10","NCONHHM13M11","NCONHHM13M12","NCONHHM14M1","NCONHHM14M2","NCONHHM14M3","NCONHHM14M4","NCONHHM14M5","NCONHHM14M6","NCONHHM14M7","NCONHHM14M8","NCONHHM14M9","NCONHHM14M10","NCONHHM14M11","NCONHHM14M12","NCONHHM15M1","NCONHHM15M2","NCONHHM15M3","NCONHHM15M4","NCONHHM15M5"
"1999:05","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6147.551","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6127.558","6117.235","6117.235","6117.235","6117.235","6117.235","6117.235","6117.235","6117.235","6117.235","6117.235"
"1999:06","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6176.773","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6156.103","6144.77","6144.77","6144.77","6144.77","6144.77","6144.77","6144.77","6144.77","6144.77","6144.77"
"1999:07","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6206.397","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6185.673","6171.272","6171.272","6171.272","6171.272","6171.272","6171.272","6171.272","6171.272","6171.272","6171.272"
"1999:08","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6250.216","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6229.754","6215.308","6215.308","6215.308","6215.308","6215.308","6215.308","6215.308","6215.308","6215.308","6215.308"
"1999:09","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6299.701","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6279.983","6266.389","6266.389","6266.389","6266.389","6266.389","6266.389","6266.389","6266.389","6266.389","6266.389"
"1999:10","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6317.893","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6298.894","6288.579","6288.579","6288.579","6288.579","6288.579","6288.579","6288.579","6288.579","6288.579","6288.579"
"1999:11","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6352.646","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6333.835","6323.411","6323.411","6323.411","6323.411","6323.411","6323.411","6323.411","6323.411","6323.411","6323.411"
"1999:12","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6450.455","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6430.844","6422.852","6422.852","6422.852","6422.852","6422.852","6422.852","6422.852","6422.852","6422.852","6422.852"
"2000:01","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6448.235","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6426.617","6417.465","6417.465","6417.465","6417.465","6417.465","6417.465","6417.465","6417.465","6417.465","6417.465"
"2000:02","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6532.713","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6509.715","6499.499","6499.499","6499.499","6499.499","6499.499","6499.499","6499.499","6499.499","6499.499","6499.499"
"2000:03","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6597.996","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6573.901","6563.135","6563.135","6563.135","6563.135","6563.135","6563.135","6563.135","6563.135","6563.135","6563.135"
"2000:04","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6580.349","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6556.591","6548.543","6548.543","6548.543","6548.543","6548.543","6548.543","6548.543","6548.543","6548.543","6548.543"
"2000:05","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6614.34","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6591.121","6583.251","6583.251","6583.251","6583.251","6583.251","6583.251","6583.251","6583.251","6583.251","6583.251"
"2000:06","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6647.594","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6625.322","6617.272","6617.272","6617.272","6617.272","6617.272","6617.272","6617.272","6617.272","6617.272","6617.272"
"2000:07","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6666.622","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6646.073","6635.47","6635.47","6635.47","6635.47","6635.47","6635.47","6635.47","6635.47","6635.47","6635.47"
"2000:08","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6697.212","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6677.797","6668.524","6668.524","6668.524","6668.524","6668.524","6668.524","6668.524","6668.524","6668.524","6668.524"
"2000:09","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6777.84","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6758.649","6749.971","6749.971","6749.971","6749.971","6749.971","6749.971","6749.971","6749.971","6749.971","6749.971"
"2000:10","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6782.376","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6763.23","6753.922","6753.922","6753.922","6753.922","6753.922","6753.922","6753.922","6753.922","6753.922","6753.922"
"2000:11","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6794.86","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6775.08","6766.022","6766.022","6766.022","6766.022","6766.022","6766.022","6766.022","6766.022","6766.022","6766.022"
"2000:12","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6839.911","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6818.906","6809.124","6809.124","6809.124","6809.124","6809.124","6809.124","6809.124","6809.124","6809.124","6809.124"
"2001:01","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6868.784","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6845.553","6838.209","6838.209","6838.209","6838.209","6838.209","6838.209","6838.209","6838.209","6838.209","6838.209"
"2001:02","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6887.025","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6861.502","6857.06","6857.06","6857.06","6857.06","6857.06","6857.06","6857.06","6857.06","6857.06","6857.06"
"2001:03","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6879.122","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6851.206","6848.327","6848.327","6848.327","6848.327","6848.327","6848.327","6848.327","6848.327","6848.327","6848.327"
"2001:04","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6897.001","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6865.817","6860.537","6860.537","6860.537","6860.537","6860.537","6860.537","6860.537","6860.537","6860.537","6860.537"
"2001:05","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6945.647","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6911.838","6905.112","6905.112","6905.112","6905.112","6905.112","6905.112","6905.112","6905.112","6905.112","6905.112"
"2001:06","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6958.633","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6923.226","6917.489","6917.489","6917.489","6917.489","6917.489","6917.489","6917.489","6917.489","6917.489","6917.489"
"2001:07","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6968.605","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6932.747","6928.391","6928.391","6928.391","6928.391","6928.391","6928.391","6928.391","6928.391","6928.391","6928.391"
"2001:08","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","7006.999","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6970.142","6964.321","6964.321","6964.321","6964.321","6964.321","6964.321","6964.321","6964.321","6964.321","6964.321"
"2001:09","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6911.552","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6873.585","6871.861","6871.861","6871.861","6871.861","6871.861","6871.861","6871.861","6871.861","6871.861","6871.861"
"2001:10","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7108.173","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7067.408","7066.71","7066.71","7066.71","7066.71","7066.71","7066.71","7066.71","7066.71","7066.71","7066.71"
"2001:11","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7068.828","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.282","7025.481","7025.481","7025.481","7025.481","7025.481","7025.481","7025.481","7025.481","7025.481","7025.481"
"2001:12","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7050.884","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7005.109","7004.811","7004.811","7004.811","7004.811","7004.811","7004.811","7004.811","7004.811","7004.811","7004.811"
"2002:01","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7080.988","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7032.953","7030.582","7030.582","7030.582","7030.582","7030.582","7030.582","7030.582","7030.582","7030.582","7030.582"
"2002:02","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7120.507","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7071.227","7070.334","7070.334","7070.334","7070.334","7070.334","7070.334","7070.334","7070.334","7070.334","7070.334"
"2002:03","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7136.527","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7087.028","7084.769","7084.769","7084.769","7084.769","7084.769","7084.769","7084.769","7084.769","7084.769","7084.769"
"2002:04","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7202.083","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7153.037","7151.55","7151.55","7151.55","7151.55","7151.55","7151.55","7151.55","7151.55","7151.55","7151.55"
"2002:05","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7177.896","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7129.07","7125.78","7125.78","7125.78","7125.78","7125.78","7125.78","7125.78","7125.78","7125.78","7125.78"
