"DATE","RCONSHH09M8","RCONSHH09M9","RCONSHH09M10","RCONSHH09M11","RCONSHH09M12","RCONSHH10M1","RCONSHH10M2","RCONSHH10M3","RCONSHH10M4","RCONSHH10M5","RCONSHH10M6","RCONSHH10M7","RCONSHH10M8","RCONSHH10M9","RCONSHH10M10","RCONSHH10M11","RCONSHH10M12","RCONSHH11M1","RCONSHH11M2","RCONSHH11M3","RCONSHH11M4","RCONSHH11M5","RCONSHH11M6","RCONSHH11M7","RCONSHH11M8","RCONSHH11M9","RCONSHH11M10","RCONSHH11M11","RCONSHH11M12","RCONSHH12M1","RCONSHH12M2","RCONSHH12M3","RCONSHH12M4","RCONSHH12M5","RCONSHH12M6","RCONSHH12M7","RCONSHH12M8","RCONSHH12M9","RCONSHH12M10","RCONSHH12M11","RCONSHH12M12","RCONSHH13M1","RCONSHH13M2","RCONSHH13M3","RCONSHH13M4","RCONSHH13M5","RCONSHH13M6","RCONSHH13M7","RCONSHH13M8","RCONSHH13M9","RCONSHH13M10","RCONSHH13M11","RCONSHH13M12","RCONSHH14M1","RCONSHH14M2","RCONSHH14M3","RCONSHH14M4","RCONSHH14M5","RCONSHH14M6","RCONSHH14M7","RCONSHH14M8","RCONSHH14M9","RCONSHH14M10","RCONSHH14M11","RCONSHH14M12","RCONSHH15M1","RCONSHH15M2","RCONSHH15M3","RCONSHH15M4","RCONSHH15M5"
"1965:Q1","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1422.8","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1424.0","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3","1539.3"
"1965:Q2","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1443.7","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1444.8","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9","1561.9"
"1965:Q3","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1462.1","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1463.3","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.9","1581.8","1581.8","1581.8","1581.8","1581.8","1581.8","1581.8","1581.8","1581.8","1581.8"
"1965:Q4","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1486.3","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1487.5","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0","1608.0"
"1966:Q1","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1501.6","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1502.9","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7","1624.7"
"1966:Q2","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1519.3","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1520.6","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.8","1643.7","1643.7","1643.7","1643.7","1643.7","1643.7","1643.7","1643.7","1643.7","1643.7"
"1966:Q3","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1533.0","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1534.4","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6","1658.6"
"1966:Q4","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1551.1","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1552.4","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.2","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1","1678.1"
"1967:Q1","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1564.9","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1566.2","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1","1693.1"
"1967:Q2","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1579.0","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1580.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.4","1708.3","1708.3","1708.3","1708.3","1708.3","1708.3","1708.3","1708.3","1708.3","1708.3"
"1967:Q3","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1599.0","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1600.3","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9","1729.9"
"1967:Q4","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1610.7","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1612.2","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8","1742.8"
"1968:Q1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1637.7","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.4","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3","1770.3"
"1968:Q2","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1662.9","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1664.5","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.4","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3","1799.3"
"1968:Q3","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1685.0","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1686.7","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.3","1823.2","1823.2","1823.2","1823.2","1823.2","1823.2","1823.2","1823.2","1823.2","1823.2"
"1968:Q4","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1704.2","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1705.9","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.1","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0","1844.0"
"1969:Q1","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1720.2","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1721.8","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.3","1861.2","1861.2","1861.2","1861.2","1861.2","1861.2","1861.2","1861.2","1861.2","1861.2"
"1969:Q2","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1741.6","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1743.3","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5","1884.5"
"1969:Q3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1755.3","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1756.8","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.2","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1","1899.1"
"1969:Q4","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1776.7","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1778.2","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3","1922.3"
"1970:Q1","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1795.3","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1796.9","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5","1942.5"
"1970:Q2","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1806.3","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1807.9","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.4","1954.3","1954.3","1954.3","1954.3","1954.3","1954.3","1954.3","1954.3","1954.3","1954.3"
"1970:Q3","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1826.0","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1827.5","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.6","1975.5","1975.5","1975.5","1975.5","1975.5","1975.5","1975.5","1975.5","1975.5","1975.5"
"1970:Q4","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1836.2","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1837.8","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.7","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6","1986.6"
"1971:Q1","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1848.4","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","1850.2","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","2000.0","1999.9","1999.9","1999.9","1999.9","1999.9","1999.9","1999.9","1999.9","1999.9","1999.9"
"1971:Q2","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1866.5","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","1868.2","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.5","2019.4","2019.4","2019.4","2019.4","2019.4","2019.4","2019.4","2019.4","2019.4","2019.4"
"1971:Q3","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1883.1","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","1884.8","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.6","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5"
"1971:Q4","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1911.3","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","1913.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1","2068.1"
"1972:Q1","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1945.3","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","1947.2","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.9","2104.8","2104.8","2104.8","2104.8","2104.8","2104.8","2104.8","2104.8","2104.8","2104.8"
"1972:Q2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1969.2","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","1971.0","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.7","2130.6","2130.6","2130.6","2130.6","2130.6","2130.6","2130.6","2130.6","2130.6","2130.6"
"1972:Q3","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1997.5","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","1999.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.3","2161.2","2161.2","2161.2","2161.2","2161.2","2161.2","2161.2","2161.2","2161.2","2161.2"
"1972:Q4","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2030.7","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.2","2197.1","2197.1","2197.1","2197.1","2197.1","2197.1","2197.1","2197.1","2197.1","2197.1"
"1973:Q1","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2059.3","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2061.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0","2228.0"
"1973:Q2","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2076.7","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2078.4","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8","2246.8"
"1973:Q3","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2093.5","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2095.2","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2265.0","2264.9","2264.9","2264.9","2264.9","2264.9","2264.9","2264.9","2264.9","2264.9","2264.9"
"1973:Q4","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2101.2","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2103.0","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.3","2273.3","2273.3","2273.3","2273.3","2273.3","2273.3","2273.3","2273.3","2273.3"
"1974:Q1","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2097.9","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2099.8","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9","2269.9"
