"DATE","HSTARTS10M1","HSTARTS10M2","HSTARTS10M3","HSTARTS10M4","HSTARTS10M5","HSTARTS10M6","HSTARTS10M7","HSTARTS10M8","HSTARTS10M9","HSTARTS10M10","HSTARTS10M11","HSTARTS10M12","HSTARTS11M1","HSTARTS11M2","HSTARTS11M3","HSTARTS11M4","HSTARTS11M5","HSTARTS11M6","HSTARTS11M7","HSTARTS11M8","HSTARTS11M9","HSTARTS11M10","HSTARTS11M11","HSTARTS11M12","HSTARTS12M1","HSTARTS12M2","HSTARTS12M3","HSTARTS12M4","HSTARTS12M5","HSTARTS12M6","HSTARTS12M7","HSTARTS12M8","HSTARTS12M9","HSTARTS12M10","HSTARTS12M11","HSTARTS12M12","HSTARTS13M1","HSTARTS13M2","HSTARTS13M3","HSTARTS13M4","HSTARTS13M5","HSTARTS13M6","HSTARTS13M7","HSTARTS13M8","HSTARTS13M9","HSTARTS13M10","HSTARTS13M11","HSTARTS13M12","HSTARTS14M1","HSTARTS14M2","HSTARTS14M3","HSTARTS14M4","HSTARTS14M5","HSTARTS14M6","HSTARTS14M7","HSTARTS14M8","HSTARTS14M9","HSTARTS14M10","HSTARTS14M11","HSTARTS14M12","HSTARTS15M1","HSTARTS15M2","HSTARTS15M3","HSTARTS15M4","HSTARTS15M5"
"2000:10","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0","1549.0"
"2000:11","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0","1551.0"
"2000:12","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0","1532.0"
"2001:01","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0","1600.0"
"2001:02","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0","1625.0"
"2001:03","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0","1590.0"
"2001:04","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0","1649.0"
"2001:05","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0","1605.0"
"2001:06","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0","1636.0"
"2001:07","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0","1670.0"
"2001:08","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0","1567.0"
"2001:09","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0","1562.0"
"2001:10","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0","1540.0"
"2001:11","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0","1602.0"
"2001:12","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0","1568.0"
"2002:01","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0","1698.0"
"2002:02","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0","1829.0"
"2002:03","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0","1642.0"
"2002:04","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0","1592.0"
"2002:05","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0","1764.0"
"2002:06","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0","1717.0"
"2002:07","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0","1655.0"
"2002:08","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0","1633.0"
"2002:09","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0","1804.0"
"2002:10","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0"
"2002:11","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0","1753.0"
"2002:12","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0","1788.0"
"2003:01","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0","1853.0"
"2003:02","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0","1629.0"
"2003:03","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0","1726.0"
"2003:04","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0","1643.0"
"2003:05","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0"
"2003:06","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0","1867.0"
"2003:07","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0","1897.0"
"2003:08","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0","1833.0"
"2003:09","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0","1939.0"
"2003:10","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0","1967.0"
"2003:11","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0","2083.0"
"2003:12","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0","2057.0"
"2004:01","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0","1911.0"
