"DATE","P10M1","P10M2","P10M3","P10M4","P10M5","P10M6","P10M7","P10M8","P10M9","P10M10","P10M11","P10M12","P11M1","P11M2","P11M3","P11M4","P11M5","P11M6","P11M7","P11M8","P11M9","P11M10","P11M11","P11M12","P12M1","P12M2","P12M3","P12M4","P12M5","P12M6","P12M7","P12M8","P12M9","P12M10","P12M11","P12M12","P13M1","P13M2","P13M3","P13M4","P13M5","P13M6","P13M7","P13M8","P13M9","P13M10","P13M11","P13M12","P14M1","P14M2","P14M3","P14M4","P14M5","P14M6","P14M7","P14M8","P14M9","P14M10","P14M11","P14M12","P15M1","P15M2","P15M3","P15M4","P15M5"
"1997:Q1","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.075","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","84.147","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.646","77.637","77.637","77.637","77.637","77.637","77.637","77.637","77.637","77.637","77.637"
"1997:Q2","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.45","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","84.522","78.007","78.007","78.007","78.007","78.007","78.007","78.007","78.007","78.007","78.007","78.007","78.007","77.998","77.998","77.998","77.998","77.998","77.998","77.998","77.998","77.998","77.998"
"1997:Q3","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.686","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","84.758","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.234","78.225","78.225","78.225","78.225","78.225","78.225","78.225","78.225","78.225","78.225"
"1997:Q4","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.007","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","85.08","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.502","78.493","78.493","78.493","78.493","78.493","78.493","78.493","78.493","78.493","78.493"
"1998:Q1","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.134","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","85.207","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.615","78.606","78.606","78.606","78.606","78.606","78.606","78.606","78.606","78.606","78.606"
"1998:Q2","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.344","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","85.417","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.795","78.786","78.786","78.786","78.786","78.786","78.786","78.786","78.786","78.786","78.786"
"1998:Q3","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.663","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","85.736","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.079","79.071","79.071","79.071","79.071","79.071","79.071","79.071","79.071","79.071","79.071"
"1998:Q4","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.888","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","85.962","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.286","79.278","79.278","79.278","79.278","79.278","79.278","79.278","79.278","79.278","79.278"
"1999:Q1","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.252","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","86.326","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.583","79.575","79.575","79.575","79.575","79.575","79.575","79.575","79.575","79.575","79.575"
"1999:Q2","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.615","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","86.689","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.911","79.908","79.908","79.908","79.908","79.908","79.908","79.908","79.908","79.908","79.908"
"1999:Q3","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.919","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","86.993","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.197","80.191","80.191","80.191","80.191","80.191","80.191","80.191","80.191","80.191","80.191"
"1999:Q4","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.275","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","87.35","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.593","80.585","80.585","80.585","80.585","80.585","80.585","80.585","80.585","80.585","80.585"
"2000:Q1","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","87.939","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","88.015","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.186","81.184","81.184","81.184","81.184","81.184","81.184","81.184","81.184","81.184","81.184"
"2000:Q2","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.386","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","88.462","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.633","81.631","81.631","81.631","81.631","81.631","81.631","81.631","81.631","81.631","81.631"
"2000:Q3","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.908","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","88.984","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.158","82.154","82.154","82.154","82.154","82.154","82.154","82.154","82.154","82.154","82.154"
"2000:Q4","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.359","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","89.435","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.598","82.591","82.591","82.591","82.591","82.591","82.591","82.591","82.591","82.591","82.591"
"2001:Q1","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","89.977","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","90.052","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.136","83.117","83.117","83.117","83.117","83.117","83.117","83.117","83.117","83.117","83.117"
"2001:Q2","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.603","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","90.679","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.708","83.699","83.699","83.699","83.699","83.699","83.699","83.699","83.699","83.699","83.699"
"2001:Q3","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.891","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","90.969","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.981","83.97","83.97","83.97","83.97","83.97","83.97","83.97","83.97","83.97","83.97"
"2001:Q4","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.144","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","91.225","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.244","84.233","84.233","84.233","84.233","84.233","84.233","84.233","84.233","84.233","84.233"
"2002:Q1","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.469","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","91.555","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.486","84.48","84.48","84.48","84.48","84.48","84.48","84.48","84.48","84.48","84.48"
"2002:Q2","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.873","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","91.958","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.843","84.829","84.829","84.829","84.829","84.829","84.829","84.829","84.829","84.829","84.829"
"2002:Q3","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.282","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","92.361","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.219","85.204","85.204","85.204","85.204","85.204","85.204","85.204","85.204","85.204","85.204"
"2002:Q4","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.828","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","92.894","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.67","85.649","85.649","85.649","85.649","85.649","85.649","85.649","85.649","85.649","85.649"
"2003:Q1","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.501","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","93.548","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.206","86.184","86.184","86.184","86.184","86.184","86.184","86.184","86.184","86.184","86.184"
"2003:Q2","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.78","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","93.819","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.47","86.463","86.463","86.463","86.463","86.463","86.463","86.463","86.463","86.463","86.463"
"2003:Q3","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.304","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","94.337","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.945","86.932","86.932","86.932","86.932","86.932","86.932","86.932","86.932","86.932","86.932"
"2003:Q4","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.813","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","94.833","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.394","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363","87.363"
"2004:Q1","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.624","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","95.64","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.137","88.115","88.115","88.115","88.115","88.115","88.115","88.115","88.115","88.115","88.115"
"2004:Q2","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.441","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","96.455","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.843","88.856","88.856","88.856","88.856","88.856","88.856","88.856","88.856","88.856","88.856"
"2004:Q3","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.146","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","97.163","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.449","89.438","89.438","89.438","89.438","89.438","89.438","89.438","89.438","89.438","89.438"
"2004:Q4","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.864","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","97.876","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.092","90.063","90.063","90.063","90.063","90.063","90.063","90.063","90.063","90.063","90.063"
"2005:Q1","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.774","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","98.784","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.904","90.894","90.894","90.894","90.894","90.894","90.894","90.894","90.894","90.894","90.894"
"2005:Q2","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.445","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","99.444","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.532","91.549","91.549","91.549","91.549","91.549","91.549","91.549","91.549","91.549","91.549"
"2005:Q3","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.47","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","100.467","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399","92.399"
"2005:Q4","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.312","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","101.305","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.12","93.098","93.098","93.098","93.098","93.098","93.098","93.098","93.098","93.098","93.098"
"2006:Q1","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.071","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","102.055","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.821","93.816","93.816","93.816","93.816","93.816","93.816","93.816","93.816","93.816","93.816"
"2006:Q2","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.98","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","102.955","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.597","94.589","94.589","94.589","94.589","94.589","94.589","94.589","94.589","94.589","94.589"
"2006:Q3","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.763","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","103.731","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.253","95.25","95.25","95.25","95.25","95.25","95.25","95.25","95.25","95.25","95.25"
"2006:Q4","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.237","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","104.206","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.595","95.591","95.591","95.591","95.591","95.591","95.591","95.591","95.591","95.591","95.591"
"2007:Q1","105.327","105.327","105.327","105.327","105.327","105.327","105.327","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.366","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","105.396","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.657","96.659","96.659","96.659","96.659","96.659","96.659","96.659","96.659","96.659","96.659"
"2007:Q2","106.026","106.026","106.026","106.026","106.026","106.026","106.026","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.188","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","106.116","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.212","97.216","97.216","97.216","97.216","97.216","97.216","97.216","97.216","97.216","97.216"
"2007:Q3","106.46","106.46","106.46","106.46","106.46","106.46","106.46","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.709","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","106.457","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.533","97.538","97.538","97.538","97.538","97.538","97.538","97.538","97.538","97.538","97.538"
"2007:Q4","107.072","107.072","107.072","107.072","107.072","107.072","107.072","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.94","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","106.956","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.948","97.945","97.945","97.945","97.945","97.945","97.945","97.945","97.945","97.945","97.945"
"2008:Q1","107.577","107.577","107.577","107.577","107.577","107.577","107.577","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.454","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","107.623","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.497","98.506","98.506","98.506","98.506","98.506","98.506","98.506","98.506","98.506","98.506"
"2008:Q2","108.061","108.061","108.061","108.061","108.061","108.061","108.061","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.295","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","108.282","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.93","98.941","98.941","98.941","98.941","98.941","98.941","98.941","98.941","98.941","98.941"
"2008:Q3","109.13","109.13","109.13","109.13","109.13","109.13","109.13","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.488","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","109.107","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.605","99.619","99.619","99.619","99.619","99.619","99.619","99.619","99.619","99.619","99.619"
"2008:Q4","109.155","109.155","109.155","109.155","109.155","109.155","109.155","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.154","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","109.247","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.799","99.805","99.805","99.805","99.805","99.805","99.805","99.805","99.805","99.805","99.805"
"2009:Q1","109.661","109.661","109.661","109.661","109.661","109.661","109.661","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.465","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.709","109.526","109.526","109.526","109.526","109.526","109.526","109.526","109.526","109.526","109.526","109.526","109.526","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.047","100.045","100.045","100.045","100.045","100.045","100.045","100.045","100.045","100.045","100.045"
"2009:Q2","109.656","109.656","109.656","109.656","109.656","109.656","109.656","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.555","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.589","109.318","109.318","109.318","109.318","109.318","109.318","109.318","109.318","109.318","109.318","109.318","109.318","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.891","99.889","99.889","99.889","99.889","99.889","99.889","99.889","99.889","99.889","99.889"
