"DATE","rconsnp09Q3","rconsnp09Q4","rconsnp10Q1","rconsnp10Q2","rconsnp10Q3","rconsnp10Q4","rconsnp11Q1","rconsnp11Q2","rconsnp11Q3","rconsnp11Q4","rconsnp12Q1","rconsnp12Q2","rconsnp12Q3","rconsnp12Q4","rconsnp13Q1","rconsnp13Q2","rconsnp13Q3","rconsnp13Q4","rconsnp14Q1","rconsnp14Q2","rconsnp14Q3","rconsnp14Q4","rconsnp15Q1","rconsnp15Q2"
"1995:Q4","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.1","145.0","145.0","145.0","145.0","145.0","145.0","145.0","145.0","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8"
"1996:Q1","150.0","150.0","150.0","150.0","150.0","150.0","150.0","150.0","149.9","149.9","149.9","149.9","149.9","149.9","149.9","149.9","137.2","137.2","137.2","137.2","137.2","137.2","137.2","137.2"
"1996:Q2","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.8","151.7","151.7","151.7","151.7","151.7","151.7","151.7","151.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7","138.7"
"1996:Q3","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","152.9","139.6","139.6","139.6","139.6","139.6","139.6","139.6","139.6"
"1996:Q4","149.1","149.1","149.1","149.1","149.1","149.1","149.1","149.1","149.0","149.0","149.0","149.0","149.0","149.0","149.0","149.0","135.6","135.6","135.6","135.6","135.6","135.6","135.6","135.6"
"1997:Q1","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.9","140.8","140.8","140.8","140.8","140.8","140.8","140.8","140.8","127.5","127.5","127.5","127.5","127.5","127.5","127.5","127.5"
"1997:Q2","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.9","139.8","139.8","139.8","139.8","139.8","139.8","139.8","139.8","126.2","126.2","126.2","126.2","126.2","126.2","126.2","126.2"
"1997:Q3","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","139.7","125.9","125.9","125.9","125.9","125.9","125.9","125.9","125.9"
"1997:Q4","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7","127.7"
"1998:Q1","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.4","146.3","146.3","146.3","146.3","146.3","146.3","146.3","146.3","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0"
"1998:Q2","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","151.0","136.4","136.4","136.4","136.4","136.4","136.4","136.4","136.4"
"1998:Q3","156.5","156.5","156.5","156.5","156.5","156.5","156.5","156.5","156.4","156.4","156.4","156.4","156.4","156.4","156.4","156.4","141.7","141.7","141.7","141.7","141.7","141.7","141.7","141.7"
"1998:Q4","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","161.8","146.9","146.9","146.9","146.9","146.9","146.9","146.9","146.9"
"1999:Q1","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","148.1","148.1","148.1","148.1","148.1","148.1","148.1","148.1"
"1999:Q2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.2","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","149.3","149.3","149.3","149.3","149.3","149.3","149.3","149.3"
"1999:Q3","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","165.4","150.5","150.5","150.5","150.5","150.5","150.5","150.5","150.5"
"1999:Q4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","167.4","152.5","152.5","152.5","152.5","152.5","152.5","152.5","152.5"
"2000:Q1","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.8","172.7","172.7","172.7","172.7","172.7","172.7","172.7","172.7","157.7","157.7","157.7","157.7","157.7","157.7","157.7","157.7"
"2000:Q2","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.6","173.5","173.5","173.5","173.5","173.5","173.5","173.5","173.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5","158.5"
"2000:Q3","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","179.9","164.7","164.7","164.7","164.7","164.7","164.7","164.7","164.7"
"2000:Q4","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.1","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7"
"2001:Q1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","170.7","170.7","170.7","170.7","170.7","170.7","170.7","170.7"
"2001:Q2","189.8","189.8","189.8","189.8","189.8","189.8","189.8","189.8","189.7","189.7","189.7","189.7","189.7","189.7","189.7","189.7","174.5","174.5","174.5","174.5","174.5","174.5","174.5","174.5"
"2001:Q3","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.9","192.8","192.8","192.8","192.8","192.8","192.8","192.8","192.8","177.6","177.6","177.6","177.6","177.6","177.6","177.6","177.6"
"2001:Q4","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","196.8","181.5","181.5","181.5","181.5","181.5","181.5","181.5","181.5"
"2002:Q1","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.4","200.3","200.3","200.3","200.3","200.3","200.3","200.3","200.3","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0"
"2002:Q2","205.0","205.0","205.0","205.0","205.0","205.0","205.0","205.0","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","190.4","190.4","190.4","190.4","190.4","190.4","190.4","190.4"
"2002:Q3","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.7","212.7","212.7","212.7","212.7","212.7","212.7","212.7","198.2","198.2","198.2","198.2","198.2","198.2","198.2","198.2"
"2002:Q4","218.1","218.1","218.1","218.1","218.1","218.1","218.1","218.1","218.0","218.0","218.0","218.0","218.0","218.0","218.0","218.0","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2"
"2003:Q1","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.6","217.1","217.1","217.1","217.1","217.1","217.1","217.1","217.1","203.5","203.5","203.5","203.5","203.5","203.5","203.5","203.5"
"2003:Q2","220.5","220.5","220.5","220.5","220.5","220.5","220.5","220.5","219.8","219.8","219.8","219.8","219.8","219.8","219.8","219.8","206.5","206.5","206.5","206.5","206.5","206.5","206.5","206.5"
"2003:Q3","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","219.3","219.3","219.3","219.3","219.3","219.3","219.3","219.3","207.5","207.5","207.5","207.5","207.5","207.5","207.5","207.5"
"2003:Q4","219.2","219.2","219.2","219.2","219.2","219.2","219.2","219.2","218.7","218.7","218.7","218.7","218.7","218.7","218.7","218.7","207.8","207.8","207.8","207.8","207.8","207.8","207.8","207.8"
"2004:Q1","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","211.2","211.2","211.2","211.2","211.2","211.2","211.2","211.2"
"2004:Q2","218.1","218.1","218.1","218.1","218.1","218.1","218.1","218.1","217.9","217.9","217.9","217.9","217.9","217.9","217.9","217.9","210.5","210.5","210.5","210.5","210.5","210.5","210.5","210.5"
"2004:Q3","217.0","217.0","217.0","217.0","217.0","217.0","217.0","217.0","216.4","216.4","216.4","216.4","216.4","216.4","216.4","216.4","209.9","209.9","209.9","209.9","209.9","209.9","209.9","209.9"
"2004:Q4","218.2","218.2","218.2","218.2","218.2","218.2","218.2","218.2","216.4","216.4","216.4","216.4","216.4","216.4","216.4","216.4","209.7","209.7","209.7","209.7","209.7","209.7","209.7","209.7"
"2005:Q1","213.4","213.4","213.4","213.4","213.4","213.4","213.4","213.4","204.0","204.0","204.0","204.0","204.0","204.0","204.0","204.0","202.7","202.7","202.7","202.7","202.7","202.7","202.7","202.7"
"2005:Q2","213.7","213.7","213.7","213.7","213.7","213.7","213.7","213.7","208.2","208.2","208.2","208.2","208.2","208.2","208.2","208.2","207.9","207.9","207.9","207.9","207.9","207.9","207.9","207.9"
"2005:Q3","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.8","212.2","212.2","212.2","212.2","212.2","212.2","212.2","212.2","209.1","209.1","209.1","209.1","209.1","209.1","209.1","209.1"
