"DATE","nconhh09Q3","nconhh09Q4","nconhh10Q1","nconhh10Q2","nconhh10Q3","nconhh10Q4","nconhh11Q1","nconhh11Q2","nconhh11Q3","nconhh11Q4","nconhh12Q1","nconhh12Q2","nconhh12Q3","nconhh12Q4","nconhh13Q1","nconhh13Q2","nconhh13Q3","nconhh13Q4","nconhh14Q1","nconhh14Q2","nconhh14Q3","nconhh14Q4","nconhh15Q1","nconhh15Q2"
"1997:Q3","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5501.398","5498.296","5498.296","5498.296","5498.296","5498.296","5498.296","5498.296","5498.296"
"1997:Q4","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5581.918","5578.433","5578.433","5578.433","5578.433","5578.433","5578.433","5578.433","5578.433"
"1998:Q1","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5635.372","5630.928","5630.928","5630.928","5630.928","5630.928","5630.928","5630.928","5630.928"
"1998:Q2","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5741.759","5736.613","5736.613","5736.613","5736.613","5736.613","5736.613","5736.613","5736.613"
"1998:Q3","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5833.634","5825.69","5825.69","5825.69","5825.69","5825.69","5825.69","5825.69","5825.69"
"1998:Q4","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5939.192","5923.653","5923.653","5923.653","5923.653","5923.653","5923.653","5923.653","5923.653"
"1999:Q1","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6017.093","6001.439","6001.439","6001.439","6001.439","5995.773","5995.773","5995.773","5995.773"
"1999:Q2","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6146.658","6126.896","6126.896","6126.896","6126.896","6116.793","6116.793","6116.793","6116.793"
"1999:Q3","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6252.105","6231.805","6231.805","6231.805","6231.805","6217.657","6217.657","6217.657","6217.657"
"1999:Q4","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6373.665","6354.524","6354.524","6354.524","6354.524","6344.948","6344.948","6344.948","6344.948"
"2000:Q1","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6526.315","6503.406","6503.406","6503.406","6503.406","6493.361","6493.361","6493.361","6493.361"
"2000:Q2","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6614.094","6591.012","6591.012","6591.012","6591.012","6583.023","6583.023","6583.023","6583.023"
"2000:Q3","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6713.891","6694.171","6694.171","6694.171","6694.171","6684.652","6684.652","6684.652","6684.652"
"2000:Q4","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6805.716","6785.741","6785.741","6785.741","6785.741","6776.358","6776.358","6776.358","6776.358"
"2001:Q1","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6878.31","6852.756","6852.756","6852.756","6852.756","6847.868","6847.868","6847.868","6847.868"
"2001:Q2","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6933.76","6900.295","6900.295","6900.295","6900.295","6894.381","6894.381","6894.381","6894.381"
"2001:Q3","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6962.385","6925.489","6925.489","6925.489","6925.489","6921.522","6921.522","6921.522","6921.522"
"2001:Q4","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7075.962","7032.597","7032.597","7032.597","7032.597","7032.331","7032.331","7032.331","7032.331"
"2002:Q1","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7112.674","7063.737","7063.737","7063.737","7063.737","7061.897","7061.897","7061.897","7061.897"
"2002:Q2","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7200.581","7151.791","7151.791","7151.791","7151.791","7148.38","7148.38","7148.38","7148.38"
"2002:Q3","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7282.465","7235.306","7235.306","7235.306","7235.306","7230.94","7230.94","7230.94","7230.94"
"2002:Q4","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7341.021","7296.977","7296.977","7296.977","7296.977","7301.619","7301.619","7301.619","7301.619"
"2003:Q1","7435.095","7435.095","7435.095","7435.095","7435.095","7435.095","7435.095","7435.095","7434.52","7434.52","7434.52","7434.52","7434.52","7434.52","7434.52","7434.52","7388.356","7388.356","7388.356","7388.356","7388.772","7388.772","7388.772","7388.772"
"2003:Q2","7511.626","7511.626","7511.626","7511.626","7511.626","7511.626","7511.626","7511.626","7515.796","7515.796","7515.796","7515.796","7515.796","7515.796","7515.796","7515.796","7479.774","7479.774","7479.774","7479.774","7479.117","7479.117","7479.117","7479.117"
"2003:Q3","7670.23","7670.23","7670.23","7670.23","7670.23","7670.23","7670.23","7670.23","7670.37","7670.37","7670.37","7670.37","7670.37","7670.37","7670.37","7670.37","7638.576","7638.576","7638.576","7638.576","7639.515","7639.515","7639.515","7639.515"
"2003:Q4","7751.839","7751.839","7751.839","7751.839","7751.839","7751.839","7751.839","7751.839","7750.736","7750.736","7750.736","7750.736","7750.736","7750.736","7750.736","7750.736","7728.674","7728.674","7728.674","7728.674","7732.667","7732.667","7732.667","7732.667"
"2004:Q1","7895.774","7895.774","7895.774","7895.774","7895.774","7895.774","7895.774","7895.774","7888.655","7888.655","7888.655","7888.655","7888.655","7888.655","7888.655","7888.655","7870.687","7870.687","7870.687","7870.687","7870.7","7870.7","7870.7","7870.7"
"2004:Q2","7999.619","7999.619","7999.619","7999.619","7999.619","7999.619","7999.619","7999.619","7984.309","7984.309","7984.309","7984.309","7984.309","7984.309","7984.309","7984.309","7976.818","7976.818","7976.818","7976.818","7979.558","7979.558","7979.558","7979.558"
"2004:Q3","8120.338","8120.338","8120.338","8120.338","8120.338","8120.338","8120.338","8120.338","8106.733","8106.733","8106.733","8106.733","8106.733","8106.733","8106.733","8106.733","8102.44","8102.44","8102.44","8102.44","8105.761","8105.761","8105.761","8105.761"
"2004:Q4","8284.514","8284.514","8284.514","8284.514","8284.514","8284.514","8284.514","8284.514","8265.093","8265.093","8265.093","8265.093","8265.093","8265.093","8265.093","8265.093","8255.594","8255.594","8255.594","8255.594","8258.565","8258.565","8258.565","8258.565"
"2005:Q1","8400.188","8400.188","8400.188","8400.188","8400.188","8400.188","8400.188","8400.188","8391.786","8391.786","8391.786","8391.786","8391.786","8391.786","8391.786","8391.786","8372.562","8372.562","8372.562","8372.562","8372.21","8372.21","8372.21","8372.21"
"2005:Q2","8536.478","8536.478","8536.478","8536.478","8536.478","8536.478","8536.478","8536.478","8525.029","8525.029","8525.029","8525.029","8525.029","8525.029","8525.029","8525.029","8513.255","8513.255","8513.255","8513.255","8516.611","8516.611","8516.611","8516.611"
"2005:Q3","8694.088","8694.088","8694.088","8694.088","8694.088","8694.088","8694.088","8694.088","8681.729","8681.729","8681.729","8681.729","8681.729","8681.729","8681.729","8681.729","8671.558","8671.558","8671.558","8671.558","8677.575","8677.575","8677.575","8677.575"
"2005:Q4","8788.938","8788.938","8788.938","8788.938","8788.938","8788.938","8788.938","8788.938","8768.726","8768.726","8768.726","8768.726","8768.726","8768.726","8768.726","8768.726","8762.916","8762.916","8762.916","8762.916","8768.97","8768.97","8768.97","8768.97"
"2006:Q1","8920.999","8920.999","8920.999","8920.999","8920.999","8920.999","8920.999","8920.999","8896.556","8896.556","8896.556","8896.556","8896.556","8896.556","8896.556","8896.556","8896.502","8896.502","8896.502","8896.502","8902.66","8902.66","8902.66","8902.66"
"2006:Q2","9029.372","9029.372","9029.372","9029.372","9029.372","9029.372","9029.372","9029.372","9012.757","9012.757","9012.757","9012.757","9012.757","9012.757","9012.757","9012.757","9007.186","9007.186","9007.186","9007.186","9013.721","9013.721","9013.721","9013.721"
"2006:Q3","9143.63","9143.63","9143.63","9143.63","9143.63","9143.63","9143.63","9143.63","9125.456","9125.456","9125.456","9125.456","9125.456","9125.456","9125.456","9125.456","9126.416","9126.416","9126.416","9126.416","9131.088","9131.088","9131.088","9131.088"
"2006:Q4","9235.255","9235.255","9235.255","9235.255","9235.255","9235.255","9235.255","9235.255","9209.305","9209.305","9209.305","9209.305","9209.305","9209.305","9209.305","9209.305","9203.0","9203.0","9203.0","9203.0","9211.768","9211.768","9211.768","9211.768"
"2007:Q1","9409.951","9409.951","9409.951","9409.951","9383.616","9383.616","9383.616","9383.616","9352.957","9352.957","9352.957","9352.957","9352.957","9352.957","9352.957","9352.957","9342.385","9342.385","9342.385","9342.385","9345.778","9345.778","9345.778","9345.778"
"2007:Q2","9517.717","9517.717","9517.717","9517.717","9507.605","9507.605","9507.605","9507.605","9475.493","9475.493","9475.493","9475.493","9475.493","9475.493","9475.493","9475.493","9453.71","9453.71","9453.71","9453.71","9457.958","9457.958","9457.958","9457.958"
"2007:Q3","9609.354","9609.354","9609.354","9609.354","9594.096","9594.096","9594.096","9594.096","9560.978","9560.978","9560.978","9560.978","9560.978","9560.978","9560.978","9560.978","9541.829","9541.829","9541.829","9541.829","9550.874","9550.874","9550.874","9550.874"
"2007:Q4","9754.749","9754.749","9754.749","9754.749","9723.265","9723.265","9723.265","9723.265","9683.994","9683.994","9683.994","9683.994","9683.994","9683.994","9683.994","9683.994","9644.746","9644.746","9644.746","9644.746","9652.3","9652.3","9652.3","9652.3"
"2008:Q1","9824.658","9824.658","9824.658","9824.658","9794.316","9794.316","9794.316","9794.316","9747.299","9747.299","9747.299","9747.299","9747.299","9747.299","9747.299","9747.299","9700.369","9700.369","9700.369","9700.369","9707.619","9707.619","9707.619","9707.619"
"2008:Q2","9920.972","9920.972","9920.972","9920.972","9908.48","9908.48","9908.48","9908.48","9844.676","9844.676","9844.676","9844.676","9844.676","9844.676","9844.676","9844.676","9811.6","9811.6","9811.6","9811.6","9816.979","9816.979","9816.979","9816.979"
"2008:Q3","9937.51","9937.51","9937.51","9937.51","9919.337","9919.337","9919.337","9919.337","9845.24","9845.24","9845.24","9845.24","9845.24","9845.24","9845.24","9845.24","9824.982","9824.982","9824.982","9824.982","9836.672","9836.672","9836.672","9836.672"
"2008:Q4","9721.64","9721.64","9721.64","9721.64","9680.511","9680.511","9680.511","9680.511","9566.53","9566.53","9566.53","9566.53","9566.53","9566.53","9566.53","9566.53","9556.476","9556.476","9556.476","9556.476","9564.741","9564.741","9564.741","9564.741"
"2009:Q1","9719.617","9719.617","9719.617","9719.617","9647.972","9647.972","9647.972","9647.972","9497.583","9497.583","9497.583","9497.583","9486.081","9486.081","9486.081","9486.081","9482.253","9482.253","9482.253","9482.253","9489.22","9489.22","9489.22","9489.22"
"2009:Q2","9725.672","9739.665","9739.665","9739.665","9669.208","9669.208","9669.208","9669.208","9504.894","9504.894","9504.894","9504.894","9487.524","9487.524","9487.524","9487.524","9491.573","9491.573","9491.573","9491.573","9496.438","9496.438","9496.438","9496.438"
"2009:Q3","#N/A","9891.746","9867.989","9867.989","9783.626","9783.626","9783.626","9783.626","9632.291","9632.291","9632.291","9632.291","9610.978","9610.978","9610.978","9610.978","9614.057","9614.057","9614.057","9614.057","9617.445","9617.445","9617.445","9617.445"
"2009:Q4","#N/A","#N/A","9982.102","9967.386","9869.099","9869.099","9869.099","9869.099","9708.666","9708.666","9708.666","9708.666","9680.991","9680.991","9680.991","9680.991","9679.81","9679.81","9679.81","9679.81","9680.713","9680.713","9680.713","9680.713"
"2010:Q1","#N/A","#N/A","#N/A","10094.746","9969.542","9969.542","9969.542","9969.542","9822.117","9822.117","9822.117","9822.117","9790.676","9790.676","9790.676","9790.676","9766.415","9766.415","9766.415","9766.415","9768.641","9768.641","9768.641","9768.641"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","10009.155","10020.666","10020.666","10020.666","9902.336","9902.336","9902.336","9902.336","9868.002","9868.002","9868.002","9868.002","9857.361","9857.361","9857.361","9857.361","9860.321","9860.321","9860.321","9860.321"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","10107.329","10098.817","10098.817","9997.355","9997.355","9997.355","9997.355","9964.566","9964.566","9964.566","9964.566","9959.547","9959.547","9959.547","9959.547","9958.712","9958.712","9958.712","9958.712"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10253.994","10246.589","10139.419","10139.419","10139.419","10139.419","10121.02","10121.02","10121.02","10121.02","10122.811","10122.811","10122.811","10122.811","10119.701","10119.701","10119.701","10119.701"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10417.648","10292.222","10292.222","10292.222","10292.222","10283.548","10283.548","10283.548","10283.548","10254.881","10254.881","10254.881","10254.881","10251.706","10251.706","10251.706","10251.706"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10375.449","10394.343","10394.343","10394.343","10394.749","10394.749","10394.749","10394.749","10386.963","10386.963","10386.963","10386.963","10378.323","10378.323","10378.323","10378.323"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10521.111","10495.673","10495.673","10491.607","10491.607","10491.607","10491.607","10493.877","10493.877","10493.877","10493.877","10474.734","10474.734","10474.734","10474.734"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10566.014","10583.627","10578.498","10578.498","10578.498","10578.498","10599.846","10599.846","10599.846","10599.846","10552.452","10552.452","10552.452","10552.452"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10718.693","10712.263","10712.263","10712.263","10712.266","10738.865","10738.865","10738.865","10738.865","10681.363","10681.363","10681.363","10681.363"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10769.076","10760.851","10760.851","10760.853","10809.715","10809.715","10809.715","10809.715","10742.962","10742.962","10742.962","10742.962"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10858.91","10853.103","10853.11","10902.134","10902.134","10902.134","10902.134","10832.988","10832.988","10832.988","10832.988"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10942.611","10946.623","10985.738","10985.738","10985.738","10985.738","10921.446","10921.446","10921.446","10921.446"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11065.706","11095.421","11095.421","11095.421","11095.421","11055.238","11055.238","11055.238","11055.238"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11148.19","11138.728","11138.728","11138.728","11110.982","11110.982","11110.982","11110.982"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11233.668","11244.496","11244.496","11210.759","11210.759","11210.759","11210.759"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11356.269","11369.481","11337.825","11337.825","11337.825","11337.825"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11494.608","11409.046","11409.046","11409.046","11409.046"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11541.122","11546.407","11546.407","11546.407"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11628.814","11669.712","11669.712"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11774.723","11784.172"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","11786.135"
