"DATE","TRANR65Q4","TRANR66Q1","TRANR66Q2","TRANR66Q3","TRANR66Q4","TRANR67Q1","TRANR67Q2","TRANR67Q3","TRANR67Q4","TRANR68Q1","TRANR68Q2","TRANR68Q3","TRANR68Q4","TRANR69Q1","TRANR69Q2","TRANR69Q3","TRANR69Q4","TRANR70Q1","TRANR70Q2","TRANR70Q3","TRANR70Q4","TRANR71Q1","TRANR71Q2","TRANR71Q3","TRANR71Q4","TRANR72Q1","TRANR72Q2","TRANR72Q3","TRANR72Q4","TRANR73Q1","TRANR73Q2","TRANR73Q3","TRANR73Q4","TRANR74Q1","TRANR74Q2","TRANR74Q3","TRANR74Q4","TRANR75Q1","TRANR75Q2","TRANR75Q3","TRANR75Q4","TRANR76Q1","TRANR76Q2","TRANR76Q3","TRANR76Q4","TRANR77Q1","TRANR77Q2","TRANR77Q3","TRANR77Q4","TRANR78Q1","TRANR78Q2","TRANR78Q3","TRANR78Q4","TRANR79Q1","TRANR79Q2","TRANR79Q3","TRANR79Q4","TRANR80Q1","TRANR80Q2","TRANR80Q3","TRANR80Q4","TRANR81Q1","TRANR81Q2","TRANR81Q3","TRANR81Q4","TRANR82Q1","TRANR82Q2","TRANR82Q3","TRANR82Q4","TRANR83Q1","TRANR83Q2","TRANR83Q3","TRANR83Q4","TRANR84Q1","TRANR84Q2","TRANR84Q3","TRANR84Q4","TRANR85Q1","TRANR85Q2","TRANR85Q3","TRANR85Q4","TRANR86Q1","TRANR86Q2","TRANR86Q3","TRANR86Q4","TRANR87Q1","TRANR87Q2","TRANR87Q3","TRANR87Q4","TRANR88Q1","TRANR88Q2","TRANR88Q3","TRANR88Q4","TRANR89Q1","TRANR89Q2","TRANR89Q3","TRANR89Q4","TRANR90Q1","TRANR90Q2","TRANR90Q3","TRANR90Q4","TRANR91Q1","TRANR91Q2","TRANR91Q3","TRANR91Q4","TRANR92Q1","TRANR92Q2","TRANR92Q3","TRANR92Q4","TRANR93Q1","TRANR93Q2","TRANR93Q3","TRANR93Q4","TRANR94Q1","TRANR94Q2","TRANR94Q3","TRANR94Q4","TRANR95Q1","TRANR95Q2","TRANR95Q3","TRANR95Q4","TRANR96Q1","TRANR96Q2","TRANR96Q3","TRANR96Q4","TRANR97Q1","TRANR97Q2","TRANR97Q3","TRANR97Q4","TRANR98Q1","TRANR98Q2","TRANR98Q3","TRANR98Q4","TRANR99Q1","TRANR99Q2","TRANR99Q3","TRANR99Q4","TRANR00Q1","TRANR00Q2","TRANR00Q3","TRANR00Q4","TRANR01Q1","TRANR01Q2","TRANR01Q3","TRANR01Q4","TRANR02Q1","TRANR02Q2","TRANR02Q3","TRANR02Q4","TRANR03Q1","TRANR03Q2","TRANR03Q3","TRANR03Q4","TRANR04Q1","TRANR04Q2","TRANR04Q3","TRANR04Q4","TRANR05Q1","TRANR05Q2","TRANR05Q3","TRANR05Q4","TRANR06Q1","TRANR06Q2","TRANR06Q3","TRANR06Q4","TRANR07Q1","TRANR07Q2","TRANR07Q3","TRANR07Q4","TRANR08Q1","TRANR08Q2","TRANR08Q3","TRANR08Q4","TRANR09Q1","TRANR09Q2","TRANR09Q3","TRANR09Q4","TRANR10Q1","TRANR10Q2","TRANR10Q3","TRANR10Q4","TRANR11Q1","TRANR11Q2","TRANR11Q3","TRANR11Q4","TRANR12Q1","TRANR12Q2","TRANR12Q3","TRANR12Q4","TRANR13Q1","TRANR13Q2","TRANR13Q3","TRANR13Q4","TRANR14Q1","TRANR14Q2","TRANR14Q3","TRANR14Q4","TRANR15Q1","TRANR15Q2"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","216.1","219.2","219.2","219.2","219.2","217.4","217.4","217.4","217.4","217.4","217.4","216.9","216.9","216.9","216.9","216.9","216.9","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","217.7","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","236.8","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","234.1","#N/A","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.2","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","#N/A","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1","203.1"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","220.9","220.6","220.6","220.6","218.8","218.8","218.8","218.8","218.8","218.8","218.2","218.2","218.2","218.2","218.2","218.2","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","218.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","238.9","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","#N/A","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.7","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","#N/A","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9","204.9"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","230.2","230.4","230.4","228.3","228.3","228.3","228.3","228.3","228.3","227.4","227.4","227.4","227.4","227.4","227.4","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","227.7","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","248.1","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","245.7","#N/A","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.2","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","#N/A","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6","213.6"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","233.6","233.9","231.8","231.8","231.8","231.8","231.8","231.8","230.5","230.5","230.5","230.5","230.5","230.5","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","231.1","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","250.2","#N/A","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.2","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","#N/A","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9","216.9"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","238.1","237.3","237.3","237.3","237.3","237.3","237.3","235.4","235.4","235.4","235.4","235.4","235.4","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","236.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","258.2","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","256.0","#N/A","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","#N/A","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5","222.5"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","243.7","243.6","243.6","243.6","243.6","243.6","241.3","241.3","241.3","241.3","241.3","241.3","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","241.9","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","261.9","#N/A","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","#N/A","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1","227.1"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","261.0","260.8","260.8","260.8","260.8","257.8","257.8","257.8","257.8","257.8","257.8","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","258.0","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","280.9","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","278.4","#N/A","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","241.6","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","#N/A","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7","242.7"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","266.7","266.5","266.5","266.5","263.1","263.1","263.1","263.1","263.1","263.1","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","264.9","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","289.1","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","286.5","#N/A","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","247.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","#N/A","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9","248.9"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","274.6","274.9","274.9","271.7","271.7","271.7","271.7","271.7","271.7","274.2","274.2","274.2","274.2","274.7","274.7","274.7","274.7","274.7","274.7","274.7","274.7","274.7","274.7","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","300.9","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","297.8","#N/A","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.3","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","#N/A","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7","258.7"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","282.2","282.5","280.7","280.7","280.7","280.7","280.7","280.7","283.2","283.2","283.2","283.2","283.1","283.1","283.1","283.1","283.1","283.1","283.1","283.1","283.1","283.1","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","308.5","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","305.3","#N/A","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.5","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","#N/A","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","312.4","310.7","310.7","310.7","310.7","310.7","310.7","313.4","313.4","313.4","313.4","313.8","313.8","313.8","313.8","313.8","313.8","313.8","313.8","313.8","313.8","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","341.6","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","338.4","#N/A","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.5","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","#N/A","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9","295.9"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","314.4","313.9","313.9","313.9","313.9","313.9","318.2","318.2","318.2","318.2","318.7","318.7","318.7","318.7","318.7","318.7","318.7","318.7","318.7","318.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","347.7","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","344.4","#N/A","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","298.9","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","#N/A","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3","299.3"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","319.1","319.6","319.6","319.6","319.6","322.8","322.8","322.8","322.8","324.4","324.4","324.4","324.4","324.1","324.1","324.1","324.1","324.1","324.1","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","354.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","351.5","#N/A","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","304.8","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","#N/A","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9","305.9"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","323.9","324.2","324.2","324.2","327.0","327.0","327.0","327.0","327.7","327.7","327.7","327.7","327.5","327.5","327.5","327.5","327.5","327.5","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","358.9","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","356.7","#N/A","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","#N/A","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3","309.3"
