"DATE","P90M1","P90M2","P90M3","P90M4","P90M5","P90M6","P90M7","P90M8","P90M9","P90M10","P90M11","P90M12","P91M1","P91M2","P91M3","P91M4","P91M5","P91M6","P91M7","P91M8","P91M9","P91M10","P91M11","P91M12","P92M1","P92M2","P92M3","P92M4","P92M5","P92M6","P92M7","P92M8","P92M9","P92M10","P92M11","P92M12","P93M1","P93M2","P93M3","P93M4","P93M5","P93M6","P93M7","P93M8","P93M9","P93M10","P93M11","P93M12","P94M1","P94M2","P94M3","P94M4","P94M5","P94M6","P94M7","P94M8","P94M9","P94M10","P94M11","P94M12","P95M1","P95M2","P95M3","P95M4","P95M5","P95M6","P95M7","P95M8","P95M9","P95M10","P95M11","P95M12","P96M1","P96M2","P96M3","P96M4","P96M5","P96M6","P96M7","P96M8","P96M9","P96M10","P96M11","P96M12","P97M1","P97M2","P97M3","P97M4","P97M5","P97M6","P97M7","P97M8","P97M9","P97M10","P97M11","P97M12","P98M1","P98M2","P98M3","P98M4","P98M5","P98M6","P98M7","P98M8","P98M9","P98M10","P98M11","P98M12","P99M1","P99M2","P99M3","P99M4","P99M5","P99M6","P99M7","P99M8","P99M9","P99M10","P99M11","P99M12"
"1982:Q3","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","100.7893","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","84.2798","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.7","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","70.69","67.0","67.0"
"1982:Q4","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","101.6839","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","84.9851","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.5","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","71.46","67.71","67.71"
"1983:Q1","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","102.4854","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","86.0288","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.1","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","72.12","68.31","68.31"
"1983:Q2","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","103.3484","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","86.6358","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.9","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","72.84","68.95","68.95"
"1983:Q3","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","104.1586","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","87.4886","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","73.5","69.54","69.54"
"1983:Q4","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","105.3698","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","88.415","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.2","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","74.19","70.14","70.14"
"1984:Q1","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","106.4664","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","89.6662","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","75.0","70.96","70.96"
"1984:Q2","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","107.3242","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","90.6033","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.6","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","75.62","71.54","71.54"
"1984:Q3","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","108.1605","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","91.6427","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.3","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","76.25","72.1","72.1"
"1984:Q4","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","108.9556","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","92.2488","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.8","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","76.82","72.6","72.6"
"1985:Q1","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","109.7303","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","93.3251","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.7","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","77.64","73.36","73.36"
"1985:Q2","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","110.5523","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","93.9527","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.3","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","78.25","73.85","73.85"
"1985:Q3","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","111.3098","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","94.6136","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","78.8","74.23","74.23"
"1985:Q4","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","112.1642","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","95.5463","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.5","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","79.44","74.75","74.75"
"1986:Q1","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","112.3673","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","96.0187","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.8","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","79.81","75.04","75.04"
"1986:Q2","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","113.2295","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","96.4514","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.3","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","80.26","75.39","75.39"
"1986:Q3","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","114.5701","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","97.2261","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.8","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","80.81","75.85","75.85"
"1986:Q4","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","115.098","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","97.9558","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.5","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","81.44","76.38","76.38"
"1987:Q1","116.0137","116.0137","116.0137","116.0137","116.0137","116.0137","116.0137","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","116.143","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","98.8408","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.1","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","82.11","77.02","77.02"
"1987:Q2","117.0629","117.0629","117.0629","117.0629","117.0629","117.0629","117.0629","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","117.0484","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","99.5482","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.7","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","82.68","77.54","77.54"
"1987:Q3","117.9147","117.9147","117.9147","117.9147","117.9147","117.9147","117.9147","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","117.9533","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","100.3115","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.4","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","83.35","78.09","78.09"
"1987:Q4","118.5537","118.5537","118.5537","118.5537","118.5537","118.5537","118.5537","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","118.5401","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","101.2431","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.1","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","84.08","78.71","78.71"
"1988:Q1","119.2463","119.2463","119.2463","119.2463","119.2463","119.2463","119.2463","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","119.2837","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","102.0858","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.7","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","84.69","79.23","79.23"
"1988:Q2","120.6398","120.6398","120.6398","120.6398","120.6398","120.6398","120.6398","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","120.6101","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","103.2392","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.6","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","85.56","80.03","80.03"
