"DATE","P90M1","P90M2","P90M3","P90M4","P90M5","P90M6","P90M7","P90M8","P90M9","P90M10","P90M11","P90M12","P91M1","P91M2","P91M3","P91M4","P91M5","P91M6","P91M7","P91M8","P91M9","P91M10","P91M11","P91M12","P92M1","P92M2","P92M3","P92M4","P92M5","P92M6","P92M7","P92M8","P92M9","P92M10","P92M11","P92M12","P93M1","P93M2","P93M3","P93M4","P93M5","P93M6","P93M7","P93M8","P93M9","P93M10","P93M11","P93M12","P94M1","P94M2","P94M3","P94M4","P94M5","P94M6","P94M7","P94M8","P94M9","P94M10","P94M11","P94M12","P95M1","P95M2","P95M3","P95M4","P95M5","P95M6","P95M7","P95M8","P95M9","P95M10","P95M11","P95M12","P96M1","P96M2","P96M3","P96M4","P96M5","P96M6","P96M7","P96M8","P96M9","P96M10","P96M11","P96M12","P97M1","P97M2","P97M3","P97M4","P97M5","P97M6","P97M7","P97M8","P97M9","P97M10","P97M11","P97M12","P98M1","P98M2","P98M3","P98M4","P98M5","P98M6","P98M7","P98M8","P98M9","P98M10","P98M11","P98M12","P99M1","P99M2","P99M3","P99M4","P99M5","P99M6","P99M7","P99M8","P99M9","P99M10","P99M11","P99M12"
"1949:Q3","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","23.4138","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","19.8004","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","17.99","#N/A","#N/A"
"1949:Q4","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","23.4388","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","19.7941","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","18.0","#N/A","#N/A"
"1950:Q1","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","23.4541","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","19.8608","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","17.94","#N/A","#N/A"
"1950:Q2","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","23.6156","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","19.9426","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","18.02","#N/A","#N/A"
"1950:Q3","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","24.2145","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","20.4332","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","18.38","#N/A","#N/A"
"1950:Q4","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","24.4485","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","20.6602","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","18.7","#N/A","#N/A"
"1951:Q1","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","25.0972","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","21.3816","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","19.35","#N/A","#N/A"
"1951:Q2","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","25.0606","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","21.2556","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","19.44","#N/A","#N/A"
"1951:Q3","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","25.0185","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","21.1808","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","19.5","#N/A","#N/A"
"1951:Q4","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","25.2286","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","21.3033","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","19.74","#N/A","#N/A"
"1952:Q1","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","25.2118","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","21.3473","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","#N/A","#N/A"
"1952:Q2","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","25.3093","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","21.32","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","19.84","#N/A","#N/A"
