"DATE","EMPLOY64M12","EMPLOY65M1","EMPLOY65M2","EMPLOY65M3","EMPLOY65M4","EMPLOY65M5","EMPLOY65M6","EMPLOY65M7","EMPLOY65M8","EMPLOY65M9","EMPLOY65M10","EMPLOY65M11","EMPLOY65M12","EMPLOY66M1","EMPLOY66M2","EMPLOY66M3","EMPLOY66M4","EMPLOY66M5","EMPLOY66M6","EMPLOY66M7","EMPLOY66M8","EMPLOY66M9","EMPLOY66M10","EMPLOY66M11","EMPLOY66M12","EMPLOY67M1","EMPLOY67M2","EMPLOY67M3","EMPLOY67M4","EMPLOY67M5","EMPLOY67M6","EMPLOY67M7","EMPLOY67M8","EMPLOY67M9","EMPLOY67M10","EMPLOY67M11","EMPLOY67M12","EMPLOY68M1","EMPLOY68M2","EMPLOY68M3","EMPLOY68M4","EMPLOY68M5","EMPLOY68M6","EMPLOY68M7","EMPLOY68M8","EMPLOY68M9","EMPLOY68M10","EMPLOY68M11","EMPLOY68M12","EMPLOY69M1","EMPLOY69M2","EMPLOY69M3","EMPLOY69M4","EMPLOY69M5","EMPLOY69M6","EMPLOY69M7","EMPLOY69M8","EMPLOY69M9","EMPLOY69M10","EMPLOY69M11","EMPLOY69M12"
"1942:05","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0","39632.0"
"1942:06","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0","39865.0"
"1942:07","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0","40344.0"
"1942:08","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0","40883.0"
"1942:09","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0","41120.0"
"1942:10","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0","41343.0"
"1942:11","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0","41529.0"
"1942:12","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0","41824.0"
"1943:01","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0","42070.0"
"1943:02","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0","42282.0"
"1943:03","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0"
"1943:04","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0","42432.0"
"1943:05","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0","42404.0"
"1943:06","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0","42559.0"
"1943:07","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0","42441.0"
"1943:08","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0","42451.0"
"1943:09","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0","42392.0"
"1943:10","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0","42637.0"
"1943:11","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0","42686.0"
"1943:12","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0","42603.0"
"1944:01","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0","42517.0"
"1944:02","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0","42413.0"
"1944:03","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0","42177.0"
"1944:04","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0","41878.0"
"1944:05","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0","41783.0"
"1944:06","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0","41744.0"
"1944:07","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0","41651.0"
"1944:08","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0","41700.0"
"1944:09","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0","41560.0"
"1944:10","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0","41649.0"
"1944:11","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0","41583.0"
"1944:12","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0","41728.0"
