"DATE","RCON10M1","RCON10M2","RCON10M3","RCON10M4","RCON10M5","RCON10M6","RCON10M7","RCON10M8","RCON10M9","RCON10M10","RCON10M11","RCON10M12","RCON11M1","RCON11M2","RCON11M3","RCON11M4","RCON11M5","RCON11M6","RCON11M7","RCON11M8","RCON11M9","RCON11M10","RCON11M11","RCON11M12","RCON12M1","RCON12M2","RCON12M3","RCON12M4","RCON12M5","RCON12M6","RCON12M7","RCON12M8","RCON12M9","RCON12M10","RCON12M11","RCON12M12","RCON13M1","RCON13M2","RCON13M3","RCON13M4","RCON13M5","RCON13M6","RCON13M7","RCON13M8","RCON13M9","RCON13M10","RCON13M11","RCON13M12","RCON14M1","RCON14M2","RCON14M3","RCON14M4","RCON14M5","RCON14M6","RCON14M7","RCON14M8","RCON14M9","RCON14M10","RCON14M11","RCON14M12","RCON15M1","RCON15M2","RCON15M3","RCON15M4","RCON15M5"
"1957:Q1","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1620.3","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1619.5","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.6","1717.5","1717.5","1717.5","1717.5","1717.5","1717.5","1717.5","1717.5","1717.5","1717.5"
"1957:Q2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1623.2","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1622.4","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.6","1720.5","1720.5","1720.5","1720.5","1720.5","1720.5","1720.5","1720.5","1720.5","1720.5"
"1957:Q3","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1635.3","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1","1734.1"
"1957:Q4","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.9","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1636.1","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9","1734.9"
"1958:Q1","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1614.6","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1613.9","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1","1711.1"
"1958:Q2","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.9","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1627.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1","1725.1"
"1958:Q3","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1654.5","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1653.8","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.6","1753.5","1753.5","1753.5","1753.5","1753.5","1753.5","1753.5","1753.5","1753.5","1753.5"
"1958:Q4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1676.4","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1675.6","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1","1777.1"
"1959:Q1","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1707.4","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1706.7","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.5","1809.4","1809.4","1809.4","1809.4","1809.4","1809.4","1809.4","1809.4","1809.4","1809.4"
"1959:Q2","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1733.7","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1732.9","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.4","1837.3","1837.3","1837.3","1837.3","1837.3","1837.3","1837.3","1837.3","1837.3","1837.3"
"1959:Q3","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.8","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1751.0","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5","1856.5"
"1959:Q4","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1753.7","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1752.9","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6","1858.6"
"1960:Q1","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1770.5","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1769.7","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.4","1876.3","1876.3","1876.3","1876.3","1876.3","1876.3","1876.3","1876.3","1876.3","1876.3"
"1960:Q2","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.9","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1792.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1","1900.1"
"1960:Q3","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.8","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1785.0","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5","1892.5"
"1960:Q4","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1788.2","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1787.4","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1895.0","1894.9","1894.9","1894.9","1894.9","1894.9","1894.9","1894.9","1894.9","1894.9","1894.9"
"1961:Q1","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1787.7","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1786.9","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4","1894.4"
"1961:Q2","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1814.3","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1813.4","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.7","1922.6","1922.6","1922.6","1922.6","1922.6","1922.6","1922.6","1922.6","1922.6","1922.6"
"1961:Q3","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1823.1","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1822.2","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0","1932.0"
"1961:Q4","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1859.6","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1858.7","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.8","1970.7","1970.7","1970.7","1970.7","1970.7","1970.7","1970.7","1970.7","1970.7","1970.7"
"1962:Q1","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1879.4","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1878.5","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7","1991.7"
"1962:Q2","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1902.5","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","1901.6","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.1","2016.1","2016.1","2016.1","2016.1","2016.1","2016.1","2016.1","2016.1","2016.1"
"1962:Q3","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.9","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","1917.0","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5","2032.5"
"1962:Q4","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1945.1","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","1944.2","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3","2061.3"
"1963:Q1","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1958.2","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","1957.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.2","2075.2","2075.2","2075.2","2075.2","2075.2","2075.2","2075.2","2075.2","2075.2"
"1963:Q2","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.9","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","1976.0","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1","2095.1"
"1963:Q3","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2003.8","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2002.9","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7","2123.7"
"1963:Q4","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2020.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2019.6","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4","2141.4"
"1964:Q1","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2060.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2059.5","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6","2183.6"
"1964:Q2","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2096.7","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2095.8","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0","2222.0"
"1964:Q3","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2135.2","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2134.3","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.9","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8"
"1964:Q4","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2141.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2140.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2","2269.2"
"1965:Q1","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2188.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2187.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8","2319.8"
"1965:Q2","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2212.0","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5","2345.5"
"1965:Q3","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2251.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2250.0","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9","2385.9"
"1965:Q4","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2314.3","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2313.2","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2453.0","2452.9","2452.9","2452.9","2452.9","2452.9","2452.9","2452.9","2452.9","2452.9","2452.9"
"1966:Q1","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2348.5","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2347.4","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1","2489.1"
"1966:Q2","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2354.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2353.5","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4","2495.4"
"1966:Q3","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2381.5","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2380.4","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8","2523.8"
"1966:Q4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2391.4","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2390.3","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2","2534.2"
