"DATE","RCON10M1","RCON10M2","RCON10M3","RCON10M4","RCON10M5","RCON10M6","RCON10M7","RCON10M8","RCON10M9","RCON10M10","RCON10M11","RCON10M12","RCON11M1","RCON11M2","RCON11M3","RCON11M4","RCON11M5","RCON11M6","RCON11M7","RCON11M8","RCON11M9","RCON11M10","RCON11M11","RCON11M12","RCON12M1","RCON12M2","RCON12M3","RCON12M4","RCON12M5","RCON12M6","RCON12M7","RCON12M8","RCON12M9","RCON12M10","RCON12M11","RCON12M12","RCON13M1","RCON13M2","RCON13M3","RCON13M4","RCON13M5","RCON13M6","RCON13M7","RCON13M8","RCON13M9","RCON13M10","RCON13M11","RCON13M12","RCON14M1","RCON14M2","RCON14M3","RCON14M4","RCON14M5","RCON14M6","RCON14M7","RCON14M8","RCON14M9","RCON14M10","RCON14M11","RCON14M12","RCON15M1","RCON15M2","RCON15M3","RCON15M4","RCON15M5"
"2004:Q4","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8654.2","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","8631.3","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9334.5","9337.8","9337.8","9337.8","9337.8","9337.8","9337.8","9337.8","9337.8","9337.8","9337.8"
"2005:Q1","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8719.0","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","8700.1","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.5","9409.2","9409.2","9409.2","9409.2","9409.2","9409.2","9409.2","9409.2","9409.2","9409.2"
"2005:Q2","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8802.9","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","8786.2","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9507.8","9511.5","9511.5","9511.5","9511.5","9511.5","9511.5","9511.5","9511.5","9511.5","9511.5"
"2005:Q3","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8865.6","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","8852.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9578.9","9585.2","9585.2","9585.2","9585.2","9585.2","9585.2","9585.2","9585.2","9585.2","9585.2"
"2005:Q4","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8888.5","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","8874.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9614.9","9621.3","9621.3","9621.3","9621.3","9621.3","9621.3","9621.3","9621.3","9621.3","9621.3"
"2006:Q1","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8986.6","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","8965.8","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9722.7","9729.2","9729.2","9729.2","9729.2","9729.2","9729.2","9729.2","9729.2","9729.2","9729.2"
"2006:Q2","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9035.0","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9019.8","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9774.2","9781.0","9781.0","9781.0","9781.0","9781.0","9781.0","9781.0","9781.0","9781.0","9781.0"
"2006:Q3","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9090.7","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9073.9","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9833.4","9838.1","9838.1","9838.1","9838.1","9838.1","9838.1","9838.1","9838.1","9838.1","9838.1"
"2006:Q4","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9181.6","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9158.3","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9929.2","9938.4","9938.4","9938.4","9938.4","9938.4","9938.4","9938.4","9938.4","9938.4","9938.4"
"2007:Q1","9265.1","9265.1","9265.1","9265.1","9265.1","9265.1","9265.1","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9235.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9987.1","9990.7","9990.7","9990.7","9990.7","9990.7","9990.7","9990.7","9990.7","9990.7","9990.7"
"2007:Q2","9291.5","9291.5","9291.5","9291.5","9291.5","9291.5","9291.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9270.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","9244.5","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10020.4","10024.6","10024.6","10024.6","10024.6","10024.6","10024.6","10024.6","10024.6","10024.6","10024.6"
"2007:Q3","9335.6","9335.6","9335.6","9335.6","9335.6","9335.6","9335.6","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9310.0","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","9285.2","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10060.1","10069.2","10069.2","10069.2","10069.2","10069.2","10069.2","10069.2","10069.2","10069.2","10069.2"
"2007:Q4","9363.6","9363.6","9363.6","9363.6","9363.6","9363.6","9363.6","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9342.3","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","9312.6","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10074.5","10081.8","10081.8","10081.8","10081.8","10081.8","10081.8","10081.8","10081.8","10081.8","10081.8"
"2008:Q1","9349.6","9349.6","9349.6","9349.6","9349.6","9349.6","9349.6","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9324.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","9289.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10054.1","10061.0","10061.0","10061.0","10061.0","10061.0","10061.0","10061.0","10061.0","10061.0","10061.0"
"2008:Q2","9351.0","9351.0","9351.0","9351.0","9351.0","9351.0","9351.0","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9326.2","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","9285.8","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10073.0","10077.9","10077.9","10077.9","10077.9","10077.9","10077.9","10077.9","10077.9","10077.9","10077.9"
"2008:Q3","9267.7","9267.7","9267.7","9267.7","9267.7","9267.7","9267.7","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9243.5","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9196.0","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","9993.7","10005.1","10005.1","10005.1","10005.1","10005.1","10005.1","10005.1","10005.1","10005.1","10005.1"
"2008:Q4","9195.3","9195.3","9195.3","9195.3","9195.3","9195.3","9195.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9166.3","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9076.0","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9876.2","9884.7","9884.7","9884.7","9884.7","9884.7","9884.7","9884.7","9884.7","9884.7","9884.7"
"2009:Q1","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9209.2","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9154.1","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9040.9","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9039.5","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9843.6","9850.8","9850.8","9850.8","9850.8","9850.8","9850.8","9850.8","9850.8","9850.8","9850.8"
"2009:Q2","9189.0","9189.0","9189.0","9189.0","9189.0","9189.0","9189.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","9117.0","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8998.5","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","8999.3","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9801.5","9806.4","9806.4","9806.4","9806.4","9806.4","9806.4","9806.4","9806.4","9806.4","9806.4"
"2009:Q3","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9252.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9161.6","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9050.3","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9046.2","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9862.7","9865.9","9865.9","9865.9","9865.9","9865.9","9865.9","9865.9","9865.9","9865.9","9865.9"
"2009:Q4","#N/A","9298.5","9291.7","9289.5","9289.5","9289.5","9289.5","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9182.9","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9060.2","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9045.4","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9863.9","9864.8","9864.8","9864.8","9864.8","9864.8","9864.8","9864.8","9864.8","9864.8","9864.8"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","9372.7","9368.7","9359.0","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9225.4","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9121.2","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9100.8","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9915.4","9917.7","9917.7","9917.7","9917.7","9917.7","9917.7","9917.7","9917.7","9917.7","9917.7"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9262.7","9270.3","9275.7","9275.7","9275.7","9275.7","9275.7","9275.7","9275.7","9275.7","9275.7","9275.7","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9186.9","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9159.4","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9995.3","9998.4","9998.4","9998.4","9998.4","9998.4","9998.4","9998.4","9998.4","9998.4","9998.4"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9334.6","9340.3","9330.6","9330.6","9330.6","9330.6","9330.6","9330.6","9330.6","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9247.1","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","9216.0","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.7","10063.1","10063.1","10063.1","10063.1","10063.1","10063.1","10063.1","10063.1","10063.1","10063.1"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9431.2","9425.9","9422.9","9422.9","9422.9","9422.9","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9328.4","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","9308.5","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10169.0","10166.1","10166.1","10166.1","10166.1","10166.1","10166.1","10166.1","10166.1","10166.1","10166.1"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9486.4","9473.5","9473.3","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9376.7","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","9380.9","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10221.3","10217.1","10217.1","10217.1","10217.1","10217.1","10217.1","10217.1","10217.1","10217.1","10217.1"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9378.9","9386.7","9392.7","9392.7","9392.7","9392.7","9392.7","9392.7","9392.7","9392.7","9392.7","9392.7","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","9403.2","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10258.9","10237.7","10237.7","10237.7","10237.7","10237.7","10237.7","10237.7","10237.7","10237.7","10237.7"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9449.5","9446.5","9433.5","9433.5","9433.5","9433.5","9433.5","9433.5","9433.5","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","9441.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10311.9","10282.2","10282.2","10282.2","10282.2","10282.2","10282.2","10282.2","10282.2","10282.2","10282.2"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9481.3","9483.7","9482.1","9482.1","9482.1","9482.1","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","9489.3","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10373.1","10316.8","10316.8","10316.8","10316.8","10316.8","10316.8","10316.8","10316.8","10316.8","10316.8"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9550.2","9545.6","9540.1","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","9546.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10447.8","10387.6","10387.6","10387.6","10387.6","10387.6","10387.6","10387.6","10387.6","10387.6","10387.6"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9582.0","9586.9","9582.5","9582.5","9582.5","9582.5","9582.5","9582.5","9582.5","9582.5","9582.5","9582.5","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10496.8","10420.2","10420.2","10420.2","10420.2","10420.2","10420.2","10420.2","10420.2","10420.2","10420.2"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9630.3","9615.9","9620.1","9620.1","9620.1","9620.1","9620.1","9620.1","9620.1","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10541.0","10470.4","10470.4","10470.4","10470.4","10470.4","10470.4","10470.4","10470.4","10470.4","10470.4"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9671.9","9670.0","9663.9","9663.9","9663.9","9663.9","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10584.8","10520.6","10520.6","10520.6","10520.6","10520.6","10520.6","10520.6","10520.6","10520.6","10520.6"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","9740.0","9745.5","9726.2","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10644.0","10613.7","10613.7","10613.7","10613.7","10613.7","10613.7","10613.7","10613.7","10613.7","10613.7"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10690.9","10690.6","10691.9","10691.9","10691.9","10691.9","10691.9","10691.9","10691.9","10691.9","10691.9","10691.9","10660.4","10660.4","10660.4","10660.4","10660.4","10660.4","10660.4","10660.4","10660.4","10660.4"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10732.3","10728.7","10744.2","10744.2","10744.2","10744.2","10744.2","10744.2","10744.2","10713.3","10713.3","10713.3","10713.3","10713.3","10713.3","10713.3","10713.3","10713.3","10713.3"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10832.8","10812.1","10831.5","10831.5","10831.5","10831.5","10811.4","10811.4","10811.4","10811.4","10811.4","10811.4","10811.4","10811.4","10811.4","10811.4"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10912.3","10914.4","10859.2","10844.3","10844.3","10844.3","10844.3","10844.3","10844.3","10844.3","10844.3","10844.3","10844.3"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10910.5","10910.4","10912.6","10912.6","10912.6","10912.6","10912.6","10912.6","10912.6","10912.6"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","10960.9","10972.1","10999.5","10999.5","10999.5","10999.5","10999.5"
