"DATE","RCONND65Q4","RCONND66Q1","RCONND66Q2","RCONND66Q3","RCONND66Q4","RCONND67Q1","RCONND67Q2","RCONND67Q3","RCONND67Q4","RCONND68Q1","RCONND68Q2","RCONND68Q3","RCONND68Q4","RCONND69Q1","RCONND69Q2","RCONND69Q3","RCONND69Q4","RCONND70Q1","RCONND70Q2","RCONND70Q3","RCONND70Q4","RCONND71Q1","RCONND71Q2","RCONND71Q3","RCONND71Q4","RCONND72Q1","RCONND72Q2","RCONND72Q3","RCONND72Q4","RCONND73Q1","RCONND73Q2","RCONND73Q3","RCONND73Q4","RCONND74Q1","RCONND74Q2","RCONND74Q3","RCONND74Q4","RCONND75Q1","RCONND75Q2","RCONND75Q3","RCONND75Q4","RCONND76Q1","RCONND76Q2","RCONND76Q3","RCONND76Q4","RCONND77Q1","RCONND77Q2","RCONND77Q3","RCONND77Q4","RCONND78Q1","RCONND78Q2","RCONND78Q3","RCONND78Q4","RCONND79Q1","RCONND79Q2","RCONND79Q3","RCONND79Q4","RCONND80Q1","RCONND80Q2","RCONND80Q3","RCONND80Q4","RCONND81Q1","RCONND81Q2","RCONND81Q3","RCONND81Q4","RCONND82Q1","RCONND82Q2","RCONND82Q3","RCONND82Q4","RCONND83Q1","RCONND83Q2","RCONND83Q3","RCONND83Q4","RCONND84Q1","RCONND84Q2","RCONND84Q3","RCONND84Q4","RCONND85Q1","RCONND85Q2","RCONND85Q3","RCONND85Q4","RCONND86Q1","RCONND86Q2","RCONND86Q3","RCONND86Q4","RCONND87Q1","RCONND87Q2","RCONND87Q3","RCONND87Q4","RCONND88Q1","RCONND88Q2","RCONND88Q3","RCONND88Q4","RCONND89Q1","RCONND89Q2","RCONND89Q3","RCONND89Q4","RCONND90Q1","RCONND90Q2","RCONND90Q3","RCONND90Q4","RCONND91Q1","RCONND91Q2","RCONND91Q3","RCONND91Q4","RCONND92Q1","RCONND92Q2","RCONND92Q3","RCONND92Q4","RCONND93Q1","RCONND93Q2","RCONND93Q3","RCONND93Q4","RCONND94Q1","RCONND94Q2","RCONND94Q3","RCONND94Q4","RCONND95Q1","RCONND95Q2","RCONND95Q3","RCONND95Q4","RCONND96Q1","RCONND96Q2","RCONND96Q3","RCONND96Q4","RCONND97Q1","RCONND97Q2","RCONND97Q3","RCONND97Q4","RCONND98Q1","RCONND98Q2","RCONND98Q3","RCONND98Q4","RCONND99Q1","RCONND99Q2","RCONND99Q3","RCONND99Q4","RCONND00Q1","RCONND00Q2","RCONND00Q3","RCONND00Q4","RCONND01Q1","RCONND01Q2","RCONND01Q3","RCONND01Q4","RCONND02Q1","RCONND02Q2","RCONND02Q3","RCONND02Q4","RCONND03Q1","RCONND03Q2","RCONND03Q3","RCONND03Q4","RCONND04Q1","RCONND04Q2","RCONND04Q3","RCONND04Q4","RCONND05Q1","RCONND05Q2","RCONND05Q3","RCONND05Q4","RCONND06Q1","RCONND06Q2","RCONND06Q3","RCONND06Q4","RCONND07Q1","RCONND07Q2","RCONND07Q3","RCONND07Q4","RCONND08Q1","RCONND08Q2","RCONND08Q3","RCONND08Q4","RCONND09Q1","RCONND09Q2","RCONND09Q3","RCONND09Q4","RCONND10Q1","RCONND10Q2","RCONND10Q3","RCONND10Q4","RCONND11Q1","RCONND11Q2","RCONND11Q3","RCONND11Q4","RCONND12Q1","RCONND12Q2","RCONND12Q3","RCONND12Q4","RCONND13Q1","RCONND13Q2","RCONND13Q3","RCONND13Q4","RCONND14Q1","RCONND14Q2","RCONND14Q3","RCONND14Q4","RCONND15Q1","RCONND15Q2"
"1977:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","329.1","332.4","332.4","329.2","329.2","329.2","329.2","332.1","332.1","332.1","332.1","332.1","332.1","334.0","334.0","334.0","334.0","334.0","334.0","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","332.4","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","728.3","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","816.7","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","1006.5","#N/A","998.0","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","998.1","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.3","1078.2","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0"
"1977:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","340.9","342.7","338.1","338.1","338.1","338.1","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","338.7","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","740.9","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","829.2","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","1024.4","#N/A","1016.3","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1016.4","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1098.0","1097.9","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4"
"1978:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","339.2","333.3","333.3","333.3","333.3","337.3","337.3","337.3","337.3","337.3","337.3","339.8","339.8","339.8","339.8","339.8","339.8","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","339.1","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","745.8","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","833.5","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","1029.9","#N/A","1022.8","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1022.9","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.8","1104.6","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9"
"1978:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","335.4","336.3","336.3","336.3","339.4","339.4","339.4","339.4","339.4","339.4","342.4","342.4","342.4","342.4","342.4","342.4","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","341.0","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","749.1","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","840.9","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","1040.5","#N/A","1033.8","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1033.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.9","1116.6","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","339.2","340.4","340.4","344.7","344.7","344.7","344.7","344.7","344.7","347.2","347.2","347.2","347.2","347.2","347.2","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","345.3","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","753.5","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","848.0","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","1050.3","#N/A","1044.8","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1044.7","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.9","1128.5","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","346.6","348.5","351.9","351.9","351.9","351.9","351.9","351.9","353.5","353.5","353.5","353.5","353.5","353.5","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","352.2","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","766.3","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","856.9","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","1062.1","#N/A","1057.2","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1057.3","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.5","1142.2","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","347.1","348.1","348.1","348.1","348.1","348.1","348.1","351.1","351.1","351.1","351.1","351.1","351.1","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","766.2","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","860.5","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","1066.7","#N/A","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1062.8","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1148.2","1147.9","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","342.7","344.1","344.1","344.1","344.1","344.1","350.6","350.6","350.6","350.6","350.6","350.6","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","349.2","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","762.1","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","1061.6","#N/A","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1058.4","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.6","1143.3","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","346.6","349.2","349.2","349.2","349.2","355.4","355.4","355.4","355.4","355.4","355.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","353.4","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","766.0","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","863.5","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","1070.8","#N/A","1069.8","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1069.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.9","1155.7","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","356.0","355.1","355.1","355.1","361.3","361.3","361.3","361.3","361.3","361.3","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","359.8","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","772.2","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","870.8","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","1079.7","#N/A","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1078.4","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.3","1165.2","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","354.5","354.1","354.1","361.5","361.5","361.5","361.5","361.5","361.5","357.8","357.8","357.8","357.8","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","358.5","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","767.9","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","869.2","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","1076.1","#N/A","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1162.3","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","349.1","347.8","356.6","356.6","356.6","356.6","356.6","356.6","352.7","352.7","352.7","352.7","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","354.2","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","760.9","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","857.4","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","1061.7","#N/A","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1062.0","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1147.3","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","348.0","354.9","354.9","354.9","354.9","354.9","354.9","353.7","353.7","353.7","353.7","353.5","353.5","353.5","353.5","353.5","353.5","353.5","353.5","353.5","353.5","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","759.9","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","855.3","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","1058.6","#N/A","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1059.8","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.2","1145.3","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6"
