"DATE","NCPROFAT65Q4","NCPROFAT66Q1","NCPROFAT66Q2","NCPROFAT66Q3","NCPROFAT66Q4","NCPROFAT67Q1","NCPROFAT67Q2","NCPROFAT67Q3","NCPROFAT67Q4","NCPROFAT68Q1","NCPROFAT68Q2","NCPROFAT68Q3","NCPROFAT68Q4","NCPROFAT69Q1","NCPROFAT69Q2","NCPROFAT69Q3","NCPROFAT69Q4","NCPROFAT70Q1","NCPROFAT70Q2","NCPROFAT70Q3","NCPROFAT70Q4","NCPROFAT71Q1","NCPROFAT71Q2","NCPROFAT71Q3","NCPROFAT71Q4","NCPROFAT72Q1","NCPROFAT72Q2","NCPROFAT72Q3","NCPROFAT72Q4","NCPROFAT73Q1","NCPROFAT73Q2","NCPROFAT73Q3","NCPROFAT73Q4","NCPROFAT74Q1","NCPROFAT74Q2","NCPROFAT74Q3","NCPROFAT74Q4","NCPROFAT75Q1","NCPROFAT75Q2","NCPROFAT75Q3","NCPROFAT75Q4","NCPROFAT76Q1","NCPROFAT76Q2","NCPROFAT76Q3","NCPROFAT76Q4","NCPROFAT77Q1","NCPROFAT77Q2","NCPROFAT77Q3","NCPROFAT77Q4","NCPROFAT78Q1","NCPROFAT78Q2","NCPROFAT78Q3","NCPROFAT78Q4","NCPROFAT79Q1","NCPROFAT79Q2","NCPROFAT79Q3","NCPROFAT79Q4","NCPROFAT80Q1","NCPROFAT80Q2","NCPROFAT80Q3","NCPROFAT80Q4","NCPROFAT81Q1","NCPROFAT81Q2","NCPROFAT81Q3","NCPROFAT81Q4","NCPROFAT82Q1","NCPROFAT82Q2","NCPROFAT82Q3","NCPROFAT82Q4","NCPROFAT83Q1","NCPROFAT83Q2","NCPROFAT83Q3","NCPROFAT83Q4","NCPROFAT84Q1","NCPROFAT84Q2","NCPROFAT84Q3","NCPROFAT84Q4","NCPROFAT85Q1","NCPROFAT85Q2","NCPROFAT85Q3","NCPROFAT85Q4","NCPROFAT86Q1","NCPROFAT86Q2","NCPROFAT86Q3","NCPROFAT86Q4","NCPROFAT87Q1","NCPROFAT87Q2","NCPROFAT87Q3","NCPROFAT87Q4","NCPROFAT88Q1","NCPROFAT88Q2","NCPROFAT88Q3","NCPROFAT88Q4","NCPROFAT89Q1","NCPROFAT89Q2","NCPROFAT89Q3","NCPROFAT89Q4","NCPROFAT90Q1","NCPROFAT90Q2","NCPROFAT90Q3","NCPROFAT90Q4","NCPROFAT91Q1","NCPROFAT91Q2","NCPROFAT91Q3","NCPROFAT91Q4","NCPROFAT92Q1","NCPROFAT92Q2","NCPROFAT92Q3","NCPROFAT92Q4","NCPROFAT93Q1","NCPROFAT93Q2","NCPROFAT93Q3","NCPROFAT93Q4","NCPROFAT94Q1","NCPROFAT94Q2","NCPROFAT94Q3","NCPROFAT94Q4","NCPROFAT95Q1","NCPROFAT95Q2","NCPROFAT95Q3","NCPROFAT95Q4","NCPROFAT96Q1","NCPROFAT96Q2","NCPROFAT96Q3","NCPROFAT96Q4","NCPROFAT97Q1","NCPROFAT97Q2","NCPROFAT97Q3","NCPROFAT97Q4","NCPROFAT98Q1","NCPROFAT98Q2","NCPROFAT98Q3","NCPROFAT98Q4","NCPROFAT99Q1","NCPROFAT99Q2","NCPROFAT99Q3","NCPROFAT99Q4","NCPROFAT00Q1","NCPROFAT00Q2","NCPROFAT00Q3","NCPROFAT00Q4","NCPROFAT01Q1","NCPROFAT01Q2","NCPROFAT01Q3","NCPROFAT01Q4","NCPROFAT02Q1","NCPROFAT02Q2","NCPROFAT02Q3","NCPROFAT02Q4","NCPROFAT03Q1","NCPROFAT03Q2","NCPROFAT03Q3","NCPROFAT03Q4","NCPROFAT04Q1","NCPROFAT04Q2","NCPROFAT04Q3","NCPROFAT04Q4","NCPROFAT05Q1","NCPROFAT05Q2","NCPROFAT05Q3","NCPROFAT05Q4","NCPROFAT06Q1","NCPROFAT06Q2","NCPROFAT06Q3","NCPROFAT06Q4","NCPROFAT07Q1","NCPROFAT07Q2","NCPROFAT07Q3","NCPROFAT07Q4","NCPROFAT08Q1","NCPROFAT08Q2","NCPROFAT08Q3","NCPROFAT08Q4","NCPROFAT09Q1","NCPROFAT09Q2","NCPROFAT09Q3","NCPROFAT09Q4","NCPROFAT10Q1","NCPROFAT10Q2","NCPROFAT10Q3","NCPROFAT10Q4","NCPROFAT11Q1","NCPROFAT11Q2","NCPROFAT11Q3","NCPROFAT11Q4","NCPROFAT12Q1","NCPROFAT12Q2","NCPROFAT12Q3","NCPROFAT12Q4","NCPROFAT13Q1","NCPROFAT13Q2","NCPROFAT13Q3","NCPROFAT13Q4","NCPROFAT14Q1","NCPROFAT14Q2","NCPROFAT14Q3","NCPROFAT14Q4","NCPROFAT15Q1","NCPROFAT15Q2"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","164.3","164.3","164.3","164.3","164.3","158.1","158.1","158.1","158.1","146.7","146.7","146.7","146.7","146.7","146.7","146.7","146.7","146.7","146.7","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","150.2","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","154.6","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","155.3","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","165.7","#N/A","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","166.9","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","168.0","169.2","169.2","169.2","161.6","161.6","161.6","161.6","152.2","152.2","152.2","152.2","150.2","150.2","150.2","150.2","150.2","150.2","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","159.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","160.5","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","169.8","#N/A","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","168.7","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","152.7","152.7","152.7","146.2","146.2","146.2","146.2","138.6","138.6","138.6","138.6","135.4","135.4","135.4","135.4","135.4","135.4","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","141.8","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","143.7","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","144.6","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","155.1","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","154.9","#N/A","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","155.4","188.0","188.0","188.0","188.0","188.0","188.0","188.0","188.0"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","156.3","156.3","150.8","150.8","150.8","150.8","144.0","144.0","144.0","144.0","139.4","139.4","139.4","139.4","139.4","139.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","144.4","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","147.6","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","148.4","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","159.1","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","158.7","#N/A","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","158.9","192.4","192.4","192.4","192.4","192.4","192.4","192.4","192.4"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","144.0","144.9","144.9","144.9","144.9","141.7","141.7","141.7","141.7","135.0","135.0","135.0","135.0","135.0","135.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","140.3","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.8","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","154.3","#N/A","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","154.5","188.5","188.5","188.5","188.5","188.5","188.5","188.5","188.5"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","115.9","115.0","115.0","115.0","112.9","112.9","112.9","112.9","104.7","104.7","104.7","104.7","104.7","104.7","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","107.5","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","114.4","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.3","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","#N/A","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","168.3","168.3","168.3","168.3","168.3","168.3","168.3","168.3"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","116.3","116.3","116.3","117.4","117.4","117.4","117.4","106.9","106.9","106.9","106.9","106.9","106.9","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","107.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","116.3","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.6","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","134.1","#N/A","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","135.5","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","119.4","119.4","116.5","116.5","116.5","116.5","107.0","107.0","107.0","107.0","107.0","107.0","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","107.3","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","114.6","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","113.5","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.8","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","132.3","#N/A","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","131.7","165.3","165.3","165.3","165.3","165.3","165.3","165.3","165.3"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","117.9","113.5","113.5","113.5","113.5","100.8","100.8","100.8","100.8","100.8","100.8","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","104.3","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","111.0","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","128.7","#N/A","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","127.3","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","108.2","108.2","108.2","108.2","102.6","102.6","102.6","102.6","102.6","102.6","108.2","108.2","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","110.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.6","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","113.8","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.2","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","131.1","#N/A","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","162.2","162.2","162.2","162.2","162.2","162.2","162.2","162.2"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","127.2","127.2","127.2","123.4","123.4","123.4","123.4","123.4","123.4","126.0","126.0","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","126.6","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","133.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","137.0","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","151.5","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","150.9","#N/A","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","151.3","181.5","181.5","181.5","181.5","181.5","181.5","181.5","181.5"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","144.1","144.1","142.6","142.6","142.6","142.6","142.6","142.6","141.3","141.3","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","141.0","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","145.7","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","147.5","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","164.1","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","163.0","#N/A","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","162.9","192.2","192.2","192.2","192.2","192.2","192.2","192.2","192.2"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","142.9","141.1","141.1","141.1","141.1","141.1","141.1","143.6","143.6","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","143.4","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","141.6","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","143.9","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","169.7","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","#N/A","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","168.2","197.0","197.0","197.0","197.0","197.0","197.0","197.0","197.0"
