"DATE","RGSL10M1","RGSL10M2","RGSL10M3","RGSL10M4","RGSL10M5","RGSL10M6","RGSL10M7","RGSL10M8","RGSL10M9","RGSL10M10","RGSL10M11","RGSL10M12","RGSL11M1","RGSL11M2","RGSL11M3","RGSL11M4","RGSL11M5","RGSL11M6","RGSL11M7","RGSL11M8","RGSL11M9","RGSL11M10","RGSL11M11","RGSL11M12","RGSL12M1","RGSL12M2","RGSL12M3","RGSL12M4","RGSL12M5","RGSL12M6","RGSL12M7","RGSL12M8","RGSL12M9","RGSL12M10","RGSL12M11","RGSL12M12","RGSL13M1","RGSL13M2","RGSL13M3","RGSL13M4","RGSL13M5","RGSL13M6","RGSL13M7","RGSL13M8","RGSL13M9","RGSL13M10","RGSL13M11","RGSL13M12","RGSL14M1","RGSL14M2","RGSL14M3","RGSL14M4","RGSL14M5","RGSL14M6","RGSL14M7","RGSL14M8","RGSL14M9","RGSL14M10","RGSL14M11","RGSL14M12","RGSL15M1","RGSL15M2","RGSL15M3","RGSL15M4","RGSL15M5","RGSL15M6","RGSL15M7","RGSL15M8","RGSL15M9","RGSL15M10","RGSL15M11"
"1947:Q1","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","179.4","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9","221.9"
"1947:Q2","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.8","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","181.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9","224.9"
"1947:Q3","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","186.1","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0"
"1947:Q4","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","189.1","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6","233.6"
"1948:Q1","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.7","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","188.9","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1","233.1"
"1948:Q2","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.1","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","194.3","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4","239.4"
"1948:Q3","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.6","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","197.7","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5","243.5"
"1948:Q4","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","202.5","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3","249.3"
"1949:Q1","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","210.9","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4"
"1949:Q2","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","223.0","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","222.9","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8","273.8"
"1949:Q3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.3","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","232.2","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0","285.0"
"1949:Q4","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.7","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","236.6","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4","290.4"
"1950:Q1","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.6","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5"
"1950:Q2","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","244.6","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0","300.0"
"1950:Q3","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.7","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2","300.2"
"1950:Q4","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.8","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","244.9","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4","300.4"
"1951:Q1","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","242.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5","297.5"
"1951:Q2","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5","302.5"
"1951:Q3","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","247.8","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0","304.0"
"1951:Q4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","247.4","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6","303.6"
"1952:Q1","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5","304.5"
"1952:Q2","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.5","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","253.4","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8","310.8"
"1952:Q3","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","246.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6","302.6"
"1952:Q4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6","309.6"
"1953:Q1","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.9","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","257.8","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1","316.1"
"1953:Q2","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","257.4","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7","315.7"
"1953:Q3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","264.3","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0","324.0"
"1953:Q4","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","270.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7","331.7"
"1954:Q1","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","280.4","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5","343.5"
"1954:Q2","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","281.5","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9","344.9"
"1954:Q3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.3","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","289.4","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3","354.3"
"1954:Q4","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","290.7","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0","356.0"
"1955:Q1","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","302.9","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7","370.7"
"1955:Q2","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","306.9","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5"
"1955:Q3","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","306.4","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0","375.0"
"1955:Q4","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","308.2","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3"
"1956:Q1","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","311.5","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3","381.3"
"1956:Q2","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","315.3","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1"
"1956:Q3","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","316.9","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0","388.0"
"1956:Q4","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","320.1","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0","392.0"
"1957:Q1","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","328.2","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6","401.6"
"1957:Q2","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","331.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0","405.0"
"1957:Q3","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","335.6","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8","410.8"
"1957:Q4","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9","420.9"
"1958:Q1","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","353.7","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6","432.6"
