"DATE","RGSL10M1","RGSL10M2","RGSL10M3","RGSL10M4","RGSL10M5","RGSL10M6","RGSL10M7","RGSL10M8","RGSL10M9","RGSL10M10","RGSL10M11","RGSL10M12","RGSL11M1","RGSL11M2","RGSL11M3","RGSL11M4","RGSL11M5","RGSL11M6","RGSL11M7","RGSL11M8","RGSL11M9","RGSL11M10","RGSL11M11","RGSL11M12","RGSL12M1","RGSL12M2","RGSL12M3","RGSL12M4","RGSL12M5","RGSL12M6","RGSL12M7","RGSL12M8","RGSL12M9","RGSL12M10","RGSL12M11","RGSL12M12","RGSL13M1","RGSL13M2","RGSL13M3","RGSL13M4","RGSL13M5","RGSL13M6","RGSL13M7","RGSL13M8","RGSL13M9","RGSL13M10","RGSL13M11","RGSL13M12","RGSL14M1","RGSL14M2","RGSL14M3","RGSL14M4","RGSL14M5","RGSL14M6","RGSL14M7","RGSL14M8","RGSL14M9","RGSL14M10","RGSL14M11","RGSL14M12","RGSL15M1","RGSL15M2","RGSL15M3","RGSL15M4","RGSL15M5","RGSL15M6","RGSL15M7","RGSL15M8","RGSL15M9","RGSL15M10","RGSL15M11"
"1990:Q4","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1074.5","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2","1301.2"
"1991:Q1","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1075.9","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2","1303.2"
"1991:Q2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.2","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1080.1","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6","1308.6"
"1991:Q3","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.4","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1086.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3","1316.3"
"1991:Q4","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1094.2","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5","1325.5"
"1992:Q1","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1108.3","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1","1342.1"
"1992:Q2","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.9","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1106.8","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1","1340.1"
"1992:Q3","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.6","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1107.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5","1340.5"
"1992:Q4","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.8","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1107.7","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5","1339.5"
"1993:Q1","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.3","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1112.2","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7","1343.7"
"1993:Q2","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1121.8","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5","1354.5"
"1993:Q3","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.1","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1128.0","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5","1361.5"
"1993:Q4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.4","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1133.3","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9","1367.9"
"1994:Q1","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1136.5","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4","1373.4"
"1994:Q2","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1148.6","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0","1389.0"
"1994:Q3","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1161.4","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2","1405.2"
"1994:Q4","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1165.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5","1410.5"
"1995:Q1","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1174.8","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6","1421.6"
"1995:Q2","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1184.1","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7","1432.7"
"1995:Q3","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1184.8","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0","1434.0"
"1995:Q4","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1190.7","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3","1441.3"
"1996:Q1","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1188.2","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6","1438.6"
"1996:Q2","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1205.4","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3","1459.3"
"1996:Q3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1216.3","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4","1472.4"
"1996:Q4","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1234.6","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5","1494.5"
"1997:Q1","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1247.6","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4","1509.4"
"1997:Q2","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1252.1","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4","1515.4"
"1997:Q3","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1256.6","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5","1521.5"
"1997:Q4","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1260.9","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5","1527.5"
"1998:Q1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1271.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1","1539.1"
"1998:Q2","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1294.7","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6","1566.6"
"1998:Q3","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1319.0","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5","1594.5"
"1998:Q4","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1330.2","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9","1606.9"
"1999:Q1","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1345.2","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5","1624.5"
"1999:Q2","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1353.7","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0","1634.0"
"1999:Q3","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1365.7","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0","1648.0"
