"DATE","RCONDM98M11","RCONDM98M12","RCONDM99M1","RCONDM99M2","RCONDM99M3","RCONDM99M4","RCONDM99M5","RCONDM99M6","RCONDM99M7","RCONDM99M8","RCONDM99M9","RCONDM99M10","RCONDM99M11","RCONDM99M12","RCONDM00M1","RCONDM00M2","RCONDM00M3","RCONDM00M4","RCONDM00M5","RCONDM00M6","RCONDM00M7","RCONDM00M8","RCONDM00M9","RCONDM00M10","RCONDM00M11","RCONDM00M12","RCONDM01M1","RCONDM01M2","RCONDM01M3","RCONDM01M4","RCONDM01M5","RCONDM01M6","RCONDM01M7","RCONDM01M8","RCONDM01M9","RCONDM01M10","RCONDM01M11","RCONDM01M12","RCONDM02M1","RCONDM02M2","RCONDM02M3","RCONDM02M4","RCONDM02M5","RCONDM02M6","RCONDM02M7","RCONDM02M8","RCONDM02M9","RCONDM02M10","RCONDM02M11","RCONDM02M12","RCONDM03M1","RCONDM03M2","RCONDM03M3","RCONDM03M4","RCONDM03M5","RCONDM03M6","RCONDM03M7","RCONDM03M8","RCONDM03M9","RCONDM03M10","RCONDM03M11","RCONDM03M12","RCONDM04M1","RCONDM04M2","RCONDM04M3","RCONDM04M4","RCONDM04M5","RCONDM04M6","RCONDM04M7","RCONDM04M8","RCONDM04M9","RCONDM04M10","RCONDM04M11","RCONDM04M12","RCONDM05M1","RCONDM05M2","RCONDM05M3","RCONDM05M4","RCONDM05M5","RCONDM05M6","RCONDM05M7","RCONDM05M8","RCONDM05M9","RCONDM05M10","RCONDM05M11","RCONDM05M12","RCONDM06M1","RCONDM06M2","RCONDM06M3","RCONDM06M4","RCONDM06M5","RCONDM06M6","RCONDM06M7","RCONDM06M8","RCONDM06M9","RCONDM06M10","RCONDM06M11","RCONDM06M12","RCONDM07M1","RCONDM07M2","RCONDM07M3","RCONDM07M4","RCONDM07M5","RCONDM07M6","RCONDM07M7","RCONDM07M8","RCONDM07M9","RCONDM07M10","RCONDM07M11","RCONDM07M12","RCONDM08M1","RCONDM08M2","RCONDM08M3","RCONDM08M4","RCONDM08M5","RCONDM08M6","RCONDM08M7","RCONDM08M8","RCONDM08M9","RCONDM08M10","RCONDM08M11","RCONDM08M12","RCONDM09M1","RCONDM09M2","RCONDM09M3","RCONDM09M4","RCONDM09M5","RCONDM09M6","RCONDM09M7","RCONDM09M8","RCONDM09M9","RCONDM09M10","RCONDM09M11","RCONDM09M12","RCONDM10M1","RCONDM10M2","RCONDM10M3","RCONDM10M4","RCONDM10M5","RCONDM10M6","RCONDM10M7","RCONDM10M8","RCONDM10M9","RCONDM10M10","RCONDM10M11","RCONDM10M12","RCONDM11M1","RCONDM11M2","RCONDM11M3","RCONDM11M4","RCONDM11M5","RCONDM11M6","RCONDM11M7","RCONDM11M8","RCONDM11M9","RCONDM11M10","RCONDM11M11","RCONDM11M12","RCONDM12M1","RCONDM12M2","RCONDM12M3","RCONDM12M4","RCONDM12M5","RCONDM12M6","RCONDM12M7","RCONDM12M8","RCONDM12M9","RCONDM12M10","RCONDM12M11","RCONDM12M12","RCONDM13M1","RCONDM13M2","RCONDM13M3","RCONDM13M4","RCONDM13M5","RCONDM13M6","RCONDM13M7","RCONDM13M8","RCONDM13M9","RCONDM13M10","RCONDM13M11","RCONDM13M12","RCONDM14M1","RCONDM14M2","RCONDM14M3","RCONDM14M4","RCONDM14M5","RCONDM14M6","RCONDM14M7","RCONDM14M8","RCONDM14M9","RCONDM14M10","RCONDM14M11","RCONDM14M12","RCONDM15M1","RCONDM15M2","RCONDM15M3","RCONDM15M4","RCONDM15M5"
"1987:07","464.494","464.494","464.494","464.494","464.494","464.494","464.494","464.494","464.494","464.494","464.494","464.494","#N/A","465.223","465.223","465.223","465.223","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","465.2","#N/A","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","428.9","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","402.412","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","401.553","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726","373.726"
"1987:08","481.178","481.178","481.178","481.178","481.178","481.178","481.178","481.178","481.178","481.178","481.178","481.178","#N/A","481.88","481.88","481.88","481.88","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","#N/A","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","444.3","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","416.205","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","415.303","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528","386.528"
"1987:09","470.718","470.718","470.718","470.718","470.718","470.718","470.718","470.718","470.718","470.718","470.718","470.718","#N/A","471.283","471.283","471.283","471.283","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","471.3","#N/A","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","434.4","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","407.435","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","406.541","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372","378.372"
"1987:10","451.47","451.47","451.47","451.47","451.47","451.47","451.47","451.47","451.47","451.47","451.47","451.47","#N/A","451.852","451.852","451.852","451.852","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","451.9","#N/A","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","416.6","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","391.463","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","390.589","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524","363.524"
"1987:11","454.68","454.68","454.68","454.68","454.68","454.68","454.68","454.68","454.68","454.68","454.68","454.68","#N/A","455.834","455.834","455.834","455.834","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","455.8","#N/A","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","420.4","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","395.078","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","394.195","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88","366.88"
"1987:12","468.881","468.881","468.881","468.881","468.881","468.881","468.881","468.881","468.881","468.881","468.881","468.881","#N/A","469.174","469.174","469.174","469.174","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","469.2","#N/A","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","432.9","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","406.476","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","405.564","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461","377.461"
"1988:01","481.788","481.788","481.788","481.788","481.788","481.788","481.788","481.788","481.788","481.788","481.788","481.788","#N/A","481.923","481.923","481.923","481.923","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","481.9","#N/A","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","444.7","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","416.719","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","415.775","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968","386.968"
"1988:02","479.224","479.224","479.224","479.224","479.224","479.224","479.224","479.224","479.224","479.224","479.224","479.224","#N/A","480.493","480.493","480.493","480.493","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","480.5","#N/A","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","415.463","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","414.517","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801","385.801"
"1988:03","481.608","481.608","481.608","481.608","481.608","481.608","481.608","481.608","481.608","481.608","481.608","481.608","#N/A","482.792","482.792","482.792","482.792","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","482.8","#N/A","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","445.8","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","417.325","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","416.382","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521","387.521"
"1988:04","477.133","477.133","477.133","477.133","477.133","477.133","477.133","477.133","477.133","477.133","477.133","477.133","#N/A","476.677","476.677","476.677","476.677","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","476.7","#N/A","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","440.2","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","412.572","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","411.63","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11","383.11"
"1988:05","484.905","484.905","484.905","484.905","484.905","484.905","484.905","484.905","484.905","484.905","484.905","484.905","#N/A","483.051","483.051","483.051","483.051","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","483.1","#N/A","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","446.5","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","418.101","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","417.146","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247","388.247"
