"DATE","RCONGM09M8","RCONGM09M9","RCONGM09M10","RCONGM09M11","RCONGM09M12","RCONGM10M1","RCONGM10M2","RCONGM10M3","RCONGM10M4","RCONGM10M5","RCONGM10M6","RCONGM10M7","RCONGM10M8","RCONGM10M9","RCONGM10M10","RCONGM10M11","RCONGM10M12","RCONGM11M1","RCONGM11M2","RCONGM11M3","RCONGM11M4","RCONGM11M5","RCONGM11M6","RCONGM11M7","RCONGM11M8","RCONGM11M9","RCONGM11M10","RCONGM11M11","RCONGM11M12","RCONGM12M1","RCONGM12M2","RCONGM12M3","RCONGM12M4","RCONGM12M5","RCONGM12M6","RCONGM12M7","RCONGM12M8","RCONGM12M9","RCONGM12M10","RCONGM12M11","RCONGM12M12","RCONGM13M1","RCONGM13M2","RCONGM13M3","RCONGM13M4","RCONGM13M5","RCONGM13M6","RCONGM13M7","RCONGM13M8","RCONGM13M9","RCONGM13M10","RCONGM13M11","RCONGM13M12","RCONGM14M1","RCONGM14M2","RCONGM14M3","RCONGM14M4","RCONGM14M5","RCONGM14M6","RCONGM14M7","RCONGM14M8","RCONGM14M9","RCONGM14M10","RCONGM14M11","RCONGM14M12","RCONGM15M1","RCONGM15M2","RCONGM15M3","RCONGM15M4","RCONGM15M5"
"1998:02","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2143.678","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2140.73","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103","2205.103"
"1998:03","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2151.791","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2148.832","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195","2213.195"
"1998:04","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2179.357","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2176.36","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31","2241.31"
"1998:05","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2205.084","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2202.052","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569","2267.569"
"1998:06","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2212.113","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2209.071","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573","2274.573"
"1998:07","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2212.802","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2209.759","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085","2275.085"
"1998:08","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2228.953","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2225.888","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429","2291.429"
"1998:09","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2255.47","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2252.369","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488","2318.488"
"1998:10","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2281.132","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2277.995","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779","2344.779"
"1998:11","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2293.117","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2289.964","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997","2356.997"
"1998:12","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2327.483","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2324.283","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084","2392.084"
"1999:01","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2305.274","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2302.104","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201","2369.201"
"1999:02","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2334.91","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2331.699","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548","2399.548"
"1999:03","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2347.182","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2343.955","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047","2412.047"
"1999:04","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2362.654","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2359.405","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792","2427.792"
"1999:05","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2388.233","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2384.949","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985","2453.985"
"1999:06","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2401.817","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2398.514","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724","2467.724"
"1999:07","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2394.456","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2391.163","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916","2459.916"
"1999:08","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2414.806","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2411.485","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677","2480.677"
"1999:09","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2429.579","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2426.238","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732","2495.732"
"1999:10","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2424.419","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2421.085","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095","2490.095"
"1999:11","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2437.765","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2434.412","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677","2503.677"
"1999:12","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2502.573","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2499.131","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088","2570.088"
"2000:01","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2462.89","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2459.503","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971","2528.971"
"2000:02","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2499.989","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2496.55","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911","2566.911"
"2000:03","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2514.273","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2510.814","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423","2581.423"
"2000:04","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2499.596","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2496.158","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064","2566.064"
"2000:05","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2512.809","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2509.352","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48","2579.48"
"2000:06","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2505.759","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2502.313","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203","2572.203"
"2000:07","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2505.548","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2502.102","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646","2571.646"
"2000:08","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2528.234","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2524.757","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638","2594.638"
"2000:09","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2564.636","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2561.11","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878","2631.878"
"2000:10","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2556.464","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2552.95","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213","2623.213"
"2000:11","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2546.327","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2542.828","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685","2612.685"
"2000:12","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2563.429","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2559.907","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894","2629.894"
"2001:01","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2558.044","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2554.53","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11","2624.11"
"2001:02","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2574.387","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2570.851","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699","2640.699"
