"DATE","RG65Q4","RG66Q1","RG66Q2","RG66Q3","RG66Q4","RG67Q1","RG67Q2","RG67Q3","RG67Q4","RG68Q1","RG68Q2","RG68Q3","RG68Q4","RG69Q1","RG69Q2","RG69Q3","RG69Q4","RG70Q1","RG70Q2","RG70Q3","RG70Q4","RG71Q1","RG71Q2","RG71Q3","RG71Q4","RG72Q1","RG72Q2","RG72Q3","RG72Q4","RG73Q1","RG73Q2","RG73Q3","RG73Q4","RG74Q1","RG74Q2","RG74Q3","RG74Q4","RG75Q1","RG75Q2","RG75Q3","RG75Q4","RG76Q1","RG76Q2","RG76Q3","RG76Q4","RG77Q1","RG77Q2","RG77Q3","RG77Q4","RG78Q1","RG78Q2","RG78Q3","RG78Q4","RG79Q1","RG79Q2","RG79Q3","RG79Q4","RG80Q1","RG80Q2","RG80Q3","RG80Q4","RG81Q1","RG81Q2","RG81Q3","RG81Q4","RG82Q1","RG82Q2","RG82Q3","RG82Q4","RG83Q1","RG83Q2","RG83Q3","RG83Q4","RG84Q1","RG84Q2","RG84Q3","RG84Q4","RG85Q1","RG85Q2","RG85Q3","RG85Q4","RG86Q1","RG86Q2","RG86Q3","RG86Q4","RG87Q1","RG87Q2","RG87Q3","RG87Q4","RG88Q1","RG88Q2","RG88Q3","RG88Q4","RG89Q1","RG89Q2","RG89Q3","RG89Q4","RG90Q1","RG90Q2","RG90Q3","RG90Q4","RG91Q1","RG91Q2","RG91Q3","RG91Q4","RG92Q1","RG92Q2","RG92Q3","RG92Q4","RG93Q1","RG93Q2","RG93Q3","RG93Q4","RG94Q1","RG94Q2","RG94Q3","RG94Q4","RG95Q1","RG95Q2","RG95Q3","RG95Q4","RG96Q1","RG96Q2","RG96Q3","RG96Q4","RG97Q1","RG97Q2","RG97Q3","RG97Q4","RG98Q1","RG98Q2","RG98Q3","RG98Q4","RG99Q1","RG99Q2","RG99Q3","RG99Q4","RG00Q1","RG00Q2","RG00Q3","RG00Q4","RG01Q1","RG01Q2","RG01Q3","RG01Q4","RG02Q1","RG02Q2","RG02Q3","RG02Q4","RG03Q1","RG03Q2","RG03Q3","RG03Q4","RG04Q1","RG04Q2","RG04Q3","RG04Q4","RG05Q1","RG05Q2","RG05Q3","RG05Q4","RG06Q1","RG06Q2","RG06Q3","RG06Q4","RG07Q1","RG07Q2","RG07Q3","RG07Q4","RG08Q1","RG08Q2","RG08Q3","RG08Q4","RG09Q1","RG09Q2","RG09Q3","RG09Q4","RG10Q1","RG10Q2","RG10Q3","RG10Q4","RG11Q1","RG11Q2","RG11Q3","RG11Q4","RG12Q1","RG12Q2","RG12Q3","RG12Q4","RG13Q1","RG13Q2","RG13Q3","RG13Q4","RG14Q1","RG14Q2","RG14Q3","RG14Q4","RG15Q1","RG15Q2","RG15Q3","RG15Q4"
"1986:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","748.8","750.4","750.4","757.2","757.2","757.2","757.2","766.9","766.9","766.9","766.9","765.2","765.2","765.2","765.2","765.2","765.2","765.2","765.2","765.2","765.2","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","871.6","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1154.5","1275.3","1275.3","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1277.4","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1417.5","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","1726.6","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4","2043.4"
"1986:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","774.1","769.3","771.8","771.8","771.8","771.8","774.5","774.5","774.5","774.5","776.0","776.0","776.0","776.0","776.0","776.0","776.0","776.0","776.0","776.0","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","864.8","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1147.7","1269.6","1269.6","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1271.5","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1409.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","1716.6","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5","2031.5"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","756.9","759.6","759.6","759.6","759.6","772.9","772.9","772.9","772.9","776.6","776.6","776.6","776.6","775.7","775.7","775.7","775.7","775.7","775.7","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","869.1","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1153.4","1276.7","1276.7","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1278.4","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1413.2","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","1723.7","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3","2044.3"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","762.2","766.7","766.7","766.7","772.2","772.2","772.2","772.2","774.9","774.9","774.9","774.9","769.5","769.5","769.5","769.5","769.5","769.5","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","879.0","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1162.8","1287.5","1287.5","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1289.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1423.1","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9","2062.9"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","775.5","771.7","771.7","782.9","782.9","782.9","782.9","783.5","783.5","783.5","783.5","779.8","779.8","779.8","779.8","779.8","779.8","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","884.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1165.9","1290.9","1290.9","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1292.4","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1425.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","1734.6","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","795.0","788.9","792.6","792.6","792.6","792.6","792.1","792.1","792.1","792.1","791.3","791.3","791.3","791.3","791.3","791.3","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","893.0","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1181.5","1308.6","1308.6","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1310.0","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1445.1","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","1755.6","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8","2092.8"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","768.3","776.4","776.4","776.4","776.4","775.1","775.1","775.1","775.1","772.4","772.4","772.4","772.4","772.4","772.4","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1172.5","1298.7","1298.7","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1300.1","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1436.7","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","1747.1","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6","2078.6"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","777.2","783.8","783.8","783.8","783.0","783.0","783.0","783.0","778.7","778.7","778.7","778.7","778.7","778.7","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","885.6","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1177.0","1301.0","1301.0","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1302.4","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1439.9","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","1751.7","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1","2086.1"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","781.1","773.5","773.5","775.9","775.9","775.9","775.9","771.2","771.2","771.2","771.2","771.2","771.2","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","883.7","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1176.1","1298.9","1298.9","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1300.3","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1438.0","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","1750.7","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5","2087.5"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","790.9","795.5","806.4","806.4","806.4","806.4","799.9","799.9","799.9","799.9","799.9","799.9","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","894.5","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1198.1","1325.7","1325.7","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1327.2","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1465.9","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","1786.2","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8","2126.8"
"1989:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","797.7","799.7","799.7","799.7","799.7","793.2","793.2","793.2","793.2","793.2","793.2","886.9","886.9","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","890.8","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1193.5","1317.8","1317.8","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1319.3","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1456.7","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","1775.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2","2117.2"
"1989:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","807.6","810.3","810.3","810.3","801.0","801.0","801.0","801.0","801.0","801.0","898.3","898.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","902.3","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1211.1","1338.9","1338.9","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1340.6","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1479.2","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","1802.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8","2151.8"
