"DATE","REX65Q4","REX66Q1","REX66Q2","REX66Q3","REX66Q4","REX67Q1","REX67Q2","REX67Q3","REX67Q4","REX68Q1","REX68Q2","REX68Q3","REX68Q4","REX69Q1","REX69Q2","REX69Q3","REX69Q4","REX70Q1","REX70Q2","REX70Q3","REX70Q4","REX71Q1","REX71Q2","REX71Q3","REX71Q4","REX72Q1","REX72Q2","REX72Q3","REX72Q4","REX73Q1","REX73Q2","REX73Q3","REX73Q4","REX74Q1","REX74Q2","REX74Q3","REX74Q4","REX75Q1","REX75Q2","REX75Q3","REX75Q4","REX76Q1","REX76Q2","REX76Q3","REX76Q4","REX77Q1","REX77Q2","REX77Q3","REX77Q4","REX78Q1","REX78Q2","REX78Q3","REX78Q4","REX79Q1","REX79Q2","REX79Q3","REX79Q4","REX80Q1","REX80Q2","REX80Q3","REX80Q4","REX81Q1","REX81Q2","REX81Q3","REX81Q4","REX82Q1","REX82Q2","REX82Q3","REX82Q4","REX83Q1","REX83Q2","REX83Q3","REX83Q4","REX84Q1","REX84Q2","REX84Q3","REX84Q4","REX85Q1","REX85Q2","REX85Q3","REX85Q4","REX86Q1","REX86Q2","REX86Q3","REX86Q4","REX87Q1","REX87Q2","REX87Q3","REX87Q4","REX88Q1","REX88Q2","REX88Q3","REX88Q4","REX89Q1","REX89Q2","REX89Q3","REX89Q4","REX90Q1","REX90Q2","REX90Q3","REX90Q4","REX91Q1","REX91Q2","REX91Q3","REX91Q4","REX92Q1","REX92Q2","REX92Q3","REX92Q4","REX93Q1","REX93Q2","REX93Q3","REX93Q4","REX94Q1","REX94Q2","REX94Q3","REX94Q4","REX95Q1","REX95Q2","REX95Q3","REX95Q4","REX96Q1","REX96Q2","REX96Q3","REX96Q4","REX97Q1","REX97Q2","REX97Q3","REX97Q4","REX98Q1","REX98Q2","REX98Q3","REX98Q4","REX99Q1","REX99Q2","REX99Q3","REX99Q4","REX00Q1","REX00Q2","REX00Q3","REX00Q4","REX01Q1","REX01Q2","REX01Q3","REX01Q4","REX02Q1","REX02Q2","REX02Q3","REX02Q4","REX03Q1","REX03Q2","REX03Q3","REX03Q4","REX04Q1","REX04Q2","REX04Q3","REX04Q4","REX05Q1","REX05Q2","REX05Q3","REX05Q4","REX06Q1","REX06Q2","REX06Q3","REX06Q4","REX07Q1","REX07Q2","REX07Q3","REX07Q4","REX08Q1","REX08Q2","REX08Q3","REX08Q4","REX09Q1","REX09Q2","REX09Q3","REX09Q4","REX10Q1","REX10Q2","REX10Q3","REX10Q4","REX11Q1","REX11Q2","REX11Q3","REX11Q4","REX12Q1","REX12Q2","REX12Q3","REX12Q4","REX13Q1","REX13Q2","REX13Q3","REX13Q4","REX14Q1","REX14Q2","REX14Q3","REX14Q4","REX15Q1","REX15Q2"
"1987:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","384.2","397.8","397.8","397.8","397.8","394.9","394.9","394.9","394.9","418.7","418.7","418.7","418.7","418.8","418.8","418.8","418.8","418.8","418.8","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.7","377.665","377.665","377.665","377.665","382.1","382.1","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","368.7","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.8","400.5","400.5","400.5","400.5","400.5","400.5","400.5","400.5","427.2","427.2","427.2","427.2","429.8","429.8","429.8","429.8"
"1987:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","410.7","414.5","414.5","414.5","416.4","416.4","416.4","416.4","439.5","439.5","439.5","439.5","440.1","440.1","440.1","440.1","440.1","440.1","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","356.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.5","393.477","393.477","393.477","393.477","398.0","398.0","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","399.3","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","383.6","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.4","416.4","416.4","416.4","416.4","416.4","416.4","416.4","444.8","444.8","444.8","444.8","447.5","447.5","447.5","447.5"
"1987:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","430.6","437.1","437.1","440.9","440.9","440.9","440.9","461.3","461.3","461.3","461.3","461.2","461.2","461.2","461.2","461.2","461.2","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","371.5","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.1","411.055","411.055","411.055","411.055","415.4","415.4","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","416.7","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","400.1","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.6","434.3","434.3","434.3","434.3","434.3","434.3","434.3","434.3","464.1","464.1","464.1","464.1","466.9","466.9","466.9","466.9"
"1987:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","453.8","453.5","459.2","459.2","459.2","459.2","484.1","484.1","484.1","484.1","487.0","487.0","487.0","487.0","487.0","487.0","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","386.1","425.7","425.7","425.7","425.7","425.7","425.7","425.7","425.7","425.7","425.7","425.7","425.691","425.691","425.691","425.691","430.9","430.9","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","432.2","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","414.9","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.7","450.4","450.4","450.4","450.4","450.4","450.4","450.4","450.4","481.4","481.4","481.4","481.4","484.3","484.3","484.3","484.3"
"1988:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","464.6","486.2","486.2","486.2","486.2","517.4","517.4","517.4","517.4","521.7","521.7","521.7","521.7","521.7","521.7","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","407.1","448.8","448.8","448.8","448.8","448.8","448.8","448.8","448.8","448.8","448.8","448.8","448.832","448.832","448.832","448.832","454.9","454.9","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","456.1","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.7","475.3","475.3","475.3","475.3","475.3","475.3","475.3","475.3","508.1","508.1","508.1","508.1","511.2","511.2","511.2","511.2"
"1988:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","495.6","496.9","496.9","496.9","519.7","519.7","519.7","519.7","527.3","527.3","527.3","527.3","527.3","527.3","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","417.2","461.4","461.4","461.4","461.4","461.4","461.4","461.4","461.4","461.4","461.4","461.4","461.422","461.422","461.422","461.422","467.5","467.5","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","468.8","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","450.0","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.8","488.5","488.5","488.5","488.5","488.5","488.5","488.5","488.5","522.4","522.4","522.4","522.4","525.5","525.5","525.5","525.5"
"1988:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","507.0","514.0","514.0","531.9","531.9","531.9","531.9","534.3","534.3","534.3","534.3","534.3","534.3","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","469.4","469.4","469.4","469.4","469.4","469.4","469.4","469.4","469.4","469.4","469.4","469.37","469.37","469.37","469.37","475.9","475.9","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","477.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","458.3","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.9","497.5","497.5","497.5","497.5","497.5","497.5","497.5","497.5","532.7","532.7","532.7","532.7","535.9","535.9","535.9","535.9"
"1988:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","517.6","522.1","551.4","551.4","551.4","551.4","555.3","555.3","555.3","555.3","555.3","555.3","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","438.2","483.5","483.5","483.5","483.5","483.5","483.5","483.5","483.5","483.5","483.5","483.5","483.533","483.533","483.533","483.533","490.4","490.4","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","491.8","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","472.4","513.1","513.1","513.1","513.1","513.1","513.1","513.1","513.1","512.7","512.7","512.7","512.7","512.7","512.7","512.7","512.7","548.9","548.9","548.9","548.9","552.2","552.2","552.2","552.2"
"1989:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","535.4","569.7","569.7","569.7","569.7","576.1","576.1","576.1","576.1","576.1","576.1","451.2","451.2","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","454.5","502.0","502.0","502.0","502.0","502.0","502.0","502.0","502.0","502.0","502.0","502.0","501.974","501.974","501.974","501.974","508.9","508.9","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","510.5","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","485.9","528.2","528.2","528.2","528.2","528.2","528.2","528.2","528.2","527.8","527.8","527.8","527.8","527.8","527.8","527.8","527.8","565.3","565.3","565.3","565.3","568.7","568.7","568.7","568.7"
"1989:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","585.1","587.5","587.5","587.5","593.2","593.2","593.2","593.2","593.2","593.2","469.5","469.5","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","472.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.0","522.032","522.032","522.032","522.032","529.0","529.0","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","507.1","551.2","551.2","551.2","551.2","551.2","551.2","551.2","551.2","550.8","550.8","550.8","550.8","550.8","550.8","550.8","550.8","590.0","590.0","590.0","590.0","593.6","593.6","593.6","593.6"
"1989:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","587.5","593.1","593.1","592.5","592.5","592.5","592.5","592.5","592.5","470.5","470.5","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","472.9","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.3","521.309","521.309","521.309","521.309","528.9","528.9","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","530.8","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","513.0","557.2","557.2","557.2","557.2","557.2","557.2","557.2","557.2","556.8","556.8","556.8","556.8","556.8","556.8","556.8","556.8","596.0","596.0","596.0","596.0","599.7","599.7","599.7","599.7"
"1989:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","600.2","606.6","611.6","611.6","611.6","611.6","611.6","611.6","485.8","485.8","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","487.7","535.5","535.5","535.5","535.5","535.5","535.5","535.5","535.5","535.5","535.5","535.5","535.536","535.536","535.536","535.536","543.5","543.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","521.4","566.0","566.0","566.0","566.0","566.0","566.0","566.0","566.0","565.6","565.6","565.6","565.6","565.6","565.6","565.6","565.6","605.1","605.1","605.1","605.1","608.7","608.7","608.7","608.7"
"1990:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","608.0","628.1","628.1","628.1","628.1","628.1","628.1","496.2","496.2","500.2","500.2","500.2","500.2","500.2","501.8","501.8","501.8","501.8","501.8","501.8","501.8","501.8","501.8","555.2","555.2","555.2","555.2","555.2","555.2","555.2","555.2","555.2","555.2","555.2","555.211","555.211","555.211","555.211","563.6","563.6","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","565.8","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","543.6","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.7","590.3","590.3","590.3","590.3","590.3","590.3","590.3","590.3","631.3","631.3","631.3","631.3","635.2","635.2","635.2","635.2"
"1990:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","622.2","620.1","620.1","620.1","620.1","620.1","502.1","502.1","508.7","508.7","508.7","508.7","508.7","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","511.1","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.8","566.829","566.829","566.829","566.829","575.4","575.4","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","577.6","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","550.5","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.3","598.3","598.3","598.3","598.3","598.3","598.3","598.3","639.2","639.2","639.2","639.2","643.1","643.1","643.1","643.1"
