"DATE","NOUTPUT90M1","NOUTPUT90M2","NOUTPUT90M3","NOUTPUT90M4","NOUTPUT90M5","NOUTPUT90M6","NOUTPUT90M7","NOUTPUT90M8","NOUTPUT90M9","NOUTPUT90M10","NOUTPUT90M11","NOUTPUT90M12","NOUTPUT91M1","NOUTPUT91M2","NOUTPUT91M3","NOUTPUT91M4","NOUTPUT91M5","NOUTPUT91M6","NOUTPUT91M7","NOUTPUT91M8","NOUTPUT91M9","NOUTPUT91M10","NOUTPUT91M11","NOUTPUT91M12","NOUTPUT92M1","NOUTPUT92M2","NOUTPUT92M3","NOUTPUT92M4","NOUTPUT92M5","NOUTPUT92M6","NOUTPUT92M7","NOUTPUT92M8","NOUTPUT92M9","NOUTPUT92M10","NOUTPUT92M11","NOUTPUT92M12","NOUTPUT93M1","NOUTPUT93M2","NOUTPUT93M3","NOUTPUT93M4","NOUTPUT93M5","NOUTPUT93M6","NOUTPUT93M7","NOUTPUT93M8","NOUTPUT93M9","NOUTPUT93M10","NOUTPUT93M11","NOUTPUT93M12","NOUTPUT94M1","NOUTPUT94M2","NOUTPUT94M3","NOUTPUT94M4","NOUTPUT94M5","NOUTPUT94M6","NOUTPUT94M7","NOUTPUT94M8","NOUTPUT94M9","NOUTPUT94M10","NOUTPUT94M11","NOUTPUT94M12","NOUTPUT95M1","NOUTPUT95M2","NOUTPUT95M3","NOUTPUT95M4","NOUTPUT95M5","NOUTPUT95M6","NOUTPUT95M7","NOUTPUT95M8","NOUTPUT95M9","NOUTPUT95M10","NOUTPUT95M11","NOUTPUT95M12","NOUTPUT96M1","NOUTPUT96M2","NOUTPUT96M3","NOUTPUT96M4","NOUTPUT96M5","NOUTPUT96M6","NOUTPUT96M7","NOUTPUT96M8","NOUTPUT96M9","NOUTPUT96M10","NOUTPUT96M11","NOUTPUT96M12","NOUTPUT97M1","NOUTPUT97M2","NOUTPUT97M3","NOUTPUT97M4","NOUTPUT97M5","NOUTPUT97M6","NOUTPUT97M7","NOUTPUT97M8","NOUTPUT97M9","NOUTPUT97M10","NOUTPUT97M11","NOUTPUT97M12","NOUTPUT98M1","NOUTPUT98M2","NOUTPUT98M3","NOUTPUT98M4","NOUTPUT98M5","NOUTPUT98M6","NOUTPUT98M7","NOUTPUT98M8","NOUTPUT98M9","NOUTPUT98M10","NOUTPUT98M11","NOUTPUT98M12","NOUTPUT99M1","NOUTPUT99M2","NOUTPUT99M3","NOUTPUT99M4","NOUTPUT99M5","NOUTPUT99M6","NOUTPUT99M7","NOUTPUT99M8","NOUTPUT99M9","NOUTPUT99M10","NOUTPUT99M11","NOUTPUT99M12"
"1949:Q3","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","260.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","259.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","268.1","#N/A","#N/A"
"1949:Q4","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","258.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","257.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","265.7","#N/A","#N/A"
"1950:Q1","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","268.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","276.0","#N/A","#N/A"
"1950:Q2","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","278.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","277.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","285.3","#N/A","#N/A"
"1950:Q3","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","296.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","295.3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","302.8","#N/A","#N/A"
"1950:Q4","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","308.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","306.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","314.4","#N/A","#N/A"
"1951:Q1","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","322.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","321.6","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","#N/A","#N/A"
"1951:Q2","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","330.9","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","329.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","337.1","#N/A","#N/A"
"1951:Q3","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","337.7","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","335.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","344.0","#N/A","#N/A"
"1951:Q4","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","342.1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","340.0","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","348.4","#N/A","#N/A"
"1952:Q1","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","345.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","343.2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","351.7","#N/A","#N/A"
