"DATE","PCONX10M1","PCONX10M2","PCONX10M3","PCONX10M4","PCONX10M5","PCONX10M6","PCONX10M7","PCONX10M8","PCONX10M9","PCONX10M10","PCONX10M11","PCONX10M12","PCONX11M1","PCONX11M2","PCONX11M3","PCONX11M4","PCONX11M5","PCONX11M6","PCONX11M7","PCONX11M8","PCONX11M9","PCONX11M10","PCONX11M11","PCONX11M12","PCONX12M1","PCONX12M2","PCONX12M3","PCONX12M4","PCONX12M5","PCONX12M6","PCONX12M7","PCONX12M8","PCONX12M9","PCONX12M10","PCONX12M11","PCONX12M12","PCONX13M1","PCONX13M2","PCONX13M3","PCONX13M4","PCONX13M5","PCONX13M6","PCONX13M7","PCONX13M8","PCONX13M9","PCONX13M10","PCONX13M11","PCONX13M12","PCONX14M1","PCONX14M2","PCONX14M3","PCONX14M4","PCONX14M5","PCONX14M6","PCONX14M7","PCONX14M8","PCONX14M9","PCONX14M10","PCONX14M11","PCONX14M12","PCONX15M1","PCONX15M2","PCONX15M3","PCONX15M4","PCONX15M5"
"1968:Q2","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.225","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","22.235","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12","21.12"
"1968:Q3","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.473","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","22.484","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.356","21.357","21.357","21.357","21.357","21.357","21.357","21.357","21.357","21.357","21.357"
"1968:Q4","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.736","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","22.747","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606","21.606"
"1969:Q1","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.988","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","22.999","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846","21.846"
"1969:Q2","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.265","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","23.277","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.109","22.11","22.11","22.11","22.11","22.11","22.11","22.11","22.11","22.11","22.11"
"1969:Q3","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.535","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","23.546","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366","22.366"
"1969:Q4","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.813","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","23.824","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.629","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63","22.63"
"1970:Q1","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.072","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","24.084","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876","22.876"
"1970:Q2","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.344","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","24.356","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.134","23.135","23.135","23.135","23.135","23.135","23.135","23.135","23.135","23.135","23.135"
"1970:Q3","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.615","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","24.627","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.392","23.393","23.393","23.393","23.393","23.393","23.393","23.393","23.393","23.393","23.393"
"1970:Q4","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.961","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","24.973","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721","23.721"
"1971:Q1","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.277","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","25.289","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.021","24.022","24.022","24.022","24.022","24.022","24.022","24.022","24.022","24.022","24.022"
"1971:Q2","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.566","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","25.578","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296","24.296"
"1971:Q3","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.807","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","25.819","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525","24.525"
"1971:Q4","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.955","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","25.967","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666","24.666"
"1972:Q1","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.205","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","26.217","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903","24.903"
"1972:Q2","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.383","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","26.395","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.072","25.073","25.073","25.073","25.073","25.073","25.073","25.073","25.073","25.073","25.073"
"1972:Q3","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.582","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","26.595","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.261","25.262","25.262","25.262","25.262","25.262","25.262","25.262","25.262","25.262","25.262"
"1972:Q4","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.75","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","26.763","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421","25.421"
"1973:Q1","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.936","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","26.949","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599","25.599"
"1973:Q2","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.307","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","27.32","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.948","25.949","25.949","25.949","25.949","25.949","25.949","25.949","25.949","25.949","25.949"
"1973:Q3","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.67","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","27.683","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294","26.294"
"1973:Q4","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.056","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","28.069","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.66","26.661","26.661","26.661","26.661","26.661","26.661","26.661","26.661","26.661","26.661"
"1974:Q1","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.538","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","28.552","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118","27.118"
"1974:Q2","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.248","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","29.262","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792","27.792"
"1974:Q3","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.085","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","30.099","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.587","28.588","28.588","28.588","28.588","28.588","28.588","28.588","28.588","28.588","28.588"
"1974:Q4","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.821","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","30.836","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287","29.287"
"1975:Q1","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.425","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","31.44","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862","29.862"
"1975:Q2","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.907","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","31.922","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.318","30.319","30.319","30.319","30.319","30.319","30.319","30.319","30.319","30.319","30.319"
"1975:Q3","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.388","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","32.403","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.774","30.775","30.775","30.775","30.775","30.775","30.775","30.775","30.775","30.775","30.775"
"1975:Q4","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.915","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","32.931","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.275","31.276","31.276","31.276","31.276","31.276","31.276","31.276","31.276","31.276","31.276"
"1976:Q1","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.415","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","33.431","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.751","31.752","31.752","31.752","31.752","31.752","31.752","31.752","31.752","31.752","31.752"
"1976:Q2","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.815","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","33.831","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.131","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132","32.132"
"1976:Q3","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.344","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","34.36","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.633","32.634","32.634","32.634","32.634","32.634","32.634","32.634","32.634","32.634","32.634"
"1976:Q4","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.88","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","34.897","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.142","33.143","33.143","33.143","33.143","33.143","33.143","33.143","33.143","33.143","33.143"
"1977:Q1","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.461","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","35.478","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.694","33.695","33.695","33.695","33.695","33.695","33.695","33.695","33.695","33.695","33.695"
"1977:Q2","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.004","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","36.021","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.21","34.211","34.211","34.211","34.211","34.211","34.211","34.211","34.211","34.211","34.211"
"1977:Q3","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.605","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","36.623","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.781","34.782","34.782","34.782","34.782","34.782","34.782","34.782","34.782","34.782","34.782"
"1977:Q4","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.142","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","37.16","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.292","35.293","35.293","35.293","35.293","35.293","35.293","35.293","35.293","35.293","35.293"
"1978:Q1","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.734","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","37.752","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854","35.854"
"1978:Q2","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.388","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","38.407","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.476","36.477","36.477","36.477","36.477","36.477","36.477","36.477","36.477","36.477","36.477"
"1978:Q3","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.05","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","39.068","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.104","37.105","37.105","37.105","37.105","37.105","37.105","37.105","37.105","37.105","37.105"
"1978:Q4","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.751","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","39.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.77","37.771","37.771","37.771","37.771","37.771","37.771","37.771","37.771","37.771","37.771"
"1979:Q1","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.291","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","40.31","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283","38.283"
"1979:Q2","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.174","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","41.193","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.121","39.122","39.122","39.122","39.122","39.122","39.122","39.122","39.122","39.122","39.122"
"1979:Q3","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.931","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","41.951","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.84","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841","39.841"
"1979:Q4","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.803","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","42.824","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.668","40.669","40.669","40.669","40.669","40.669","40.669","40.669","40.669","40.669","40.669"
"1980:Q1","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.845","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","43.866","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.658","41.659","41.659","41.659","41.659","41.659","41.659","41.659","41.659","41.659","41.659"
"1980:Q2","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.825","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","44.846","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.588","42.589","42.589","42.589","42.589","42.589","42.589","42.589","42.589","42.589","42.589"
"1980:Q3","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.82","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","45.841","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.533","43.534","43.534","43.534","43.534","43.534","43.534","43.534","43.534","43.534","43.534"
