"DATE","RCONND10M1","RCONND10M2","RCONND10M3","RCONND10M4","RCONND10M5","RCONND10M6","RCONND10M7","RCONND10M8","RCONND10M9","RCONND10M10","RCONND10M11","RCONND10M12","RCONND11M1","RCONND11M2","RCONND11M3","RCONND11M4","RCONND11M5","RCONND11M6","RCONND11M7","RCONND11M8","RCONND11M9","RCONND11M10","RCONND11M11","RCONND11M12","RCONND12M1","RCONND12M2","RCONND12M3","RCONND12M4","RCONND12M5","RCONND12M6","RCONND12M7","RCONND12M8","RCONND12M9","RCONND12M10","RCONND12M11","RCONND12M12","RCONND13M1","RCONND13M2","RCONND13M3","RCONND13M4","RCONND13M5","RCONND13M6","RCONND13M7","RCONND13M8","RCONND13M9","RCONND13M10","RCONND13M11","RCONND13M12","RCONND14M1","RCONND14M2","RCONND14M3","RCONND14M4","RCONND14M5","RCONND14M6","RCONND14M7","RCONND14M8","RCONND14M9","RCONND14M10","RCONND14M11","RCONND14M12","RCONND15M1","RCONND15M2","RCONND15M3","RCONND15M4","RCONND15M5"
"1972:Q1","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.6","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","856.7","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6","932.6"
"1972:Q2","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.8","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8","957.8"
"1972:Q3","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","891.9","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","892.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0","971.0"
"1972:Q4","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","908.8","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3","989.3"
"1973:Q1","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","914.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3","995.3"
"1973:Q2","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.7","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","906.6","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8","986.8"
"1973:Q3","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","911.0","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","910.8","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5","991.5"
"1973:Q4","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.5","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","907.2","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6","987.6"
"1974:Q1","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.4","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","895.1","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3","974.3"
"1974:Q2","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.5","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","889.1","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9","967.9"
"1974:Q3","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.4","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","891.0","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9","969.9"
"1974:Q4","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.3","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","875.1","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6","952.6"
"1975:Q1","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.9","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","876.8","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5","954.5"
"1975:Q2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","896.2","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6","975.6"
"1975:Q3","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","904.9","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","905.0","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1","985.1"
"1975:Q4","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.7","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","902.8","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7","982.7"
"1976:Q1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","921.1","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7","1002.7"
"1976:Q2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","935.2","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1","1018.1"
"1976:Q3","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","942.4","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9","1025.9"
"1976:Q4","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","952.3","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7","1036.7"
"1977:Q1","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","951.7","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0","1036.0"
"1977:Q2","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","951.6","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9"
"1977:Q3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.3","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","956.4","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0","1041.0"
"1977:Q4","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.8","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","976.9","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4","1063.4"
"1978:Q1","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.0","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","981.1","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9","1067.9"
"1978:Q2","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.5","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","988.6","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2","1076.2"
"1978:Q3","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.2","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","996.3","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5","1084.5"
"1978:Q4","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.0","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1009.1","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5","1098.5"
"1979:Q1","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.4","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1013.6","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3","1103.3"
"1979:Q2","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.5","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1011.6","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2","1101.2"
"1979:Q3","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.4","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1023.5","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1","1114.1"
"1979:Q4","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1028.9","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0","1120.0"
"1980:Q1","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.5","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1028.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4","1119.4"
"1980:Q2","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.7","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1014.5","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3","1104.3"
"1980:Q3","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.2","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1012.0","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6","1101.6"
"1980:Q4","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1016.2","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1015.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9","1105.9"
"1981:Q1","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1025.0","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1024.9","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7","1115.7"
"1981:Q2","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1029.5","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6","1120.6"
"1981:Q3","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.8","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1031.7","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1","1123.1"
"1981:Q4","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1035.7","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4","1127.4"
"1982:Q1","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.7","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1037.6","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5","1129.5"
"1982:Q2","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.9","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1035.8","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5","1127.5"
"1982:Q3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.3","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1040.2","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3","1132.3"
"1982:Q4","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1051.0","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1050.9","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0","1144.0"
