"DATE","RCONND10M1","RCONND10M2","RCONND10M3","RCONND10M4","RCONND10M5","RCONND10M6","RCONND10M7","RCONND10M8","RCONND10M9","RCONND10M10","RCONND10M11","RCONND10M12","RCONND11M1","RCONND11M2","RCONND11M3","RCONND11M4","RCONND11M5","RCONND11M6","RCONND11M7","RCONND11M8","RCONND11M9","RCONND11M10","RCONND11M11","RCONND11M12","RCONND12M1","RCONND12M2","RCONND12M3","RCONND12M4","RCONND12M5","RCONND12M6","RCONND12M7","RCONND12M8","RCONND12M9","RCONND12M10","RCONND12M11","RCONND12M12","RCONND13M1","RCONND13M2","RCONND13M3","RCONND13M4","RCONND13M5","RCONND13M6","RCONND13M7","RCONND13M8","RCONND13M9","RCONND13M10","RCONND13M11","RCONND13M12","RCONND14M1","RCONND14M2","RCONND14M3","RCONND14M4","RCONND14M5","RCONND14M6","RCONND14M7","RCONND14M8","RCONND14M9","RCONND14M10","RCONND14M11","RCONND14M12","RCONND15M1","RCONND15M2","RCONND15M3","RCONND15M4","RCONND15M5"
"2006:Q1","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","2003.7","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","1986.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1","2182.1"
"2006:Q2","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","2011.6","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","1996.1","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3","2189.3"
"2006:Q3","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2024.5","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2005.9","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3","2200.3"
"2006:Q4","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2054.7","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2031.9","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0","2237.0"
"2007:Q1","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2060.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2038.2","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6","2241.6"
"2007:Q2","2066.1","2066.1","2066.1","2066.1","2066.1","2066.1","2066.1","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2059.0","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2037.5","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1","2237.1"
"2007:Q3","2076.8","2076.8","2076.8","2076.8","2076.8","2076.8","2076.8","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2067.7","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2046.9","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2","2240.2"
"2007:Q4","2086.0","2086.0","2086.0","2086.0","2086.0","2086.0","2086.0","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2070.3","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2049.0","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4","2238.4"
"2008:Q1","2070.1","2070.1","2070.1","2070.1","2070.1","2070.1","2070.1","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2054.5","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2032.1","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2","2226.2"
"2008:Q2","2081.4","2081.4","2081.4","2081.4","2081.4","2081.4","2081.4","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2064.6","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2043.5","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8","2241.8"
"2008:Q3","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2051.5","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2035.6","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2015.4","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2","2212.2"
"2008:Q4","2026.1","2026.1","2026.1","2026.1","2026.1","2026.1","2026.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","2010.1","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","1985.3","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6","2178.6"
"2009:Q1","2035.5","2035.5","2035.5","2035.5","2035.5","2035.5","2035.5","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","2012.0","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1980.3","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","1983.7","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2","2180.2"
"2009:Q2","2025.7","2025.7","2025.7","2025.7","2025.7","2025.7","2025.7","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","2008.3","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1972.8","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","1973.3","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4","2164.4"
"2009:Q3","2033.3","2033.3","2033.3","2033.3","2033.3","2033.3","2033.3","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","2016.9","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1982.7","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","1981.4","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5","2172.5"
"2009:Q4","#N/A","2054.6","2053.7","2053.4","2053.4","2053.4","2053.4","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","2032.3","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1997.7","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","1992.9","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5","2183.5"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","2073.2","2073.5","2072.9","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2053.5","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2021.1","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2017.7","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6","2201.6"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2061.7","2064.1","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2063.4","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2030.8","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2018.3","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1","2212.1"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2070.0","2072.4","2076.2","2076.2","2076.2","2076.2","2076.2","2076.2","2076.2","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2045.8","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0","2226.0"
"2010:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2101.7","2100.9","2097.4","2097.4","2097.4","2097.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2067.4","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2052.0","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5"
"2011:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2108.2","2102.9","2104.6","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.4","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2075.3","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2262.6","2265.1","2265.1","2265.1","2265.1","2265.1","2265.1","2265.1","2265.1","2265.1","2265.1"
"2011:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2076.0","2077.5","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2076.6","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2073.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2266.5","2265.6","2265.6","2265.6","2265.6","2265.6","2265.6","2265.6","2265.6","2265.6","2265.6"
"2011:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2077.7","2073.2","2073.7","2073.7","2073.7","2073.7","2073.7","2073.7","2073.7","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2071.4","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2263.8","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7","2259.7"
"2011:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2082.2","2075.7","2077.6","2077.6","2077.6","2077.6","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2080.5","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2271.0","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4","2262.4"
"2012:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2088.5","2089.7","2088.3","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2088.9","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2283.6","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4","2273.4"
"2012:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2096.9","2091.7","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2092.0","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2293.9","2278.0","2278.0","2278.0","2278.0","2278.0","2278.0","2278.0","2278.0","2278.0","2278.0"
"2012:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2104.6","2097.9","2098.2","2098.2","2098.2","2098.2","2098.2","2098.2","2098.2","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2303.0","2284.1","2284.1","2284.1","2284.1","2284.1","2284.1","2284.1","2284.1","2284.1","2284.1"
"2012:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2100.3","2098.7","2098.8","2098.8","2098.8","2098.8","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2306.7","2285.0","2285.0","2285.0","2285.0","2285.0","2285.0","2285.0","2285.0","2285.0","2285.0"
"2013:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2104.0","2110.2","2113.4","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2322.2","2311.7","2311.7","2311.7","2311.7","2311.7","2311.7","2311.7","2311.7","2311.7","2311.7"
"2013:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2333.7","2332.4","2331.7","2331.7","2331.7","2331.7","2331.7","2331.7","2331.7","2331.7","2331.7","2331.7","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5","2310.5"
"2013:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2347.1","2345.3","2348.6","2348.6","2348.6","2348.6","2348.6","2348.6","2348.6","2326.4","2326.4","2326.4","2326.4","2326.4","2326.4","2326.4","2326.4","2326.4","2326.4"
"2013:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2374.2","2368.7","2365.5","2365.5","2365.5","2365.5","2341.8","2341.8","2341.8","2341.8","2341.8","2341.8","2341.8","2341.8","2341.8","2341.8"
"2014:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2366.4","2367.7","2363.5","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9","2341.9"
"2014:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2356.7","2352.9","2354.6","2354.6","2354.6","2354.6","2354.6","2354.6","2354.6","2354.6"
"2014:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2361.3","2367.5","2369.4","2369.4","2369.4","2369.4","2369.4"
"2014:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2395.0","2391.6","2393.4","2393.4"
"2015:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2391.9"
