"DATE","P65Q4","P66Q1","P66Q2","P66Q3","P66Q4","P67Q1","P67Q2","P67Q3","P67Q4","P68Q1","P68Q2","P68Q3","P68Q4","P69Q1","P69Q2","P69Q3","P69Q4","P70Q1","P70Q2","P70Q3","P70Q4","P71Q1","P71Q2","P71Q3","P71Q4","P72Q1","P72Q2","P72Q3","P72Q4","P73Q1","P73Q2","P73Q3","P73Q4","P74Q1","P74Q2","P74Q3","P74Q4","P75Q1","P75Q2","P75Q3","P75Q4","P76Q1","P76Q2","P76Q3","P76Q4","P77Q1","P77Q2","P77Q3","P77Q4","P78Q1","P78Q2","P78Q3","P78Q4","P79Q1","P79Q2","P79Q3","P79Q4","P80Q1","P80Q2","P80Q3","P80Q4","P81Q1","P81Q2","P81Q3","P81Q4","P82Q1","P82Q2","P82Q3","P82Q4","P83Q1","P83Q2","P83Q3","P83Q4","P84Q1","P84Q2","P84Q3","P84Q4","P85Q1","P85Q2","P85Q3","P85Q4","P86Q1","P86Q2","P86Q3","P86Q4","P87Q1","P87Q2","P87Q3","P87Q4","P88Q1","P88Q2","P88Q3","P88Q4","P89Q1","P89Q2","P89Q3","P89Q4","P90Q1","P90Q2","P90Q3","P90Q4","P91Q1","P91Q2","P91Q3","P91Q4","P92Q1","P92Q2","P92Q3","P92Q4","P93Q1","P93Q2","P93Q3","P93Q4","P94Q1","P94Q2","P94Q3","P94Q4","P95Q1","P95Q2","P95Q3","P95Q4","P96Q1","P96Q2","P96Q3","P96Q4","P97Q1","P97Q2","P97Q3","P97Q4","P98Q1","P98Q2","P98Q3","P98Q4","P99Q1","P99Q2","P99Q3","P99Q4","P00Q1","P00Q2","P00Q3","P00Q4","P01Q1","P01Q2","P01Q3","P01Q4","P02Q1","P02Q2","P02Q3","P02Q4","P03Q1","P03Q2","P03Q3","P03Q4","P04Q1","P04Q2","P04Q3","P04Q4","P05Q1","P05Q2","P05Q3","P05Q4","P06Q1","P06Q2","P06Q3","P06Q4","P07Q1","P07Q2","P07Q3","P07Q4","P08Q1","P08Q2","P08Q3","P08Q4","P09Q1","P09Q2","P09Q3","P09Q4","P10Q1","P10Q2","P10Q3","P10Q4","P11Q1","P11Q2","P11Q3","P11Q4","P12Q1","P12Q2","P12Q3","P12Q4","P13Q1","P13Q2","P13Q3","P13Q4","P14Q1","P14Q2","P14Q3","P14Q4","P15Q1","P15Q2","P15Q3","P15Q4"
"1978:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","153.5609","153.5216","153.5216","153.457","153.457","153.457","153.457","153.457","153.457","151.4136","151.4136","151.4136","151.4136","151.4136","151.4136","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","152.0224","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","72.8537","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","60.8925","51.4","51.4","51.4","51.4","51.4","51.32","51.32","51.32","51.32","51.32","51.32","51.32","51.32","51.32","51.32","49.15","49.15","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","48.64","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","46.133","40.741","40.741","40.741","40.741","40.741","40.741","40.741","40.741","40.776","40.776","40.776","40.776","40.776","40.776","40.776","40.776","37.992","37.992","37.992","37.992","37.987","37.987","37.987","37.987","37.987","37.987"
"1978:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","156.5501","156.5562","156.6802","156.6802","156.6802","156.6802","156.6802","156.6802","154.9939","154.9939","154.9939","154.9939","154.9939","154.9939","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","155.38","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","74.4154","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","62.2288","52.4","52.4","52.4","52.4","52.4","52.37","52.37","52.37","52.37","52.37","52.37","52.37","52.37","52.37","52.37","50.11","50.11","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","49.62","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","47.074","41.571","41.571","41.571","41.571","41.571","41.571","41.571","41.571","41.607","41.607","41.607","41.607","41.607","41.607","41.607","41.607","38.764","38.764","38.764","38.764","38.759","38.759","38.759","38.759","38.759","38.759"
"1979:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","159.8532","160.2195","160.2195","160.2195","160.2195","160.2195","160.2195","158.1593","158.1593","158.1593","158.1593","158.1593","158.1593","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","158.597","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","76.0757","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","63.4575","53.5","53.5","53.5","53.5","53.5","53.46","53.46","53.46","53.46","53.46","53.46","53.46","53.46","53.46","53.46","51.07","51.07","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","50.58","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","47.929","42.334","42.334","42.334","42.334","42.334","42.334","42.334","42.334","42.37","42.37","42.37","42.37","42.37","42.37","42.37","42.37","39.475","39.475","39.475","39.475","39.47","39.47","39.47","39.47","39.47","39.47"
"1979:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","164.0259","163.8051","163.8051","163.8051","163.8051","163.8051","161.1647","161.1647","161.1647","161.1647","161.1647","161.1647","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","161.85","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","77.8463","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","64.8284","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","54.7","52.2","52.2","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","51.73","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","49.092","43.364","43.364","43.364","43.364","43.364","43.364","43.364","43.364","43.401","43.401","43.401","43.401","43.401","43.401","43.401","43.401","40.416","40.416","40.416","40.416","40.411","40.411","40.411","40.411","40.411","40.411"
"1979:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","167.1443","167.2016","167.2016","167.2016","167.2016","164.232","164.232","164.232","164.232","164.232","164.232","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","165.1285","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","79.3821","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","66.2718","55.9","55.9","55.9","55.9","55.9","55.82","55.82","55.82","55.82","55.82","55.82","55.82","55.82","55.82","55.82","53.23","53.23","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","52.79","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","50.102","44.26","44.26","44.26","44.26","44.26","44.26","44.26","44.26","44.298","44.298","44.298","44.298","44.298","44.298","44.298","44.298","41.24","41.24","41.24","41.24","41.235","41.235","41.235","41.235","41.235","41.235"
"1979:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","170.7314","170.5825","170.5825","170.5825","167.4695","167.4695","167.4695","167.4695","167.4695","167.4695","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","168.0588","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","80.9515","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","67.6034","57.0","57.0","57.0","57.0","57.0","56.92","56.92","56.92","56.92","56.92","56.92","56.92","56.92","56.92","56.92","54.27","54.27","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","53.86","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","51.088","45.136","45.136","45.136","45.136","45.136","45.136","45.136","45.136","45.175","45.175","45.175","45.175","45.175","45.175","45.175","45.175","42.049","42.049","42.049","42.049","42.044","42.044","42.044","42.044","42.044","42.044"
"1980:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","174.5118","174.4861","174.4861","171.2298","171.2298","171.2298","171.2298","171.2298","171.2298","172.3125","172.3125","172.3125","172.3125","171.9393","171.9393","171.9393","171.9393","171.9393","171.9393","171.9393","171.9393","171.9393","171.9393","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","82.6684","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","69.1788","58.3","58.3","58.3","58.3","58.3","58.25","58.25","58.25","58.25","58.25","58.25","58.25","58.25","58.25","58.25","55.44","55.44","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","55.08","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","52.209","46.126","46.126","46.126","46.126","46.126","46.126","46.126","46.126","46.165","46.165","46.165","46.165","46.165","46.165","46.165","46.165","42.96","42.96","42.96","42.96","42.955","42.955","42.955","42.955","42.955","42.955"
"1980:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","178.8631","178.9933","175.2751","175.2751","175.2751","175.2751","175.2751","175.2751","176.5263","176.5263","176.5263","176.5263","176.4609","176.4609","176.4609","176.4609","176.4609","176.4609","176.4609","176.4609","176.4609","176.4609","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","84.6436","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","70.8327","59.6","59.6","59.6","59.6","59.6","59.59","59.59","59.59","59.59","59.59","59.59","59.59","59.59","59.59","59.59","56.68","56.68","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","56.35","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","53.362","47.156","47.156","47.156","47.156","47.156","47.156","47.156","47.156","47.196","47.196","47.196","47.196","47.196","47.196","47.196","47.196","43.901","43.901","43.901","43.901","43.895","43.895","43.895","43.895","43.895","43.895"
"1980:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","182.9191","179.1766","179.1766","179.1766","179.1766","179.1766","179.1766","180.6053","180.6053","180.6053","180.6053","180.2418","180.2418","180.2418","180.2418","180.2418","180.2418","180.2418","180.2418","180.2418","180.2418","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","86.5436","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","72.4602","61.0","61.0","61.0","61.0","61.0","60.93","60.93","60.93","60.93","60.93","60.93","60.93","60.93","60.93","60.93","57.94","57.94","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","57.62","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","54.572","48.232","48.232","48.232","48.232","48.232","48.232","48.232","48.232","48.273","48.273","48.273","48.273","48.273","48.273","48.273","48.273","44.909","44.909","44.909","44.909","44.903","44.903","44.903","44.903","44.903","44.903"
"1980:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","183.9742","183.8045","183.8045","183.8045","183.8045","183.8045","185.1697","185.1697","185.1697","185.1697","185.1275","185.1275","185.1275","185.1275","185.1275","185.1275","185.1275","185.1275","185.1275","185.1275","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","89.041","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","74.3836","62.6","62.6","62.6","62.6","62.6","62.57","62.57","62.57","62.57","62.57","62.57","62.57","62.57","62.57","62.57","59.48","59.48","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","59.16","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","56.105","49.591","49.591","49.591","49.591","49.591","49.591","49.591","49.591","49.633","49.633","49.633","49.633","49.633","49.633","49.633","49.633","46.17","46.17","46.17","46.17","46.165","46.165","46.165","46.165","46.165","46.165"
"1981:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","187.3045","188.143","188.143","188.143","188.143","190.0053","190.0053","190.0053","190.0053","189.8285","189.8285","189.8285","189.8285","190.0099","190.0099","190.0099","190.0099","190.0099","190.0099","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","91.3434","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","76.5056","64.2","64.2","64.2","64.2","64.2","64.19","64.19","64.19","64.19","64.19","64.19","64.19","64.19","64.19","64.19","61.02","61.02","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","60.67","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","57.566","50.894","50.894","50.894","50.894","50.894","50.894","50.894","50.894","50.937","50.937","50.937","50.937","50.937","50.937","50.937","50.937","47.363","47.363","47.363","47.363","47.358","47.358","47.358","47.358","47.358","47.358"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","190.9085","191.062","191.062","191.062","193.17","193.17","193.17","193.17","192.562","192.562","192.562","192.562","193.0277","193.0277","193.0277","193.0277","193.0277","193.0277","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","92.8466","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","77.8535","65.4","65.4","65.4","65.4","65.4","65.35","65.35","65.35","65.35","65.35","65.35","65.35","65.35","65.35","65.35","62.1","62.1","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","61.75","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","58.582","51.802","51.802","51.802","51.802","51.802","51.802","51.802","51.802","51.847","51.847","51.847","51.847","51.847","51.847","51.847","51.847","48.202","48.202","48.202","48.202","48.197","48.197","48.197","48.197","48.197","48.197"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","195.3985","195.6063","195.6063","197.3583","197.3583","197.3583","197.3583","196.9393","196.9393","196.9393","196.9393","197.7071","197.7071","197.7071","197.7071","197.7071","197.7071","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","94.9458","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","79.6895","66.7","66.7","66.7","66.7","66.7","66.65","66.65","66.65","66.65","66.65","66.65","66.65","66.65","66.65","66.65","63.29","63.29","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","62.95","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","59.661","52.754","52.754","52.754","52.754","52.754","52.754","52.754","52.754","52.799","52.799","52.799","52.799","52.799","52.799","52.799","52.799","49.101","49.101","49.101","49.101","49.096","49.096","49.096","49.096","49.096","49.096"
