"DATE","PCONX96M2","PCONX96M3","PCONX96M4","PCONX96M5","PCONX96M6","PCONX96M7","PCONX96M8","PCONX96M9","PCONX96M10","PCONX96M11","PCONX96M12","PCONX97M1","PCONX97M2","PCONX97M3","PCONX97M4","PCONX97M5","PCONX97M6","PCONX97M7","PCONX97M8","PCONX97M9","PCONX97M10","PCONX97M11","PCONX97M12","PCONX98M1","PCONX98M2","PCONX98M3","PCONX98M4","PCONX98M5","PCONX98M6","PCONX98M7","PCONX98M8","PCONX98M9","PCONX98M10","PCONX98M11","PCONX98M12","PCONX99M1","PCONX99M2","PCONX99M3","PCONX99M4","PCONX99M5","PCONX99M6","PCONX99M7","PCONX99M8","PCONX99M9","PCONX99M10","PCONX99M11","PCONX99M12"
"1961:Q2","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.9","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.94","23.02","23.02"
"1961:Q3","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.0","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","24.02","23.11","23.11"
"1961:Q4","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","24.06","23.16","23.16"
"1962:Q1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.1","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","24.09","23.24","23.24"
"1962:Q2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.2","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","24.21","23.32","23.32"
"1962:Q3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","24.29","23.39","23.39"
"1962:Q4","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.3","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","24.34","23.43","23.43"
"1963:Q1","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","24.4","23.5","23.5"
"1963:Q2","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","23.57","23.57"
"1963:Q3","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","24.6","23.66","23.66"
"1963:Q4","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.7","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","24.71","23.77","23.77"
"1964:Q1","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","24.79","23.86","23.86"
"1964:Q2","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","24.84","23.92","23.92"
"1964:Q3","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.9","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","24.91","23.99","23.99"
"1964:Q4","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","25.0","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.99","24.06","24.06"
"1965:Q1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","25.1","24.16","24.16"
"1965:Q2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.2","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","25.19","24.24","24.24"
"1965:Q3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","25.27","24.31","24.31"
"1965:Q4","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.3","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","25.35","24.38","24.38"
"1966:Q1","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.5","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","25.47","24.5","24.5"
"1966:Q2","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.7","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","25.66","24.69","24.69"
"1966:Q3","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.9","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","25.88","24.89","24.89"
"1966:Q4","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","26.1","25.1","25.1"
"1967:Q1","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.2","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","26.23","25.21","25.21"
"1967:Q2","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.4","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","26.42","25.37","25.37"
"1967:Q3","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.7","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","26.68","25.6","25.6"
"1967:Q4","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.9","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","26.95","25.85","25.85"
"1968:Q1","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.3","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","27.27","26.16","26.16"
"1968:Q2","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.6","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","27.57","26.44","26.44"
"1968:Q3","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.8","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","27.84","26.72","26.72"
"1968:Q4","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.1","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","28.13","27.01","27.01"
"1969:Q1","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.4","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","28.38","27.29","27.29"
"1969:Q2","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.7","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","28.66","27.6","27.6"
"1969:Q3","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","29.0","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","28.95","27.91","27.91"
"1969:Q4","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.3","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","29.27","28.22","28.22"
"1970:Q1","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.6","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","29.59","28.51","28.51"
"1970:Q2","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","29.9","28.82","28.82"
"1970:Q3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.3","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","30.28","29.15","29.15"
"1970:Q4","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.8","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","30.75","29.6","29.6"
"1971:Q1","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.2","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","31.16","30.01","30.01"
"1971:Q2","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.5","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","31.53","30.38","30.38"
"1971:Q3","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.8","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","31.84","30.7","30.7"
"1971:Q4","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.0","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","32.03","30.89","30.89"
"1972:Q1","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.3","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","32.34","31.21","31.21"
"1972:Q2","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.6","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","32.57","31.44","31.44"
"1972:Q3","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","32.8","31.68","31.68"
"1972:Q4","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.0","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","33.02","31.89","31.89"
"1973:Q1","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.2","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","33.24","32.16","32.16"
"1973:Q2","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.7","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","33.67","32.57","32.57"
"1973:Q3","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.1","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","34.05","32.95","32.95"
"1973:Q4","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.5","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","34.45","33.29","33.29"
"1974:Q1","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","35.0","33.76","33.76"
"1974:Q2","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.8","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","35.81","34.52","34.52"
"1974:Q3","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.8","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","36.76","35.43","35.43"
"1974:Q4","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.6","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","37.64","36.24","36.24"
"1975:Q1","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.3","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","38.28","36.9","36.9"
"1975:Q2","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.9","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","38.89","37.46","37.46"
"1975:Q3","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.5","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","39.51","38.03","38.03"
"1975:Q4","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.2","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","40.16","38.66","38.66"
"1976:Q1","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.8","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","40.78","39.3","39.3"
"1976:Q2","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.3","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","41.31","39.84","39.84"
"1976:Q3","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.0","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","42.01","40.54","40.54"
"1976:Q4","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.7","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","42.74","41.26","41.26"
"1977:Q1","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.5","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","43.45","41.94","41.94"
"1977:Q2","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.1","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","44.11","42.6","42.6"
"1977:Q3","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.8","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","44.85","43.31","43.31"
"1977:Q4","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.5","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","45.53","43.92","43.92"
"1978:Q1","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.3","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","46.26","44.58","44.58"
"1978:Q2","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.1","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","47.12","45.33","45.33"
