"DATE","RGF00M1","RGF00M2","RGF00M3","RGF00M4","RGF00M5","RGF00M6","RGF00M7","RGF00M8","RGF00M9","RGF00M10","RGF00M11","RGF00M12","RGF01M1","RGF01M2","RGF01M3","RGF01M4","RGF01M5","RGF01M6","RGF01M7","RGF01M8","RGF01M9","RGF01M10","RGF01M11","RGF01M12","RGF02M1","RGF02M2","RGF02M3","RGF02M4","RGF02M5","RGF02M6","RGF02M7","RGF02M8","RGF02M9","RGF02M10","RGF02M11","RGF02M12","RGF03M1","RGF03M2","RGF03M3","RGF03M4","RGF03M5","RGF03M6","RGF03M7","RGF03M8","RGF03M9","RGF03M10","RGF03M11","RGF03M12","RGF04M1","RGF04M2","RGF04M3","RGF04M4","RGF04M5","RGF04M6","RGF04M7","RGF04M8","RGF04M9","RGF04M10","RGF04M11","RGF04M12","RGF05M1","RGF05M2","RGF05M3","RGF05M4","RGF05M5","RGF05M6","RGF05M7","RGF05M8","RGF05M9","RGF05M10","RGF05M11","RGF05M12","RGF06M1","RGF06M2","RGF06M3","RGF06M4","RGF06M5","RGF06M6","RGF06M7","RGF06M8","RGF06M9","RGF06M10","RGF06M11","RGF06M12","RGF07M1","RGF07M2","RGF07M3","RGF07M4","RGF07M5","RGF07M6","RGF07M7","RGF07M8","RGF07M9","RGF07M10","RGF07M11","RGF07M12","RGF08M1","RGF08M2","RGF08M3","RGF08M4","RGF08M5","RGF08M6","RGF08M7","RGF08M8","RGF08M9","RGF08M10","RGF08M11","RGF08M12","RGF09M1","RGF09M2","RGF09M3","RGF09M4","RGF09M5","RGF09M6","RGF09M7","RGF09M8","RGF09M9","RGF09M10","RGF09M11","RGF09M12"
"1949:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","202.6","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","221.4","267.5","267.5","267.5","267.5","267.5"
"1949:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","192.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","210.3","254.2","254.2","254.2","254.2","254.2"
"1950:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","183.0","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","200.2","242.1","242.1","242.1","242.1","242.1"
"1950:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","186.8","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","204.6","247.4","247.4","247.4","247.4","247.4"
"1950:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","180.2","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","197.5","238.7","238.7","238.7","238.7","238.7"
"1950:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","201.5","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","221.1","266.7","266.7","266.7","266.7","266.7"
"1951:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","239.9","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","264.1","319.0","319.0","319.0","319.0","319.0"
"1951:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","291.5","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","320.6","387.4","387.4","387.4","387.4","387.4"
"1951:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","341.4","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","375.5","454.4","454.4","454.4","454.4","454.4"
"1951:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","369.1","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","405.7","492.1","492.1","492.1","492.1","492.1"
"1952:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","389.2","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","424.1","513.2","513.2","513.2","513.2","513.2"
"1952:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","404.4","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","440.8","533.3","533.3","533.3","533.3","533.3"
"1952:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","415.2","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","452.4","546.9","546.9","546.9","546.9","546.9"
"1952:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","421.3","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","459.7","555.5","555.5","555.5","555.5","555.5"
