"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1987:09","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","3847.441","#N/A","4127.673","4127.673","4127.673","4127.673","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","4144.1","#N/A","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4403.6","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4907.309","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","4905.589","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.616","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589","5225.589"
"1987:10","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","3845.331","#N/A","4126.94","4126.94","4126.94","4126.94","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","4143.0","#N/A","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4403.1","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4905.822","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","4904.092","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.171","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044","5222.044"
"1987:11","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","3845.542","#N/A","4129.401","4129.401","4129.401","4129.401","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","4145.3","#N/A","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4407.4","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4911.637","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","4909.903","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.175","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149","5228.149"
"1987:12","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","3878.625","#N/A","4161.769","4161.769","4161.769","4161.769","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","4177.5","#N/A","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4440.7","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4947.702","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","4945.997","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.334","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226","5268.226"
"1988:01","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","3914.198","#N/A","4197.855","4197.855","4197.855","4197.855","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","4213.8","#N/A","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4475.8","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4987.271","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","4985.613","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.907","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818","5313.818"
"1988:02","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","3913.397","#N/A","4201.26","4201.26","4201.26","4201.26","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","4217.1","#N/A","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4478.7","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4990.659","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","4988.958","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.124","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037","5319.037"
"1988:03","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","3945.087","#N/A","4237.189","4237.189","4237.189","4237.189","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","4253.0","#N/A","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","4517.4","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5033.489","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5031.919","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.189","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121","5365.121"
"1988:04","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","3933.441","#N/A","4220.062","4220.062","4220.062","4220.062","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","4235.7","#N/A","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","4499.0","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5013.977","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5012.376","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.337","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26","5343.26"
"1988:05","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","3956.354","#N/A","4245.621","4245.621","4245.621","4245.621","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","4261.4","#N/A","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","4527.9","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5045.877","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5044.244","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.591","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528","5377.528"
"1988:06","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","3966.735","#N/A","4257.249","4257.249","4257.249","4257.249","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","4273.1","#N/A","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","4541.4","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5060.576","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5058.946","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.619","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563","5394.563"
"1988:07","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","3978.17","#N/A","4266.781","4266.781","4266.781","4266.781","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","4282.8","#N/A","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","4551.0","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5069.86","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5068.19","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.627","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576","5406.576"
