"DATE","RCONM98M11","RCONM98M12","RCONM99M1","RCONM99M2","RCONM99M3","RCONM99M4","RCONM99M5","RCONM99M6","RCONM99M7","RCONM99M8","RCONM99M9","RCONM99M10","RCONM99M11","RCONM99M12","RCONM00M1","RCONM00M2","RCONM00M3","RCONM00M4","RCONM00M5","RCONM00M6","RCONM00M7","RCONM00M8","RCONM00M9","RCONM00M10","RCONM00M11","RCONM00M12","RCONM01M1","RCONM01M2","RCONM01M3","RCONM01M4","RCONM01M5","RCONM01M6","RCONM01M7","RCONM01M8","RCONM01M9","RCONM01M10","RCONM01M11","RCONM01M12","RCONM02M1","RCONM02M2","RCONM02M3","RCONM02M4","RCONM02M5","RCONM02M6","RCONM02M7","RCONM02M8","RCONM02M9","RCONM02M10","RCONM02M11","RCONM02M12","RCONM03M1","RCONM03M2","RCONM03M3","RCONM03M4","RCONM03M5","RCONM03M6","RCONM03M7","RCONM03M8","RCONM03M9","RCONM03M10","RCONM03M11","RCONM03M12","RCONM04M1","RCONM04M2","RCONM04M3","RCONM04M4","RCONM04M5","RCONM04M6","RCONM04M7","RCONM04M8","RCONM04M9","RCONM04M10","RCONM04M11","RCONM04M12","RCONM05M1","RCONM05M2","RCONM05M3","RCONM05M4","RCONM05M5","RCONM05M6","RCONM05M7","RCONM05M8","RCONM05M9","RCONM05M10","RCONM05M11","RCONM05M12","RCONM06M1","RCONM06M2","RCONM06M3","RCONM06M4","RCONM06M5","RCONM06M6","RCONM06M7","RCONM06M8","RCONM06M9","RCONM06M10","RCONM06M11","RCONM06M12","RCONM07M1","RCONM07M2","RCONM07M3","RCONM07M4","RCONM07M5","RCONM07M6","RCONM07M7","RCONM07M8","RCONM07M9","RCONM07M10","RCONM07M11","RCONM07M12","RCONM08M1","RCONM08M2","RCONM08M3","RCONM08M4","RCONM08M5","RCONM08M6","RCONM08M7","RCONM08M8","RCONM08M9","RCONM08M10","RCONM08M11","RCONM08M12","RCONM09M1","RCONM09M2","RCONM09M3","RCONM09M4","RCONM09M5","RCONM09M6","RCONM09M7","RCONM09M8","RCONM09M9","RCONM09M10","RCONM09M11","RCONM09M12","RCONM10M1","RCONM10M2","RCONM10M3","RCONM10M4","RCONM10M5","RCONM10M6","RCONM10M7","RCONM10M8","RCONM10M9","RCONM10M10","RCONM10M11","RCONM10M12","RCONM11M1","RCONM11M2","RCONM11M3","RCONM11M4","RCONM11M5","RCONM11M6","RCONM11M7","RCONM11M8","RCONM11M9","RCONM11M10","RCONM11M11","RCONM11M12","RCONM12M1","RCONM12M2","RCONM12M3","RCONM12M4","RCONM12M5","RCONM12M6","RCONM12M7","RCONM12M8","RCONM12M9","RCONM12M10","RCONM12M11","RCONM12M12","RCONM13M1","RCONM13M2","RCONM13M3","RCONM13M4","RCONM13M5","RCONM13M6","RCONM13M7","RCONM13M8","RCONM13M9","RCONM13M10","RCONM13M11","RCONM13M12","RCONM14M1","RCONM14M2","RCONM14M3","RCONM14M4","RCONM14M5","RCONM14M6","RCONM14M7","RCONM14M8","RCONM14M9","RCONM14M10","RCONM14M11","RCONM14M12","RCONM15M1","RCONM15M2","RCONM15M3","RCONM15M4","RCONM15M5","RCONM15M6","RCONM15M7","RCONM15M8","RCONM15M9","RCONM15M10","RCONM15M11"
"1997:08","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","4945.432","5475.9","5475.91","5475.91","5475.91","5475.91","5457.2","5457.2","5457.2","5457.2","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5464.9","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","5881.0","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6579.168","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","6576.173","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.182","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123","7070.123"
"1997:09","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","4952.648","5478.8","5478.843","5478.843","5478.843","5478.843","5459.6","5459.6","5459.6","5459.6","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5467.3","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","5878.1","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6579.524","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","6576.53","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.462","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305","7071.305"
"1997:10","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","4959.273","5495.0","5494.974","5494.974","5494.974","5494.974","5475.0","5475.0","5475.0","5475.0","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5484.8","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","5905.2","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6611.661","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","6608.652","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7107.093","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951","7106.951"
"1997:11","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","4983.579","5519.7","5519.748","5519.748","5519.748","5519.748","5499.8","5499.8","5499.8","5499.8","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5506.5","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","5931.1","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6637.57","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","6634.549","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.327","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196","7136.196"
"1997:12","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5000.121","5536.5","5536.508","5536.508","5536.508","5536.508","5517.0","5517.0","5517.0","5517.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5530.0","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","5957.9","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6674.192","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","6671.154","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.683","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569","7176.569"
"1998:01","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5031.094","5559.8","5559.762","5559.762","5559.762","5559.762","5542.1","5542.1","5542.1","5542.1","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5540.8","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5537.6","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","5959.1","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6668.665","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","6665.63","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.269","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153","7171.153"
"1998:02","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5059.704","5595.5","5595.534","5595.534","5595.534","5595.534","5578.4","5578.4","5578.4","5578.4","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5573.0","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","5582.2","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6001.3","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6711.72","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","6708.666","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.417","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32","7218.32"
"1998:03","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5074.347","5621.6","5621.565","5621.565","5621.565","5621.565","5604.9","5604.9","5604.9","5604.9","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5603.5","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","5608.9","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6030.3","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6741.198","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","6738.13","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.391","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209","7251.209"
"1998:04","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5091.057","5632.3","5632.302","5632.302","5632.302","5632.302","5615.4","5615.4","5615.4","5615.4","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5609.8","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","5616.0","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6048.8","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6775.512","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","6772.428","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.68","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513","7289.513"
"1998:05","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5133.424","5685.8","5685.829","5685.829","5685.829","5685.829","5669.0","5669.0","5669.0","5669.0","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5658.4","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","5671.6","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6096.0","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6823.787","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","6820.681","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.536","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49","7342.49"
"1998:06","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5166.127","5708.6","5708.56","5708.56","5708.56","5708.56","5691.9","5691.9","5691.9","5691.9","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5686.4","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","5693.0","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6131.4","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6868.366","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","6865.24","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7391.062","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937","7390.937"
