"DATE","RCONS00M1","RCONS00M2","RCONS00M3","RCONS00M4","RCONS00M5","RCONS00M6","RCONS00M7","RCONS00M8","RCONS00M9","RCONS00M10","RCONS00M11","RCONS00M12","RCONS01M1","RCONS01M2","RCONS01M3","RCONS01M4","RCONS01M5","RCONS01M6","RCONS01M7","RCONS01M8","RCONS01M9","RCONS01M10","RCONS01M11","RCONS01M12","RCONS02M1","RCONS02M2","RCONS02M3","RCONS02M4","RCONS02M5","RCONS02M6","RCONS02M7","RCONS02M8","RCONS02M9","RCONS02M10","RCONS02M11","RCONS02M12","RCONS03M1","RCONS03M2","RCONS03M3","RCONS03M4","RCONS03M5","RCONS03M6","RCONS03M7","RCONS03M8","RCONS03M9","RCONS03M10","RCONS03M11","RCONS03M12","RCONS04M1","RCONS04M2","RCONS04M3","RCONS04M4","RCONS04M5","RCONS04M6","RCONS04M7","RCONS04M8","RCONS04M9","RCONS04M10","RCONS04M11","RCONS04M12","RCONS05M1","RCONS05M2","RCONS05M3","RCONS05M4","RCONS05M5","RCONS05M6","RCONS05M7","RCONS05M8","RCONS05M9","RCONS05M10","RCONS05M11","RCONS05M12","RCONS06M1","RCONS06M2","RCONS06M3","RCONS06M4","RCONS06M5","RCONS06M6","RCONS06M7","RCONS06M8","RCONS06M9","RCONS06M10","RCONS06M11","RCONS06M12","RCONS07M1","RCONS07M2","RCONS07M3","RCONS07M4","RCONS07M5","RCONS07M6","RCONS07M7","RCONS07M8","RCONS07M9","RCONS07M10","RCONS07M11","RCONS07M12","RCONS08M1","RCONS08M2","RCONS08M3","RCONS08M4","RCONS08M5","RCONS08M6","RCONS08M7","RCONS08M8","RCONS08M9","RCONS08M10","RCONS08M11","RCONS08M12","RCONS09M1","RCONS09M2","RCONS09M3","RCONS09M4","RCONS09M5","RCONS09M6","RCONS09M7","RCONS09M8","RCONS09M9","RCONS09M10","RCONS09M11","RCONS09M12"
"1949:Q3","#N/A","#N/A","#N/A","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","484.5","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","520.7","712.9","712.9","712.9","712.9","712.9"
"1949:Q4","#N/A","#N/A","#N/A","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","486.0","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","522.5","715.0","715.0","715.0","715.0","715.0"
"1950:Q1","#N/A","#N/A","#N/A","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","493.6","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.1","530.0","530.0","530.0","723.7","723.7","723.7","723.7","723.7"
"1950:Q2","#N/A","#N/A","#N/A","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","507.6","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.5","545.4","545.4","545.4","742.1","742.1","742.1","742.1","742.1"
"1950:Q3","#N/A","#N/A","#N/A","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","514.6","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.2","553.1","553.1","553.1","753.6","753.6","753.6","753.6","753.6"
"1950:Q4","#N/A","#N/A","#N/A","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","520.4","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.6","559.4","559.4","559.4","758.4","758.4","758.4","758.4","758.4"
"1951:Q1","#N/A","#N/A","#N/A","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","528.3","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.1","569.0","569.0","569.0","779.1","779.1","779.1","779.1","779.1"
"1951:Q2","#N/A","#N/A","#N/A","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","531.4","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","573.0","784.4","784.4","784.4","784.4","784.4"
"1951:Q3","#N/A","#N/A","#N/A","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","536.0","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","578.2","794.2","794.2","794.2","794.2","794.2"
"1951:Q4","#N/A","#N/A","#N/A","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","537.8","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","580.3","796.2","796.2","796.2","796.2","796.2"
"1952:Q1","#N/A","#N/A","#N/A","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","545.4","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.2","588.1","588.1","588.1","806.0","806.0","806.0","806.0","806.0"
"1952:Q2","#N/A","#N/A","#N/A","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","552.7","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.8","595.7","595.7","595.7","818.6","818.6","818.6","818.6","818.6"
"1952:Q3","#N/A","#N/A","#N/A","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","560.3","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","604.0","603.9","603.9","603.9","829.5","829.5","829.5","829.5","829.5"
"1952:Q4","#N/A","#N/A","#N/A","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","569.5","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.6","613.5","613.5","613.5","841.3","841.3","841.3","841.3","841.3"
