"DATE","RINVBF00M1","RINVBF00M2","RINVBF00M3","RINVBF00M4","RINVBF00M5","RINVBF00M6","RINVBF00M7","RINVBF00M8","RINVBF00M9","RINVBF00M10","RINVBF00M11","RINVBF00M12","RINVBF01M1","RINVBF01M2","RINVBF01M3","RINVBF01M4","RINVBF01M5","RINVBF01M6","RINVBF01M7","RINVBF01M8","RINVBF01M9","RINVBF01M10","RINVBF01M11","RINVBF01M12","RINVBF02M1","RINVBF02M2","RINVBF02M3","RINVBF02M4","RINVBF02M5","RINVBF02M6","RINVBF02M7","RINVBF02M8","RINVBF02M9","RINVBF02M10","RINVBF02M11","RINVBF02M12","RINVBF03M1","RINVBF03M2","RINVBF03M3","RINVBF03M4","RINVBF03M5","RINVBF03M6","RINVBF03M7","RINVBF03M8","RINVBF03M9","RINVBF03M10","RINVBF03M11","RINVBF03M12","RINVBF04M1","RINVBF04M2","RINVBF04M3","RINVBF04M4","RINVBF04M5","RINVBF04M6","RINVBF04M7","RINVBF04M8","RINVBF04M9","RINVBF04M10","RINVBF04M11","RINVBF04M12","RINVBF05M1","RINVBF05M2","RINVBF05M3","RINVBF05M4","RINVBF05M5","RINVBF05M6","RINVBF05M7","RINVBF05M8","RINVBF05M9","RINVBF05M10","RINVBF05M11","RINVBF05M12","RINVBF06M1","RINVBF06M2","RINVBF06M3","RINVBF06M4","RINVBF06M5","RINVBF06M6","RINVBF06M7","RINVBF06M8","RINVBF06M9","RINVBF06M10","RINVBF06M11","RINVBF06M12","RINVBF07M1","RINVBF07M2","RINVBF07M3","RINVBF07M4","RINVBF07M5","RINVBF07M6","RINVBF07M7","RINVBF07M8","RINVBF07M9","RINVBF07M10","RINVBF07M11","RINVBF07M12","RINVBF08M1","RINVBF08M2","RINVBF08M3","RINVBF08M4","RINVBF08M5","RINVBF08M6","RINVBF08M7","RINVBF08M8","RINVBF08M9","RINVBF08M10","RINVBF08M11","RINVBF08M12","RINVBF09M1","RINVBF09M2","RINVBF09M3","RINVBF09M4","RINVBF09M5","RINVBF09M6","RINVBF09M7","RINVBF09M8","RINVBF09M9","RINVBF09M10","RINVBF09M11","RINVBF09M12"
"1949:Q3","#N/A","#N/A","#N/A","#N/A","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","101.5","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","93.8","97.2","97.2","97.2","97.2","97.2"
"1949:Q4","#N/A","#N/A","#N/A","#N/A","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","92.1","95.5","95.5","95.5","95.5","95.5"
"1950:Q1","#N/A","#N/A","#N/A","#N/A","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","102.5","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","94.8","98.1","98.1","98.1","98.1","98.1"
"1950:Q2","#N/A","#N/A","#N/A","#N/A","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","111.7","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","103.2","106.9","106.9","106.9","106.9","106.9"
"1950:Q3","#N/A","#N/A","#N/A","#N/A","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","121.8","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","112.5","116.5","116.5","116.5","116.5","116.5"
"1950:Q4","#N/A","#N/A","#N/A","#N/A","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","121.6","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","112.3","116.4","116.4","116.4","116.4","116.4"
"1951:Q1","#N/A","#N/A","#N/A","#N/A","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","118.5","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","109.4","113.4","113.4","113.4","113.4","113.4"
"1951:Q2","#N/A","#N/A","#N/A","#N/A","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","120.1","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","110.9","115.0","115.0","115.0","115.0","115.0"
"1951:Q3","#N/A","#N/A","#N/A","#N/A","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","121.4","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","112.2","116.4","116.4","116.4","116.4","116.4"
"1951:Q4","#N/A","#N/A","#N/A","#N/A","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","109.9","114.0","114.0","114.0","114.0","114.0"
"1952:Q1","#N/A","#N/A","#N/A","#N/A","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","119.4","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","110.3","114.4","114.4","114.4","114.4","114.4"
"1952:Q2","#N/A","#N/A","#N/A","#N/A","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","120.9","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","111.5","115.7","115.7","115.7","115.7","115.7"
"1952:Q3","#N/A","#N/A","#N/A","#N/A","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","109.8","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","101.4","105.2","105.2","105.2","105.2","105.2"
