"DATE","EMPLOY10M1","EMPLOY10M2","EMPLOY10M3","EMPLOY10M4","EMPLOY10M5","EMPLOY10M6","EMPLOY10M7","EMPLOY10M8","EMPLOY10M9","EMPLOY10M10","EMPLOY10M11","EMPLOY10M12","EMPLOY11M1","EMPLOY11M2","EMPLOY11M3","EMPLOY11M4","EMPLOY11M5","EMPLOY11M6","EMPLOY11M7","EMPLOY11M8","EMPLOY11M9","EMPLOY11M10","EMPLOY11M11","EMPLOY11M12","EMPLOY12M1","EMPLOY12M2","EMPLOY12M3","EMPLOY12M4","EMPLOY12M5","EMPLOY12M6","EMPLOY12M7","EMPLOY12M8","EMPLOY12M9","EMPLOY12M10","EMPLOY12M11","EMPLOY12M12","EMPLOY13M1","EMPLOY13M2","EMPLOY13M3","EMPLOY13M4","EMPLOY13M5","EMPLOY13M6","EMPLOY13M7","EMPLOY13M8","EMPLOY13M9","EMPLOY13M10","EMPLOY13M11","EMPLOY13M12","EMPLOY14M1","EMPLOY14M2","EMPLOY14M3","EMPLOY14M4","EMPLOY14M5","EMPLOY14M6","EMPLOY14M7","EMPLOY14M8","EMPLOY14M9","EMPLOY14M10","EMPLOY14M11","EMPLOY14M12","EMPLOY15M1","EMPLOY15M2","EMPLOY15M3","EMPLOY15M4","EMPLOY15M5","EMPLOY15M6","EMPLOY15M7","EMPLOY15M8","EMPLOY15M9","EMPLOY15M10","EMPLOY15M11"
"2003:06","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129839.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129840.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","129943.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0","130166.0"
"2003:07","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129864.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129865.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","129963.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130189.0","130190.0","130190.0","130190.0","130190.0","130190.0","130190.0","130190.0","130190.0","130190.0","130190.0"
"2003:08","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129822.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129820.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","129919.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130148.0","130147.0","130147.0","130147.0","130147.0","130147.0","130147.0","130147.0","130147.0","130147.0","130147.0"
"2003:09","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129925.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","129929.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130024.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0","130250.0"
"2003:10","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130128.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130126.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130221.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0","130446.0"
"2003:11","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130146.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130140.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130234.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130462.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0"
"2003:12","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130270.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130259.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130353.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0","130586.0"
"2004:01","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130420.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130421.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130512.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130747.0","130746.0","130746.0","130746.0","130746.0","130746.0","130746.0","130746.0","130746.0","130746.0","130746.0"
"2004:02","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130463.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130465.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130555.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130791.0","130792.0","130792.0","130792.0","130792.0","130792.0","130792.0","130792.0","130792.0","130792.0","130792.0"
"2004:03","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130801.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130802.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","130888.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0","131123.0"
"2004:04","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131051.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131135.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131372.0","131371.0","131371.0","131371.0","131371.0","131371.0","131371.0","131371.0","131371.0","131371.0","131371.0"
"2004:05","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131361.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131441.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0","131679.0"
"2004:06","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131442.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131519.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0","131753.0"
"2004:07","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131489.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131488.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131556.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131785.0","131786.0","131786.0","131786.0","131786.0","131786.0","131786.0","131786.0","131786.0","131786.0","131786.0"
"2004:08","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131610.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131681.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131917.0","131918.0","131918.0","131918.0","131918.0","131918.0","131918.0","131918.0","131918.0","131918.0","131918.0"
"2004:09","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131770.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131771.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","131836.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132079.0","132080.0","132080.0","132080.0","132080.0","132080.0","132080.0","132080.0","132080.0","132080.0","132080.0"
"2004:10","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132121.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132119.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132179.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0","132425.0"
"2004:11","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132185.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132182.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132244.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132490.0","132489.0","132489.0","132489.0","132489.0","132489.0","132489.0","132489.0","132489.0","132489.0","132489.0"
"2004:12","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132317.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132316.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132372.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132619.0","132618.0","132618.0","132618.0","132618.0","132618.0","132618.0","132618.0","132618.0","132618.0","132618.0"
"2005:01","132499.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132453.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132502.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132753.0","132752.0","132752.0","132752.0","132752.0","132752.0","132752.0","132752.0","132752.0","132752.0","132752.0"
"2005:02","132720.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132693.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132742.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132992.0","132991.0","132991.0","132991.0","132991.0","132991.0","132991.0","132991.0","132991.0","132991.0","132991.0"
"2005:03","132841.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132835.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132834.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","132877.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0","133126.0"
"2005:04","133153.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133195.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133194.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133239.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0","133489.0"
"2005:05","133365.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133364.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133407.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133664.0","133665.0","133665.0","133665.0","133665.0","133665.0","133665.0","133665.0","133665.0","133665.0","133665.0"
"2005:06","133624.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133610.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133607.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133653.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133909.0","133908.0","133908.0","133908.0","133908.0","133908.0","133908.0","133908.0","133908.0","133908.0","133908.0"
"2005:07","133946.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133979.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","133981.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134025.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134283.0","134283.0","134283.0","134283.0","134283.0","134283.0","134283.0","134283.0","134283.0","134283.0"
"2005:08","134136.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134174.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134217.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134478.0","134479.0","134479.0","134479.0","134479.0","134479.0","134479.0","134479.0","134479.0","134479.0","134479.0"
"2005:09","134223.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134237.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134240.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134282.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0","134545.0"
"2005:10","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134321.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134320.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134363.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0","134629.0"
"2005:11","134701.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134655.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134654.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134698.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0","134966.0"
"2005:12","134861.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134813.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134814.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","134856.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135125.0","135124.0","135124.0","135124.0","135124.0","135124.0","135124.0","135124.0","135124.0","135124.0","135124.0"
"2006:01","135155.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135075.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135094.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135097.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135130.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135402.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0"
"2006:02","135429.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135401.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135411.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135413.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135446.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135717.0","135716.0","135716.0","135716.0","135716.0","135716.0","135716.0","135716.0","135716.0","135716.0","135716.0"
"2006:03","135711.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135705.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135698.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135696.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135726.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0","135997.0"
"2006:04","135862.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135879.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135880.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135877.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","135907.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0","136179.0"
"2006:05","135886.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135910.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135891.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","135928.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136202.0","136203.0","136203.0","136203.0","136203.0","136203.0","136203.0","136203.0","136203.0","136203.0","136203.0"
