"DATE","RINVRESID10M1","RINVRESID10M2","RINVRESID10M3","RINVRESID10M4","RINVRESID10M5","RINVRESID10M6","RINVRESID10M7","RINVRESID10M8","RINVRESID10M9","RINVRESID10M10","RINVRESID10M11","RINVRESID10M12","RINVRESID11M1","RINVRESID11M2","RINVRESID11M3","RINVRESID11M4","RINVRESID11M5","RINVRESID11M6","RINVRESID11M7","RINVRESID11M8","RINVRESID11M9","RINVRESID11M10","RINVRESID11M11","RINVRESID11M12","RINVRESID12M1","RINVRESID12M2","RINVRESID12M3","RINVRESID12M4","RINVRESID12M5","RINVRESID12M6","RINVRESID12M7","RINVRESID12M8","RINVRESID12M9","RINVRESID12M10","RINVRESID12M11","RINVRESID12M12","RINVRESID13M1","RINVRESID13M2","RINVRESID13M3","RINVRESID13M4","RINVRESID13M5","RINVRESID13M6","RINVRESID13M7","RINVRESID13M8","RINVRESID13M9","RINVRESID13M10","RINVRESID13M11","RINVRESID13M12","RINVRESID14M1","RINVRESID14M2","RINVRESID14M3","RINVRESID14M4","RINVRESID14M5","RINVRESID14M6","RINVRESID14M7","RINVRESID14M8","RINVRESID14M9","RINVRESID14M10","RINVRESID14M11","RINVRESID14M12","RINVRESID15M1","RINVRESID15M2","RINVRESID15M3","RINVRESID15M4","RINVRESID15M5","RINVRESID15M6","RINVRESID15M7","RINVRESID15M8","RINVRESID15M9","RINVRESID15M10","RINVRESID15M11"
"1965:Q4","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.8","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","252.7","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0"
"1966:Q1","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.8","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","258.4","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7","273.7"
"1966:Q2","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","238.1","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","237.7","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4","252.4"
"1966:Q3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.3","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0","244.0"
"1966:Q4","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","206.1","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","205.8","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4","218.4"
"1967:Q1","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4","212.4"
"1967:Q2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.2","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","222.4","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9","236.9"
"1967:Q3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.3","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","233.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5","249.5"
"1967:Q4","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","246.8","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","247.1","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9","263.9"
"1968:Q1","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.4","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","248.6","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7","264.7"
"1968:Q2","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.8","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","254.9","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2","271.2"
"1968:Q3","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.4","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","259.5","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7","276.7"
"1968:Q4","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","262.7","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5","280.5"
"1969:Q1","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","272.2","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9","289.9"
"1969:Q2","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.3","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","269.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2","287.2"
"1969:Q3","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.2","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","267.0","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9","284.9"
"1969:Q4","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.7","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","247.5","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3","265.3"
"1970:Q1","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.2","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","248.0","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5","265.5"
"1970:Q2","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.6","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","231.5","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2","249.2"
"1970:Q3","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.9","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","243.8","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6","263.6"
"1970:Q4","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","269.5","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2","290.2"
"1971:Q1","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.6","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","283.9","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2","305.2"
"1971:Q2","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.1","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","312.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5","334.5"
"1971:Q3","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.4","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","327.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9","349.9"
"1971:Q4","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.2","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","340.7","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4"
"1972:Q1","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.0","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","363.4","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1","387.1"
"1972:Q2","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.3","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","370.5","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4","394.4"
"1972:Q3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.3","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","371.4","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2","396.2"
"1972:Q4","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","384.6","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2","410.2"
"1973:Q1","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.9","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","397.6","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9","423.9"
"1973:Q2","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.9","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","377.3","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9","401.9"
"1973:Q3","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","362.0","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","361.3","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7","384.7"
"1973:Q4","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","344.1","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2","367.2"
"1974:Q1","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","319.7","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","318.8","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3","343.3"
"1974:Q2","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","305.8","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","304.9","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5","329.5"
"1974:Q3","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","295.6","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","294.9","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5","318.5"
"1974:Q4","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.5","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","256.1","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0","277.0"
"1975:Q1","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","240.3","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4","261.4"
"1975:Q2","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.3","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","245.4","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7","268.7"
"1975:Q3","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.2","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","262.5","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4","286.4"
"1975:Q4","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","273.6","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7","298.7"
"1976:Q1","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","301.7","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","302.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0","327.0"
"1976:Q2","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.4","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","310.7","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1","335.1"
"1976:Q3","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.4","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","305.6","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9","329.9"
"1976:Q4","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.3","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","344.6","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8","369.8"
