"DATE","RINVRESID10M1","RINVRESID10M2","RINVRESID10M3","RINVRESID10M4","RINVRESID10M5","RINVRESID10M6","RINVRESID10M7","RINVRESID10M8","RINVRESID10M9","RINVRESID10M10","RINVRESID10M11","RINVRESID10M12","RINVRESID11M1","RINVRESID11M2","RINVRESID11M3","RINVRESID11M4","RINVRESID11M5","RINVRESID11M6","RINVRESID11M7","RINVRESID11M8","RINVRESID11M9","RINVRESID11M10","RINVRESID11M11","RINVRESID11M12","RINVRESID12M1","RINVRESID12M2","RINVRESID12M3","RINVRESID12M4","RINVRESID12M5","RINVRESID12M6","RINVRESID12M7","RINVRESID12M8","RINVRESID12M9","RINVRESID12M10","RINVRESID12M11","RINVRESID12M12","RINVRESID13M1","RINVRESID13M2","RINVRESID13M3","RINVRESID13M4","RINVRESID13M5","RINVRESID13M6","RINVRESID13M7","RINVRESID13M8","RINVRESID13M9","RINVRESID13M10","RINVRESID13M11","RINVRESID13M12","RINVRESID14M1","RINVRESID14M2","RINVRESID14M3","RINVRESID14M4","RINVRESID14M5","RINVRESID14M6","RINVRESID14M7","RINVRESID14M8","RINVRESID14M9","RINVRESID14M10","RINVRESID14M11","RINVRESID14M12","RINVRESID15M1","RINVRESID15M2","RINVRESID15M3","RINVRESID15M4","RINVRESID15M5","RINVRESID15M6","RINVRESID15M7","RINVRESID15M8","RINVRESID15M9","RINVRESID15M10","RINVRESID15M11"
"1999:Q3","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","576.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4","637.4"
"1999:Q4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","583.4","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1","642.1"
"2000:Q1","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","588.0","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3","645.3"
"2000:Q2","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","584.0","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9","641.9"
"2000:Q3","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","573.7","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0","632.0"
"2000:Q4","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","574.2","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6","632.6"
"2001:Q1","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","576.8","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3","635.3"
"2001:Q2","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","584.9","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2","645.2"
"2001:Q3","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","588.1","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2","649.2"
"2001:Q4","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","583.1","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0","645.0"
"2002:Q1","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","598.7","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2","666.2"
"2002:Q2","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","613.4","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7"
"2002:Q3","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","616.9","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7","684.7"
"2002:Q4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","626.4","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1","697.1"
"2003:Q1","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","632.4","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8","709.8"
"2003:Q2","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","646.8","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0","721.0"
"2003:Q3","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.8","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","679.7","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3","762.3"
"2003:Q4","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","698.2","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0","785.0"
"2004:Q1","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","704.5","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2","794.2"
"2004:Q2","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","731.0","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5","819.5"
"2004:Q3","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","738.4","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3","825.3"
"2004:Q4","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","744.2","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7","836.7"
"2005:Q1","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.7","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","757.8","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4","856.4"
"2005:Q2","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.3","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","775.4","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3","872.3"
"2005:Q3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","783.3","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9","881.9"
"2005:Q4","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","783.5","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9","879.9"
"2006:Q1","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","775.2","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7","871.7"
"2006:Q2","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.1","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","740.0","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8","827.8"
"2006:Q3","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.4","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","697.3","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6","781.6"
"2006:Q4","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","660.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2","745.2"
"2007:Q1","631.7","631.7","631.7","631.7","631.7","631.7","631.7","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","631.3","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2","711.2"
"2007:Q2","610.4","610.4","610.4","610.4","610.4","610.4","610.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","611.4","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7","682.7"
"2007:Q3","572.9","572.9","572.9","572.9","572.9","572.9","572.9","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.6","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","570.7","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2","639.2"
"2007:Q4","525.0","525.0","525.0","525.0","525.0","525.0","525.0","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.3","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","523.4","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1","586.1"
"2008:Q1","483.2","483.2","483.2","483.2","483.2","483.2","483.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","482.2","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","481.3","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0","540.0"
"2008:Q2","462.9","462.9","462.9","462.9","462.9","462.9","462.9","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","464.4","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","462.8","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3","516.3"
"2008:Q3","443.3","443.3","443.3","443.3","443.3","443.3","443.3","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","435.6","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","437.8","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9","490.9"
"2008:Q4","415.0","415.0","415.0","415.0","415.0","415.0","415.0","394.7","394.7","394.7","394.7","394.7","394.7","394.7","394.7","394.7","394.7","394.7","394.7","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","395.8","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6","443.6"
"2009:Q1","367.9","367.9","367.9","367.9","367.9","367.9","367.9","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","352.7","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","354.9","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","355.3","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0","401.0"
"2009:Q2","344.4","344.4","344.4","344.4","344.4","344.4","344.4","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","333.9","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","334.3","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","333.7","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0","377.0"
"2009:Q3","359.6","359.6","359.6","359.6","359.6","359.6","359.6","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","342.4","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","347.2","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4","395.4"
"2009:Q4","#N/A","364.6","364.0","362.9","362.9","362.9","362.9","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","341.7","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","344.8","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","343.0","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7","395.7"
"2010:Q1","#N/A","#N/A","#N/A","#N/A","352.6","352.8","353.2","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.7","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","330.8","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","332.7","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0","383.0"
"2010:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","351.6","351.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","350.1","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","348.2","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","350.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5","403.5"
"2010:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","321.3","323.1","323.3","323.3","323.3","323.3","323.3","323.3","323.3","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","321.1","322.2","322.2","322.2","322.2","322.2","322.2","322.2","322.2","322.2","322.2","322.2","322.2","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1","368.1"
