"DATE","NCON65Q4","NCON66Q1","NCON66Q2","NCON66Q3","NCON66Q4","NCON67Q1","NCON67Q2","NCON67Q3","NCON67Q4","NCON68Q1","NCON68Q2","NCON68Q3","NCON68Q4","NCON69Q1","NCON69Q2","NCON69Q3","NCON69Q4","NCON70Q1","NCON70Q2","NCON70Q3","NCON70Q4","NCON71Q1","NCON71Q2","NCON71Q3","NCON71Q4","NCON72Q1","NCON72Q2","NCON72Q3","NCON72Q4","NCON73Q1","NCON73Q2","NCON73Q3","NCON73Q4","NCON74Q1","NCON74Q2","NCON74Q3","NCON74Q4","NCON75Q1","NCON75Q2","NCON75Q3","NCON75Q4","NCON76Q1","NCON76Q2","NCON76Q3","NCON76Q4","NCON77Q1","NCON77Q2","NCON77Q3","NCON77Q4","NCON78Q1","NCON78Q2","NCON78Q3","NCON78Q4","NCON79Q1","NCON79Q2","NCON79Q3","NCON79Q4","NCON80Q1","NCON80Q2","NCON80Q3","NCON80Q4","NCON81Q1","NCON81Q2","NCON81Q3","NCON81Q4","NCON82Q1","NCON82Q2","NCON82Q3","NCON82Q4","NCON83Q1","NCON83Q2","NCON83Q3","NCON83Q4","NCON84Q1","NCON84Q2","NCON84Q3","NCON84Q4","NCON85Q1","NCON85Q2","NCON85Q3","NCON85Q4","NCON86Q1","NCON86Q2","NCON86Q3","NCON86Q4","NCON87Q1","NCON87Q2","NCON87Q3","NCON87Q4","NCON88Q1","NCON88Q2","NCON88Q3","NCON88Q4","NCON89Q1","NCON89Q2","NCON89Q3","NCON89Q4","NCON90Q1","NCON90Q2","NCON90Q3","NCON90Q4","NCON91Q1","NCON91Q2","NCON91Q3","NCON91Q4","NCON92Q1","NCON92Q2","NCON92Q3","NCON92Q4","NCON93Q1","NCON93Q2","NCON93Q3","NCON93Q4","NCON94Q1","NCON94Q2","NCON94Q3","NCON94Q4","NCON95Q1","NCON95Q2","NCON95Q3","NCON95Q4","NCON96Q1","NCON96Q2","NCON96Q3","NCON96Q4","NCON97Q1","NCON97Q2","NCON97Q3","NCON97Q4","NCON98Q1","NCON98Q2","NCON98Q3","NCON98Q4","NCON99Q1","NCON99Q2","NCON99Q3","NCON99Q4","NCON00Q1","NCON00Q2","NCON00Q3","NCON00Q4","NCON01Q1","NCON01Q2","NCON01Q3","NCON01Q4","NCON02Q1","NCON02Q2","NCON02Q3","NCON02Q4","NCON03Q1","NCON03Q2","NCON03Q3","NCON03Q4","NCON04Q1","NCON04Q2","NCON04Q3","NCON04Q4","NCON05Q1","NCON05Q2","NCON05Q3","NCON05Q4","NCON06Q1","NCON06Q2","NCON06Q3","NCON06Q4","NCON07Q1","NCON07Q2","NCON07Q3","NCON07Q4","NCON08Q1","NCON08Q2","NCON08Q3","NCON08Q4","NCON09Q1","NCON09Q2","NCON09Q3","NCON09Q4","NCON10Q1","NCON10Q2","NCON10Q3","NCON10Q4","NCON11Q1","NCON11Q2","NCON11Q3","NCON11Q4","NCON12Q1","NCON12Q2","NCON12Q3","NCON12Q4","NCON13Q1","NCON13Q2","NCON13Q3","NCON13Q4","NCON14Q1","NCON14Q2","NCON14Q3","NCON14Q4","NCON15Q1","NCON15Q2","NCON15Q3","NCON15Q4"
"1981:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1830.3","1829.1","1829.1","1829.1","1819.4","1819.4","1819.4","1819.4","1835.8","1835.8","1835.8","1835.8","1829.3","1829.3","1829.3","1829.3","1829.3","1829.3","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1896.4","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1908.9","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","1923.5","#N/A","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1926.7","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1925.5","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1924.0","1921.9","1921.9","1921.9","1921.9","1921.9","1921.9","1921.9","1921.9","1921.9","1921.9"
"1981:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1888.6","1883.9","1883.9","1868.8","1868.8","1868.8","1868.8","1886.1","1886.1","1886.1","1886.1","1877.3","1877.3","1877.3","1877.3","1877.3","1877.3","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1940.9","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1952.1","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","1967.4","#N/A","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1970.5","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1965.1","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1963.4","1961.2","1961.2","1961.2","1961.2","1961.2","1961.2","1961.2","1961.2","1961.2","1961.2"
"1981:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1909.5","1908.3","1884.5","1884.5","1884.5","1884.5","1904.1","1904.1","1904.1","1904.1","1891.8","1891.8","1891.8","1891.8","1891.8","1891.8","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1960.2","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1968.0","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","1983.9","#N/A","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1986.4","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1979.9","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1978.2","1976.1","1976.1","1976.1","1976.1","1976.1","1976.1","1976.1","1976.1","1976.1","1976.1"
"1982:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1950.7","1919.4","1919.4","1919.4","1919.4","1938.9","1938.9","1938.9","1938.9","1931.3","1931.3","1931.3","1931.3","1931.3","1931.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","1996.3","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2005.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","2021.4","#N/A","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2023.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2018.0","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2016.2","2014.4","2014.4","2014.4","2014.4","2014.4","2014.4","2014.4","2014.4","2014.4","2014.4"
"1982:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1950.8","1947.8","1947.8","1947.8","1972.8","1972.8","1972.8","1972.8","1960.9","1960.9","1960.9","1960.9","1960.9","1960.9","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2023.8","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2029.4","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","#N/A","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2048.8","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2044.4","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2042.7","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1","2041.1"
"1982:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","1989.5","1986.3","1986.3","2008.8","2008.8","2008.8","2008.8","2001.3","2001.3","2001.3","2001.3","2001.3","2001.3","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2065.6","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2073.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","2091.1","#N/A","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2093.7","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2092.4","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2090.7","2089.2","2089.2","2089.2","2089.2","2089.2","2089.2","2089.2","2089.2","2089.2","2089.2"
"1982:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2034.6","2030.8","2046.9","2046.9","2046.9","2046.9","2046.1","2046.1","2046.1","2046.1","2046.1","2046.1","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2117.0","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2128.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","2148.7","#N/A","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2151.7","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2154.2","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2152.4","2150.9","2150.9","2150.9","2150.9","2150.9","2150.9","2150.9","2150.9","2150.9","2150.9"
"1983:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2054.0","2073.0","2073.0","2073.0","2073.0","2070.4","2070.4","2070.4","2070.4","2070.4","2070.4","2146.0","2146.0","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2146.6","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2162.9","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","2185.0","#N/A","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2188.4","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2194.1","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2192.2","2190.6","2190.6","2190.6","2190.6","2190.6","2190.6","2190.6","2190.6","2190.6","2190.6"
"1983:Q2","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2151.3","2147.0","2147.0","2147.0","2141.6","2141.6","2141.6","2141.6","2141.6","2141.6","2210.1","2210.1","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2213.0","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2231.9","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","2257.2","#N/A","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2260.0","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2258.2","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2256.4","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5","2254.5"
"1983:Q3","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2186.5","2181.1","2181.1","2181.4","2181.4","2181.4","2181.4","2181.4","2181.4","2254.9","2254.9","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2262.8","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2288.7","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","2316.8","#N/A","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2319.4","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2328.6","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2326.5","2324.3","2324.3","2324.3","2324.3","2324.3","2324.3","2324.3","2324.3","2324.3","2324.3"
"1983:Q4","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2233.1","2230.9","2230.2","2230.2","2230.2","2230.2","2230.2","2230.2","2306.3","2306.3","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2315.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2346.8","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","2374.7","#N/A","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2377.9","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2381.3","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2379.2","2376.7","2376.7","2376.7","2376.7","2376.7","2376.7","2376.7","2376.7","2376.7","2376.7"
"1984:Q1","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","2280.5","2276.5","2276.5","2276.5","2276.5","2276.5","2276.5","2358.6","2358.6","2363.8","2363.8","2363.8","2363.8","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2361.1","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2392.4","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","2422.5","#N/A","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.1","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2427.6","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2425.5","2422.8","2422.8","2422.8","2422.8","2422.8","2422.8","2422.8","2422.8","2422.8","2422.8"
