"DATE","NOUTPUT10M1","NOUTPUT10M2","NOUTPUT10M3","NOUTPUT10M4","NOUTPUT10M5","NOUTPUT10M6","NOUTPUT10M7","NOUTPUT10M8","NOUTPUT10M9","NOUTPUT10M10","NOUTPUT10M11","NOUTPUT10M12","NOUTPUT11M1","NOUTPUT11M2","NOUTPUT11M3","NOUTPUT11M4","NOUTPUT11M5","NOUTPUT11M6","NOUTPUT11M7","NOUTPUT11M8","NOUTPUT11M9","NOUTPUT11M10","NOUTPUT11M11","NOUTPUT11M12","NOUTPUT12M1","NOUTPUT12M2","NOUTPUT12M3","NOUTPUT12M4","NOUTPUT12M5","NOUTPUT12M6","NOUTPUT12M7","NOUTPUT12M8","NOUTPUT12M9","NOUTPUT12M10","NOUTPUT12M11","NOUTPUT12M12","NOUTPUT13M1","NOUTPUT13M2","NOUTPUT13M3","NOUTPUT13M4","NOUTPUT13M5","NOUTPUT13M6","NOUTPUT13M7","NOUTPUT13M8","NOUTPUT13M9","NOUTPUT13M10","NOUTPUT13M11","NOUTPUT13M12","NOUTPUT14M1","NOUTPUT14M2","NOUTPUT14M3","NOUTPUT14M4","NOUTPUT14M5","NOUTPUT14M6","NOUTPUT14M7","NOUTPUT14M8","NOUTPUT14M9","NOUTPUT14M10","NOUTPUT14M11","NOUTPUT14M12","NOUTPUT15M1","NOUTPUT15M2","NOUTPUT15M3","NOUTPUT15M4","NOUTPUT15M5","NOUTPUT15M6","NOUTPUT15M7","NOUTPUT15M8","NOUTPUT15M9","NOUTPUT15M10","NOUTPUT15M11"
"1978:Q3","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2335.2","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9","2398.9"
"1978:Q4","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2416.0","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2","2482.2"
"1979:Q1","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2463.3","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6","2531.6"
"1979:Q2","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2526.4","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9","2595.9"
"1979:Q3","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2599.7","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4","2670.4"
"1979:Q4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2659.4","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7","2730.7"
"1980:Q1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2724.1","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5","2796.5"
"1980:Q2","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2728.0","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9","2799.9"
"1980:Q3","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2785.2","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0","2860.0"
"1980:Q4","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2915.3","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5","2993.5"
"1981:Q1","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3051.4","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8","3131.8"
"1981:Q2","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3084.3","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.2","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3","3167.3"
"1981:Q3","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3177.0","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2","3261.2"
"1981:Q4","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3194.7","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5","3283.5"
"1982:Q1","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3184.9","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8","3273.8"
"1982:Q2","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3240.9","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3","3331.3"
"1982:Q3","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3274.4","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1","3367.1"
"1982:Q4","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3312.5","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8","3407.8"
"1983:Q1","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3381.0","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3","3480.3"
"1983:Q2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3482.2","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8","3583.8"
"1983:Q3","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3587.1","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3","3692.3"
"1983:Q4","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3688.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1","3796.1"
"1984:Q1","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3807.4","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8","3912.8"
"1984:Q2","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","3906.3","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0","4015.0"
"1984:Q3","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","3976.0","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4","4087.4"
"1984:Q4","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4034.0","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6","4147.6"
"1985:Q1","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4117.2","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0","4237.0"
"1985:Q2","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4175.7","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3","4302.3"
"1985:Q3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4258.3","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6","4394.6"
"1985:Q4","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4318.7","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1","4453.1"
"1986:Q1","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4382.4","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3","4516.3"
"1986:Q2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4423.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2","4555.2"
"1986:Q3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4491.3","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6","4619.6"
"1986:Q4","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4543.3","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4","4669.4"
"1987:Q1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4611.1","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2","4736.2"
"1987:Q2","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4686.7","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.4","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5","4821.5"
